"","Address","Date","Rent","Aprt_Type","Building_Type"
"274","3101 NW 150th St, Oklahoma City, OK 73134","2026/01/01",885,"1 Bed","Apartment"
"275","3101 NW 150th St, Oklahoma City, OK 73134","2026/01/01",985,"2 Beds","Apartment"
"276","12117 Heritage Park Rd, Oklahoma City, OK 73120","2026/01/01",889,"1 Bed","Apartment"
"277","12117 Heritage Park Rd, Oklahoma City, OK 73120","2026/01/01",1229,"2 Beds","Apartment"
"278","5560 N Portland Ave, Oklahoma City, OK 73112","2026/01/01",875,"1 Bed","Apartment"
"279","5560 N Portland Ave, Oklahoma City, OK 73112","2026/01/01",975,"2 Beds","Apartment"
"280","12901 S Western Ave, Oklahoma City, OK 73170","2026/01/01",795,"1 Bed","Apartment"
"281","12901 S Western Ave, Oklahoma City, OK 73170","2026/01/01",950,"2 Beds","Apartment"
"282","3264 W Memorial Rd, Oklahoma City, OK 73120","2026/01/01",750,"1 Bed","Apartment"
"283","3264 W Memorial Rd, Oklahoma City, OK 73120","2026/01/01",1000,"2 Beds","Apartment"
"284","125 NW 15th St, Oklahoma City, OK 73103","2026/01/01",700,"Studio","Apartment"
"285","125 NW 15th St, Oklahoma City, OK 73103","2026/01/01",750,"1 Bed","Apartment"
"286","125 NW 15th St, Oklahoma City, OK 73103","2026/01/01",1003,"2 Beds","Apartment"
"287","9301 N Macarthur Blvd, Oklahoma City, OK 73132","2026/01/01",675,"1 Bed","Apartment"
"288","9301 N Macarthur Blvd, Oklahoma City, OK 73132","2026/01/01",925,"2 Beds","Apartment"
"289","9401 S Shartel Ave, Oklahoma City, OK 73139","2026/01/01",735,"Studio","Apartment"
"290","9401 S Shartel Ave, Oklahoma City, OK 73139","2026/01/01",790,"1 Bed","Apartment"
"291","9401 S Shartel Ave, Oklahoma City, OK 73139","2026/01/01",850,"2 Beds+","Apartment"
"292","1000 NW 105th St, Oklahoma City, OK 73114","2026/01/01",750,"1 Bed","Apartment"
"293","1000 NW 105th St, Oklahoma City, OK 73114","2026/01/01",849,"2 Beds","Apartment"
"294","1000 NW 105th St, Oklahoma City, OK 73114","2026/01/01",1050,"3 Beds","Apartment"
"295","2609 Featherstone Rd, Oklahoma City, OK 73120","2026/01/01",710,"1 Bed","Apartment"
"296","2609 Featherstone Rd, Oklahoma City, OK 73120","2026/01/01",850,"2 Beds","Apartment"
"297","5757 W Hefner Rd, Oklahoma City, OK 73162","2026/01/01",705,"Studio","Apartment"
"298","5757 W Hefner Rd, Oklahoma City, OK 73162","2026/01/01",700,"1 Bed","Apartment"
"299","5757 W Hefner Rd, Oklahoma City, OK 73162","2026/01/01",950,"2 Beds","Apartment"
"300","4328 SE 46th St, Oklahoma City, OK 73135","2026/01/01",700,"1 Bed","Apartment"
"301","4328 SE 46th St, Oklahoma City, OK 73135","2026/01/01",830,"2 Beds","Apartment"
"302","4328 SE 46th St, Oklahoma City, OK 73135","2026/01/01",925,"3 Beds","Apartment"
"303","1200 S Meridian Ave, Oklahoma City, OK 73108","2026/01/01",636,"1 Bed","Apartment"
"304","1200 S Meridian Ave, Oklahoma City, OK 73108","2026/01/01",785,"2 Beds","Apartment"
"305","777 E 15th St, Edmond, OK 73013","2026/01/01",1097,"1 Bed","Apartment"
"306","777 E 15th St, Edmond, OK 73013","2026/01/01",1175,"2 Beds","Apartment"
"307","777 E 15th St, Edmond, OK 73013","2026/01/01",1455,"3 Beds","Apartment"
"308","200 W 15th St, Edmond, OK 73013","2026/01/01",1011,"1 Bed","Apartment"
"309","200 W 15th St, Edmond, OK 73013","2026/01/01",1124,"2 Beds","Apartment"
"310","200 W 15th St, Edmond, OK 73013","2026/01/01",1348,"3 Beds","Apartment"
"311","9300 Orchard Blvd, Midwest City, OK 73130","2026/01/01",799,"1 Bed","Apartment"
"312","9300 Orchard Blvd, Midwest City, OK 73130","2026/01/01",899,"2 Beds","Apartment"
"313","930 S Boulevard, Edmond, OK 73034","2026/01/01",955,"1 Bed","Apartment"
"314","930 S Boulevard, Edmond, OK 73034","2026/01/01",960,"2 Beds","Apartment"
"315","2004 S Mustang Rd, Yukon, OK 73099","2026/01/01",950,"1 Bed","Apartment"
"316","2004 S Mustang Rd, Yukon, OK 73099","2026/01/01",1090,"2 Beds","Apartment"
"317","4741 Ridgeway Dr, Del City, OK 73115","2026/01/01",799,"Studio","Apartment"
"318","4741 Ridgeway Dr, Del City, OK 73115","2026/01/01",800,"1 Bed","Apartment"
"319","4741 Ridgeway Dr, Del City, OK 73115","2026/01/01",850,"2 Beds+","Apartment"
"320","7408 NW 23rd St, Bethany, OK 73008","2026/01/01",620,"1 Bed","Apartment"
"321","7408 NW 23rd St, Bethany, OK 73008","2026/01/01",710,"2 Beds","Apartment"
"322","9211 N Council Rd, Oklahoma City, OK 73132","2026/01/01",759,"1 Bed","Apartment"
"323","9211 N Council Rd, Oklahoma City, OK 73132","2026/01/01",1079,"2 Beds","Apartment"
"324","14320 Mezzaluna Blvd, Oklahoma City, OK 73134","2026/01/01",1239,"1 Bed","Apartment"
"325","14320 Mezzaluna Blvd, Oklahoma City, OK 73134","2026/01/01",1399,"2 Beds","Apartment"
"326","1100-1130 SW 77th Ter, Oklahoma City, OK 73139","2026/01/01",1100,"2 Beds",NA
"327","131 Dean A McGee Ave, Oklahoma City, OK 73102","2026/01/01",1860,"2 Beds",NA
"328","801 NW 10th St, Oklahoma City, OK 73106","2026/01/01",1082,"Studio","Apartment"
"329","801 NW 10th St, Oklahoma City, OK 73106","2026/01/01",1360,"1 Bed","Apartment"
"330","801 NW 10th St, Oklahoma City, OK 73106","2026/01/01",1586,"2 Beds+","Apartment"
"331","12500 S Western Ave, Oklahoma City, OK 73170","2026/01/01",950,"1 Bed","Apartment"
"332","12500 S Western Ave, Oklahoma City, OK 73170","2026/01/01",1125,"2 Beds","Apartment"
"333","2720 W I 240 Service Rd, Oklahoma City, OK 73159","2026/01/01",1100,"2 Beds",NA
"334","11100 Roxboro Ave, Oklahoma City, OK 73162","2026/01/01",699,"Studio","Apartment"
"335","11100 Roxboro Ave, Oklahoma City, OK 73162","2026/01/01",699,"1 Bed","Apartment"
"336","11100 Roxboro Ave, Oklahoma City, OK 73162","2026/01/01",929,"2 Beds","Apartment"
"337","3915 N Pennsylvania Ave, Oklahoma City, OK 73112","2026/01/01",950,"Studio","Apartment"
"338","3915 N Pennsylvania Ave, Oklahoma City, OK 73112","2026/01/01",1295,"1 Bed","Apartment"
"339","3915 N Pennsylvania Ave, Oklahoma City, OK 73112","2026/01/01",1495,"2 Beds","Apartment"
"340","12001-12027 Jadesdale Cir, Oklahoma City, OK 73170","2026/01/01",1495,"2 Beds","Apartment"
"341","12001-12027 Jadesdale Cir, Oklahoma City, OK 73170","2026/01/01",1595,"3 Beds","Apartment"
"342","12001-12027 Jadesdale Cir, Oklahoma City, OK 73170","2026/01/01",1995,"4 Beds","Apartment"
"343","201 SE 89th St, Oklahoma City, OK 73149","2026/01/01",910,"1 Bed","Apartment"
"344","201 SE 89th St, Oklahoma City, OK 73149","2026/01/01",930,"2 Beds","Apartment"
"345","7908 Hemingford Ct, Oklahoma City, OK 73120","2026/01/01",925,"1 Bed","Apartment"
"346","7908 Hemingford Ct, Oklahoma City, OK 73120","2026/01/01",1100,"2 Beds","Apartment"
"347","613 N Davis Ave, Oklahoma City, OK 73127","2026/01/01",750,"1 Bed","Apartment"
"348","613 N Davis Ave, Oklahoma City, OK 73127","2026/01/01",900,"2 Beds","Apartment"
"349","613 N Davis Ave, Oklahoma City, OK 73127","2026/01/01",950,"3 Beds","Apartment"
"350","500 Pointe Pkwy Blvd, Yukon, OK 73099","2026/01/01",1020,"1 Bed","Apartment"
"351","500 Pointe Pkwy Blvd, Yukon, OK 73099","2026/01/01",1130,"2 Beds","Apartment"
"352","500 Pointe Pkwy Blvd, Yukon, OK 73099","2026/01/01",1230,"3 Beds","Apartment"
"353","1677 Midtown Pl, Midwest City, OK 73130","2026/01/01",1125,"3 Beds",NA
"354","5107 N Hammond Ave, Warr Acres, OK 73122","2026/01/01",799,"1 Bed","Apartment"
"355","5107 N Hammond Ave, Warr Acres, OK 73122","2026/01/01",999,"2 Beds","Apartment"
"356","5107 N Hammond Ave, Warr Acres, OK 73122","2026/01/01",1237,"3 Beds","Apartment"
"357","7920 NW 21st St, Bethany, OK 73008","2026/01/01",790,"1 Bed","Apartment"
"358","7920 NW 21st St, Bethany, OK 73008","2026/01/01",800,"2 Beds","Apartment"
"359","360 N Pebble Creek Ter, Mustang, OK 73064","2026/01/01",1025,"2 Beds","Apartment"
"360","360 N Pebble Creek Ter, Mustang, OK 73064","2026/01/01",1505,"3 Beds","Apartment"
"361","25 Creek View Dr, Edmond, OK 73003","2026/01/01",1113,"1 Bed","Apartment"
"362","25 Creek View Dr, Edmond, OK 73003","2026/01/01",1336,"2 Beds","Apartment"
"NA.1",NA,NA,NA,NA,NA
"364","701 SW 17th St, Moore, OK 73160","2026/01/01",875,"Studio","Apartment"
"365","701 SW 17th St, Moore, OK 73160","2026/01/01",927,"1 Bed","Apartment"
"366","701 SW 17th St, Moore, OK 73160","2026/01/01",1133,"2 Beds+","Apartment"
"367","8720 S Santa Fe Ave, Oklahoma City, OK 73139","2026/01/01",1544,"2 Beds+",NA
"368","6100 N Meridian Ave, Oklahoma City, OK 73112","2026/01/01",775,"1 Bed","Apartment"
"369","6100 N Meridian Ave, Oklahoma City, OK 73112","2026/01/01",900,"2 Beds","Apartment"
"370","1292 SW 74th St, Oklahoma City, OK 73139","2026/01/01",625,"Studio","Apartment"
"371","1292 SW 74th St, Oklahoma City, OK 73139","2026/01/01",670,"1 Bed","Apartment"
"372","1292 SW 74th St, Oklahoma City, OK 73139","2026/01/01",775,"2 Beds","Apartment"
"373","6624 S May Ave, Oklahoma City, OK 73159","2026/01/01",680,"1 Bed","Apartment"
"374","6624 S May Ave, Oklahoma City, OK 73159","2026/01/01",765,"2 Beds","Apartment"
"375","1701 NW 12th St, Oklahoma City, OK 73106","2026/01/01",1375,"2 Beds",NA
"376","215 W Macarthur Dr, Oklahoma City, OK 73110","2026/01/01",950,"1 Bed","Apartment"
"377","215 W Macarthur Dr, Oklahoma City, OK 73110","2026/01/01",1000,"2 Beds","Apartment"
"378","10400 N Council Rd, Oklahoma City, OK 73162","2026/01/01",845,"1 Bed","Apartment"
"379","10400 N Council Rd, Oklahoma City, OK 73162","2026/01/01",1025,"2 Beds","Apartment"
"380","4361 W Reno Ave, Oklahoma City, OK 73107","2026/01/01",1770,"Studio","Apartment"
"381","4361 W Reno Ave, Oklahoma City, OK 73107","2026/01/01",2137,"2 Beds","Apartment"
"NA.2",NA,NA,NA,NA,NA
"383","600 NW 29th St, Oklahoma City, OK 73103","2026/01/01",1250,"1 Bed","Apartment"
"384","600 NW 29th St, Oklahoma City, OK 73103","2026/01/01",1450,"2 Beds","Apartment"
"385","4800 E Interstate 240 Service Rd, Oklahoma City, OK 73135","2026/01/01",904,"1 Bed","Apartment"
"386","4800 E Interstate 240 Service Rd, Oklahoma City, OK 73135","2026/01/01",1254,"2 Beds","Apartment"
"387","4800 E Interstate 240 Service Rd, Oklahoma City, OK 73135","2026/01/01",1427,"3 Beds","Apartment"
"388","5505 N Brookline Ave, Oklahoma City, OK 73112","2026/01/01",1089,"1 Bed","Apartment"
"389","5505 N Brookline Ave, Oklahoma City, OK 73112","2026/01/01",1259,"2 Beds","Apartment"
"390","11300 SE 15th St, Oklahoma City, OK 73130","2026/01/01",1148,"1 Bed","Apartment"
"391","11300 SE 15th St, Oklahoma City, OK 73130","2026/01/01",1245,"2 Beds","Apartment"
"392","11300 SE 15th St, Oklahoma City, OK 73130","2026/01/01",1622,"3 Beds","Apartment"
"393","1844 NW 23rd, Oklahoma City, OK 73106","2026/01/01",825,"1 Bed","Apartment"
"394","1844 NW 23rd, Oklahoma City, OK 73106","2026/01/01",975,"2 Beds","Apartment"
"395","8301 N Council Rd, Oklahoma City, OK 73132","2026/01/01",799,"1 Bed","Apartment"
"396","8301 N Council Rd, Oklahoma City, OK 73132","2026/01/01",1059,"2 Beds","Apartment"
"397","8301 N Council Rd, Oklahoma City, OK 73132","2026/01/01",1279,"3 Beds","Apartment"
"398","747 Village South Dr, Oklahoma City, OK 73139","2026/01/01",900,"3 Beds",NA
"399","3624 NW 42nd St, Oklahoma City, OK 73112","2026/01/01",725,"1 Bed","Apartment"
"400","3624 NW 42nd St, Oklahoma City, OK 73112","2026/01/01",899,"2 Beds","Apartment"
"401","2112 NW 47th St, Oklahoma City, OK 73112","2026/01/01",750,"1 Bed","Apartment"
"402","2112 NW 47th St, Oklahoma City, OK 73112","2026/01/01",940,"2 Beds","Apartment"
"403","4601 W Nicklas Ave, Oklahoma City, OK 73132","2026/01/01",899,"1 Bed","Apartment"
"404","4601 W Nicklas Ave, Oklahoma City, OK 73132","2026/01/01",999,"2 Beds","Apartment"
"405","4601 W Nicklas Ave, Oklahoma City, OK 73132","2026/01/01",1399,"3 Beds","Apartment"
"406","3235 NW 50th St, Oklahoma City, OK 73112","2026/01/01",814,"1 Bed","Apartment"
"407","3235 NW 50th St, Oklahoma City, OK 73112","2026/01/01",969,"2 Beds","Apartment"
"408","9701 SW 29th St, Oklahoma City, OK 73128","2026/01/01",1699,"2 Beds",NA
"409","4020 Versailles Blvd, Oklahoma City, OK 73116","2026/01/01",1176,"2 Beds","Apartment"
"410","4020 Versailles Blvd, Oklahoma City, OK 73116","2026/01/01",1344,"3 Beds","Apartment"
"411","6305 N Villa Ave, Oklahoma City, OK 73112","2026/01/01",875,"1 Bed","Apartment"
"412","6305 N Villa Ave, Oklahoma City, OK 73112","2026/01/01",1100,"2 Beds","Apartment"
"413","6305 N Villa Ave, Oklahoma City, OK 73112","2026/01/01",1516,"3 Beds","Apartment"
"414","7201 Melrose Ln, Oklahoma City, OK 73127","2026/01/01",810,"3 Beds",NA
"415","627 NW 5th St, Oklahoma City, OK 73102","2026/01/01",1275,"Studio","Apartment"
"416","627 NW 5th St, Oklahoma City, OK 73102","2026/01/01",1125,"1 Bed","Apartment"
"417","627 NW 5th St, Oklahoma City, OK 73102","2026/01/01",1425,"2 Beds","Apartment"
"418","12700 N Macarthur Blvd, Oklahoma City, OK 73142","2026/01/01",989,"1 Bed","Apartment"
"419","12700 N Macarthur Blvd, Oklahoma City, OK 73142","2026/01/01",1119,"2 Beds","Apartment"
"420","2300 W I 240 Service Rd, Oklahoma City, OK 73159","2026/01/01",828,"1 Bed","Apartment"
"421","2300 W I 240 Service Rd, Oklahoma City, OK 73159","2026/01/01",928,"2 Beds","Apartment"
"422","6801 NW 122nd St, Oklahoma City, OK 73142","2026/01/01",775,"1 Bed","Apartment"
"423","6801 NW 122nd St, Oklahoma City, OK 73142","2026/01/01",1163,"2 Beds","Apartment"
"424","6100 Masons Dr, Oklahoma City, OK 73142","2026/01/01",1400,"2 Beds",NA
"425","413 W Britton Rd, Oklahoma City, OK 73114","2026/01/01",760,"1 Bed","Apartment"
"426","413 W Britton Rd, Oklahoma City, OK 73114","2026/01/01",840,"2 Beds","Apartment"
"427","10800 N Council Rd, Oklahoma City, OK 73162","2026/01/01",859,"1 Bed","Apartment"
"428","10800 N Council Rd, Oklahoma City, OK 73162","2026/01/01",879,"2 Beds","Apartment"
"429","10800 N Council Rd, Oklahoma City, OK 73162","2026/01/01",1159,"3 Beds","Apartment"
"430","1919 NW 142nd St, Oklahoma City, OK 73134","2026/01/01",916,"1 Bed","Apartment"
"431","1919 NW 142nd St, Oklahoma City, OK 73134","2026/01/01",1100,"2 Beds","Apartment"
"432","5113 N Brookline Ave, Oklahoma City, OK 73112","2026/01/01",800,"1 Bed","Apartment"
"433","5113 N Brookline Ave, Oklahoma City, OK 73112","2026/01/01",1000,"2 Beds","Apartment"
"434","3509 N Nesbitt Ave, Oklahoma City, OK 73112","2026/01/01",795,"2 Beds",NA
"435","11777 N Meridian Pl, Oklahoma City, OK 73162","2026/01/01",839,"Studio","Apartment"
"436","11777 N Meridian Pl, Oklahoma City, OK 73162","2026/01/01",839,"1 Bed","Apartment"
"437","11777 N Meridian Pl, Oklahoma City, OK 73162","2026/01/01",1129,"2 Beds","Apartment"
"438","1301 W Hefner Rd, Oklahoma City, OK 73114","2026/01/01",973,"1 Bed","Apartment"
"439","1301 W Hefner Rd, Oklahoma City, OK 73114","2026/01/01",1333,"2 Beds","Apartment"
"440","6708 W Wilshire Blvd, Oklahoma City, OK 73132","2026/01/01",1000,"2 Beds","Apartment"
"441","6708 W Wilshire Blvd, Oklahoma City, OK 73132","2026/01/01",1100,"3 Beds","Apartment"
"442","6708 W Wilshire Blvd, Oklahoma City, OK 73132","2026/01/01",1450,"4 Beds","Apartment"
"443","2404 N Reeves Ave, Oklahoma City, OK 73127","2026/01/01",750,"1 Bed","Apartment"
"444","2404 N Reeves Ave, Oklahoma City, OK 73127","2026/01/01",900,"2 Beds","Apartment"
"445","1424 Highland Park Blvd, Oklahoma City, OK 73114","2026/01/01",1195,"Studio","Apartment"
"446","1424 Highland Park Blvd, Oklahoma City, OK 73114","2026/01/01",1295,"1 Bed","Apartment"
"447","1424 Highland Park Blvd, Oklahoma City, OK 73114","2026/01/01",1685,"2 Beds","Apartment"
"448","3708 S Douglas Ave, Oklahoma City, OK 73109","2026/01/01",893,"1 Bed","Apartment"
"449","3708 S Douglas Ave, Oklahoma City, OK 73109","2026/01/01",1026,"2 Beds","Apartment"
"450","9990 S May Ave, Oklahoma City, OK 73159","2026/01/01",1169,"Studio","Apartment"
"451","9990 S May Ave, Oklahoma City, OK 73159","2026/01/01",1153,"1 Bed","Apartment"
"452","9990 S May Ave, Oklahoma City, OK 73159","2026/01/01",1399,"2 Beds+","Apartment"
"453","4101 NW Expressway, Oklahoma City, OK 73116","2026/01/01",879,"1 Bed","Apartment"
"454","4101 NW Expressway, Oklahoma City, OK 73116","2026/01/01",999,"2 Beds","Apartment"
"455","4101 NW Expressway, Oklahoma City, OK 73116","2026/01/01",1299,"3 Beds","Apartment"
"456","7125 S Santa Fe Ave, Oklahoma City, OK 73139","2026/01/01",790,"1 Bed","Apartment"
"457","7125 S Santa Fe Ave, Oklahoma City, OK 73139","2026/01/01",900,"2 Beds","Apartment"
"458","7125 S Santa Fe Ave, Oklahoma City, OK 73139","2026/01/01",1200,"3 Beds","Apartment"
"459","1601 NW 30th St, Oklahoma City, OK 73118","2026/01/01",699,"Studio","Apartment"
"460","1601 NW 30th St, Oklahoma City, OK 73118","2026/01/01",759,"1 Bed","Apartment"
"461","1601 NW 30th St, Oklahoma City, OK 73118","2026/01/01",849,"2 Beds","Apartment"
"462","4020 S Douglas Ave, Oklahoma City, OK 73109","2026/01/01",725,"1 Bed","Apartment"
"463","4020 S Douglas Ave, Oklahoma City, OK 73109","2026/01/01",825,"2 Beds","Apartment"
"464","7524 NW 10th St, Oklahoma City, OK 73127","2026/01/01",695,"1 Bed","Apartment"
"465","7524 NW 10th St, Oklahoma City, OK 73127","2026/01/01",895,"2 Beds","Apartment"
"466","7524 NW 10th St, Oklahoma City, OK 73127","2026/01/01",1050,"3 Beds","Apartment"
"467","6810 NW 16th St, Oklahoma City, OK 73127","2026/01/01",698,"1 Bed","Apartment"
"468","6810 NW 16th St, Oklahoma City, OK 73127","2026/01/01",945,"2 Beds","Apartment"
"469","6810 NW 16th St, Oklahoma City, OK 73127","2026/01/01",1199,"3 Beds","Apartment"
"470","404 SW 26th St, Oklahoma City, OK 73109","2026/01/01",695,"3 Beds",NA
"471","2814 SW 59th St, Oklahoma City, OK 73119","2026/01/01",690,"Studio","Apartment"
"472","2814 SW 59th St, Oklahoma City, OK 73119","2026/01/01",725,"1 Bed","Apartment"
"473","2814 SW 59th St, Oklahoma City, OK 73119","2026/01/01",825,"2 Beds","Apartment"
"474","12205 S Western Ave, Oklahoma City, OK 73170","2026/01/01",969,"1 Bed","Apartment"
"475","12205 S Western Ave, Oklahoma City, OK 73170","2026/01/01",1248,"2 Beds","Apartment"
"476","12205 S Western Ave, Oklahoma City, OK 73170","2026/01/01",1319,"3 Beds","Apartment"
"477","425 NW 12th St, Oklahoma City, OK 73103","2026/01/01",793,"Studio","Apartment"
"478","425 NW 12th St, Oklahoma City, OK 73103","2026/01/01",980,"1 Bed","Apartment"
"479","2119 SW 39th St, Oklahoma City, OK 73119","2026/01/01",660,"1 Bed","Apartment"
"480","2119 SW 39th St, Oklahoma City, OK 73119","2026/01/01",849,"2 Beds","Apartment"
"481","4025 N Meridian Ave, Oklahoma City, OK 73112","2026/01/01",694,"Studio","Apartment"
"482","4025 N Meridian Ave, Oklahoma City, OK 73112","2026/01/01",800,"1 Bed","Apartment"
"483","1441 NW 92nd St, Oklahoma City, OK 73114","2026/01/01",695,"1 Bed",NA
"484","717 Santa Rosa Dr, Oklahoma City, OK 73139","2026/01/01",849,"1 Bed","Apartment"
"485","717 Santa Rosa Dr, Oklahoma City, OK 73139","2026/01/01",849,"2 Beds","Apartment"
"486","717 Santa Rosa Dr, Oklahoma City, OK 73139","2026/01/01",1195,"3 Beds","Apartment"
"487","521 N Council Rd, Oklahoma City, OK 73127","2026/01/01",649,"Studio","Apartment"
"488","521 N Council Rd, Oklahoma City, OK 73127","2026/01/01",779,"1 Bed","Apartment"
"489","521 N Council Rd, Oklahoma City, OK 73127","2026/01/01",949,"2 Beds","Apartment"
"490","4215 SE 53rd St, Oklahoma City, OK 73135","2026/01/01",790,"1 Bed","Apartment"
"491","4215 SE 53rd St, Oklahoma City, OK 73135","2026/01/01",890,"2 Beds","Apartment"
"492","600 N Council Rd, Oklahoma City, OK 73127","2026/01/01",659,"1 Bed","Apartment"
"493","600 N Council Rd, Oklahoma City, OK 73127","2026/01/01",779,"2 Beds","Apartment"
"494","6219 S Independence Ave, Oklahoma City, OK 73159","2026/01/01",700,"2 Beds","Apartment"
"495","6219 S Independence Ave, Oklahoma City, OK 73159","2026/01/01",900,"3 Beds","Apartment"
"496","2301 NW 122nd St, Oklahoma City, OK 73120","2026/01/01",839,"1 Bed","Apartment"
"497","2301 NW 122nd St, Oklahoma City, OK 73120","2026/01/01",1105,"2 Beds","Apartment"
"498","5901 NW 34th St, Oklahoma City, OK 73122","2026/01/01",749,"1 Bed","Apartment"
"499","5901 NW 34th St, Oklahoma City, OK 73122","2026/01/01",675,"2 Beds","Apartment"
"NA.3",NA,NA,NA,NA,NA
"501","6000 Will Rogers Rd, Oklahoma City, OK 73110","2026/01/01",699,"1 Bed","Apartment"
"502","6000 Will Rogers Rd, Oklahoma City, OK 73110","2026/01/01",799,"2 Beds","Apartment"
"503","3339 SW 74th St, Oklahoma City, OK 73159","2026/01/01",817,"2 Beds",NA
"504","2600 W I 240 Service Rd, Oklahoma City, OK 73159","2026/01/01",750,"Studio","Apartment"
"505","2600 W I 240 Service Rd, Oklahoma City, OK 73159","2026/01/01",950,"1 Bed","Apartment"
"506","2600 W I 240 Service Rd, Oklahoma City, OK 73159","2026/01/01",999,"2 Beds+","Apartment"
"507","10735 N Western Ave, Oklahoma City, OK 73114","2026/01/01",799,"1 Bed","Apartment"
"508","10735 N Western Ave, Oklahoma City, OK 73114","2026/01/01",949,"2 Beds","Apartment"
"509","10735 N Western Ave, Oklahoma City, OK 73114","2026/01/01",1149,"3 Beds","Apartment"
"510","5825 NW 34th St, Oklahoma City, OK 73122","2026/01/01",650,"1 Bed","Apartment"
"511","5825 NW 34th St, Oklahoma City, OK 73122","2026/01/01",700,"2 Beds","Apartment"
"NA.4",NA,NA,NA,NA,NA
"513","3017 Delview Dr, Oklahoma City, OK 73115","2026/01/01",725,"1 Bed","Apartment"
"514","3017 Delview Dr, Oklahoma City, OK 73115","2026/01/01",835,"2 Beds","Apartment"
"515","3017 Delview Dr, Oklahoma City, OK 73115","2026/01/01",965,"3 Beds","Apartment"
"516","2759 W I-240 Service Rd, Oklahoma City, OK 73159","2026/01/01",601,"3 Beds",NA
"517","12831 Stratford Dr, Oklahoma City, OK 73120","2026/01/01",797,"1 Bed","Apartment"
"518","12831 Stratford Dr, Oklahoma City, OK 73120","2026/01/01",904,"2 Beds","Apartment"
"519","12831 Stratford Dr, Oklahoma City, OK 73120","2026/01/01",1299,"3 Beds","Apartment"
"520","403 Tinker Diagonal St, Oklahoma City, OK 73129","2026/01/01",815,"1 Bed","Apartment"
"521","403 Tinker Diagonal St, Oklahoma City, OK 73129","2026/01/01",750,"2 Beds","Apartment"
"522","403 Tinker Diagonal St, Oklahoma City, OK 73129","2026/01/01",1050,"3 Beds","Apartment"
"523","2321 N Meridian Ave, Oklahoma City, OK 73107","2026/01/01",750,"2 Beds","Apartment"
"524","2321 N Meridian Ave, Oklahoma City, OK 73107","2026/01/01",1000,"3 Beds","Apartment"
"525","3100 NW Expressway, Oklahoma City, OK 73112","2026/01/01",701,"1 Bed","Apartment"
"526","3100 NW Expressway, Oklahoma City, OK 73112","2026/01/01",855,"2 Beds","Apartment"
"527","3100 NW Expressway, Oklahoma City, OK 73112","2026/01/01",1318,"3 Beds+","Apartment"
"528","1112 SE 14th St, Moore, OK 73160","2026/01/01",1360,"3 Beds+",NA
"529","120 NE 21st St, Moore, OK 73160","2026/01/01",845,"1 Bed","Apartment"
"530","120 NE 21st St, Moore, OK 73160","2026/01/01",995,"2 Beds","Apartment"
"531","4108 Cove Dr, Yukon, OK 73099","2026/01/01",1350,"2 Beds","Apartment"
"532","4108 Cove Dr, Yukon, OK 73099","2026/01/01",1650,"3 Beds","Apartment"
"533","9900 Hwy 66 W, Yukon, OK 73099","2026/01/01",980,"1 Bed","Apartment"
"534","9900 Hwy 66 W, Yukon, OK 73099","2026/01/01",1185,"2 Beds","Apartment"
"535","55 N Ranchwood Blvd, Yukon, OK 73099","2026/01/01",800,"1 Bed","Apartment"
"536","55 N Ranchwood Blvd, Yukon, OK 73099","2026/01/01",1075,"2 Beds","Apartment"
"537","2004 S Mustang Rd, Yukon, OK 73099","2026/01/01",975,"1 Bed","Apartment"
"538","2004 S Mustang Rd, Yukon, OK 73099","2026/01/01",1135,"2 Beds","Apartment"
"539","11501 SW 15th St, Yukon, OK 73099","2026/01/01",950,"1 Bed","Apartment"
"540","11501 SW 15th St, Yukon, OK 73099","2026/01/01",1065,"2 Beds","Apartment"
"541","11501 SW 15th St, Yukon, OK 73099","2026/01/01",1345,"3 Beds+","Apartment"
"542","1800 N Rockwell Ave, Bethany, OK 73008","2026/01/01",750,"1 Bed","Apartment"
"543","1800 N Rockwell Ave, Bethany, OK 73008","2026/01/01",850,"2 Beds","Apartment"
"544","1800 N Rockwell Ave, Bethany, OK 73008","2026/01/01",1100,"3 Beds","Apartment"
"545","14140 N Broadway Ext, Edmond, OK 73013","2026/01/01",1133,"2 Beds","Apartment"
"546","14140 N Broadway Ext, Edmond, OK 73013","2026/01/01",1282,"3 Beds","Apartment"
"547","14140 N Broadway Ext, Edmond, OK 73013","2026/01/01",1750,"4 Beds","Apartment"
"548","10801 W Ok-66 Hwy, Yukon, OK 73099","2026/01/01",930,"1 Bed","Apartment"
"549","10801 W Ok-66 Hwy, Yukon, OK 73099","2026/01/01",1090,"2 Beds","Apartment"
"550","240 E 15th St, Edmond, OK 73013","2026/01/01",795,"Studio","Apartment"
"551","240 E 15th St, Edmond, OK 73013","2026/01/01",925,"1 Bed","Apartment"
"552","240 E 15th St, Edmond, OK 73013","2026/01/01",1050,"2 Beds","Apartment"
"553","11501 Lochwood Dr, Yukon, OK 73099","2026/01/01",775,"1 Bed","Apartment"
"554","11501 Lochwood Dr, Yukon, OK 73099","2026/01/01",1013,"2 Beds","Apartment"
"555","1401 N Midwest City Blvd, Midwest City, OK 73110","2026/01/01",800,"1 Bed","Apartment"
"556","1401 N Midwest City Blvd, Midwest City, OK 73110","2026/01/01",940,"2 Beds","Apartment"
