"","Address","Date","Rent","Aprt_Type","Building_Type"
"319","21629 Stratford Ct, Oak Park, MI 48237","2026/01/01",1250,"2 Beds","Apartment"
"320","21629 Stratford Ct, Oak Park, MI 48237","2026/01/01",1649,"3 Beds","Apartment"
"321","20600 Balfour Rd, Harper Woods, MI 48225","2026/01/01",1134,"1 Bed","Apartment"
"322","20600 Balfour Rd, Harper Woods, MI 48225","2026/01/01",1446,"2 Beds","Apartment"
"323","9731 Joseph Campau St, Hamtramck, MI 48212","2026/01/01",875,"2 Beds",NA
"324","16300-16400 N Park Dr, Southfield, MI 48075","2026/01/01",1499,"2 Beds","Apartment"
"325","16300-16400 N Park Dr, Southfield, MI 48075","2026/01/01",1679,"3 Beds","Apartment"
"326","22316 La Seine St, Southfield, MI 48075","2026/01/01",1184,"1 Bed","Apartment"
"327","22316 La Seine St, Southfield, MI 48075","2026/01/01",1349,"2 Beds","Apartment"
"328","22316 La Seine St, Southfield, MI 48075","2026/01/01",2129,"3 Beds","Apartment"
"329","1369 Fort St, Lincoln Park, MI 48146","2026/01/01",806,"Studio","Apartment"
"330","1369 Fort St, Lincoln Park, MI 48146","2026/01/01",914,"1 Bed","Apartment"
"331","1369 Fort St, Lincoln Park, MI 48146","2026/01/01",1050,"2 Beds","Apartment"
"NA.4",NA,NA,NA,NA,NA
"333","25588 Shiawassee Rd, Southfield, MI 48033","2026/01/01",1088,"1 Bed","Apartment"
"334","25588 Shiawassee Rd, Southfield, MI 48033","2026/01/01",1244,"2 Beds","Apartment"
"335","20800 Wyoming St, Ferndale, MI 48220","2026/01/01",850,"1 Bed","Apartment"
"336","20800 Wyoming St, Ferndale, MI 48220","2026/01/01",900,"2 Beds","Apartment"
"337","15421 James St, Oak Park, MI 48237","2026/01/01",925,"1 Bed","Apartment"
"338","15421 James St, Oak Park, MI 48237","2026/01/01",1110,"2 Beds","Apartment"
"339","743 Beaubien St Unit 303, Detroit, MI 48226","2026/01/01",1545,"1 Bed, 1 Bath, 1,100 sq ft","Apartment"
"341","7377 Melrose St, Detroit, MI 48211","2026/01/01",2199,"3 Beds, 2 Baths, 1,600 sq ft","Apartment"
"342","15829 Evanston St Unit 2, Detroit, MI 48224","2026/01/01",1100,"2 Beds, 1 Bath, 1,000 sq ft","Apartment"
"343","260 Town Center Dr, Dearborn, MI 48126","2026/01/01",1499,"2 Beds, 1 Bath, 1,000 sq ft","Apartment"
"344","100-300 Riverfront Dr, Detroit, MI 48226","2026/01/01",1362,"Unit 2025C at Riverfront Towers","Apartment"
"345","2699 Guoin St, Detroit, MI 48207","2026/01/01",3150,"Guoin Street Lofts","Apartment"
"346","741 Seward St, Detroit, MI 48202","2026/01/01",1095,"Studio","Apartment"
"347","741 Seward St, Detroit, MI 48202","2026/01/01",1195,"1 Bed","Apartment"
"348","675 W Willis St, Detroit, MI 48201","2026/01/01",1395,"The Willis","Apartment"
"349","51 W Palmer, Detroit, MI 48202","2026/01/01",995,"Studio","Apartment"
"350","51 W Palmer, Detroit, MI 48202","2026/01/01",1395,"1 Bed","Apartment"
"351","4052 W Vernor Hwy, Detroit, MI 48209","2026/01/01",1172,"1 Bed","Apartment"
"352","4052 W Vernor Hwy, Detroit, MI 48209","2026/01/01",1495,"2 Beds","Apartment"
"353","8805 Kingswood St, Detroit, MI 48221","2026/01/01",1430,"Unit 11110 at Sherwood Heights","Apartment"
"354","18027 Hoover St, Detroit, MI 48205","2026/01/01",879,"Hoover Street Apartments","Apartment"
"355","4004-4030 Porter St, Detroit, MI 48209","2026/01/01",1495,"1 Bed","Apartment"
"356","4004-4030 Porter St, Detroit, MI 48209","2026/01/01",2800,"3 Beds","Apartment"
"NA.5",NA,NA,NA,NA,NA
"358","2072 Wabash St, Detroit, MI 48216","2026/01/01",1125,"Wabash Flats","Apartment"
"359","16895 Lahser Rd, Detroit, MI 48219","2026/01/01",950,"Tuskegee Air Apartments","Apartment"
"360","22330 W Warren Ave, Detroit, MI 48239","2026/01/01",975,"Redford Square Apartments","Apartment"
"361","1160 Seward St, Detroit, MI 48202","2026/01/01",950,"Bedford Apartments","Apartment"
"362","321 W Lafayette Blvd, Detroit, MI 48226","2026/01/01",995,"Studio","Apartment"
"363","321 W Lafayette Blvd, Detroit, MI 48226","2026/01/01",1610,"1 Bed","Apartment"
"364","321 W Lafayette Blvd, Detroit, MI 48226","2026/01/01",2500,"2 Beds+","Apartment"
"NA.6",NA,NA,NA,NA,NA
"366","17161 Denver St, Detroit, MI 48224","2026/01/01",900,"17161 Denver St","Apartment"
"367","3901 Grand River Ave, Detroit, MI 48208","2026/01/01",941,"1 Bed","Apartment"
"368","3901 Grand River Ave, Detroit, MI 48208","2026/01/01",1057,"2 Beds","Apartment"
"369","19143 Berg Rd, Detroit, MI 48219","2026/01/01",899,"1 Bed","Apartment"
"370","19143 Berg Rd, Detroit, MI 48219","2026/01/01",1199,"2 Beds","Apartment"
"371","40 Hague St, Detroit, MI 48202","2026/01/01",1050,"Studio","Apartment"
"372","40 Hague St, Detroit, MI 48202","2026/01/01",1500,"1 Bed","Apartment"
"373","40 Hague St, Detroit, MI 48202","2026/01/01",1875,"2 Beds","Apartment"
"374","4401-4417 2nd Ave, Detroit, MI 48201","2026/01/01",990,"Studio","Apartment"
"375","4401-4417 2nd Ave, Detroit, MI 48201","2026/01/01",1100,"1 Bed","Apartment"
"376","2199 Prince Hall Dr, Detroit, MI 48207","2026/01/01",1115,"Prince Hall","Apartment"
"377","5721 Saint Antoine St, Detroit, MI 48202","2026/01/01",1527,"2 Beds","Apartment"
"378","5721 Saint Antoine St, Detroit, MI 48202","2026/01/01",1632,"3 Beds","Apartment"
"379","1401 Chene St, Detroit, MI 48207","2026/01/01",919,"Studio","Apartment"
"380","1401 Chene St, Detroit, MI 48207","2026/01/01",1029,"1 Bed","Apartment"
"381","225 Covington Dr, Detroit, MI 48203","2026/01/01",1016,"1 Bed","Apartment"
"382","225 Covington Dr, Detroit, MI 48203","2026/01/01",1073,"2 Beds","Apartment"
"383","225 Covington Dr, Detroit, MI 48203","2026/01/01",1095,"3 Beds","Apartment"
"384","828 W Willis St, Detroit, MI 48201","2026/01/01",950,"The Rochelle aka Fourth Willis","Apartment"
"385","20551-20555 Lahser Rd, Detroit, MI 48219","2026/01/01",865,"1 Bed","Apartment"
"386","20551-20555 Lahser Rd, Detroit, MI 48219","2026/01/01",1000,"2 Beds","Apartment"
"387","1265 Washington Blvd, Detroit, MI 48226","2026/01/01",1795,"Unit 1901 at Book Tower","Apartment"
"388","5440 Cass Ave, Detroit, MI 48202","2026/01/01",850,"Studio","Apartment"
"389","5440 Cass Ave, Detroit, MI 48202","2026/01/01",999,"1 Bed","Apartment"
"390","5440 Cass Ave, Detroit, MI 48202","2026/01/01",1707,"2 Beds+","Apartment"
"391","1291 W State Fair, Detroit, MI 48203","2026/01/01",865,"1 Bed","Apartment"
"392","1291 W State Fair, Detroit, MI 48203","2026/01/01",950,"2 Beds","Apartment"
"393","12880 Dolson St, Detroit, MI 48223","2026/01/01",825,"1 Bed","Apartment"
"394","12880 Dolson St, Detroit, MI 48223","2026/01/01",1100,"2 Beds","Apartment"
"NA.7",NA,NA,NA,NA,NA
"396","4470-4480 E Outer Dr, Detroit, MI 48234","2026/01/01",1095,"E Outer Drive Apartments","Apartment"
"397","14027 Montrose St, Detroit, MI 48227","2026/01/01",800,"14027 Montrose St","Apartment"
"398","10343 Crocuslawn Ave, Detroit, MI 48204","2026/01/01",950,"Grant & Main - 10343 Crocuslawn St","Apartment"
"399","2701 Park Ave, Detroit, MI 48201","2026/01/01",1135,"Unit 211 at Eddystone","Apartment"
"400","12200 Cheyenne St, Detroit, MI 48227","2026/01/01",1100,"12200 Cheyenne St","Apartment"
"401","14881 Schaefer Hwy, Detroit, MI 48227","2026/01/01",765,"Stacey Ann Apartments","Apartment"
"402","1190 Seward St, Detroit, MI 48206","2026/01/01",695,"Studio","Apartment"
"403","1190 Seward St, Detroit, MI 48206","2026/01/01",850,"1 Bed","Apartment"
"404","7815 E Jefferson Ave, Detroit, MI 48214","2026/01/01",720,"1 Bed","Apartment"
"405","7815 E Jefferson Ave, Detroit, MI 48214","2026/01/01",864,"2 Beds","Apartment"
"406","9200 W Vernor Hwy, Detroit, MI 48209","2026/01/01",835,"1 Bed","Apartment"
"407","9200 W Vernor Hwy, Detroit, MI 48209","2026/01/01",1093,"2 Beds","Apartment"
"408","411 Piquette St, Detroit, MI 48202","2026/01/01",1340,"Unit 201 at Piquette Flats","Apartment"
"409","2001 Chene St, Detroit, MI 48207","2026/01/01",878,"1 Bed","Apartment"
"410","2001 Chene St, Detroit, MI 48207","2026/01/01",1040,"2 Beds","Apartment"
"411","15041 Greenfield Rd, Detroit, MI 48227","2026/01/01",750,"15041 Greenfield Rd","Apartment"
"412","15818 Puritan St, Detroit, MI 48227","2026/01/01",795,"Puritan Apartments","Apartment"
"413","1085 Van Dyke St, Detroit, MI 48214","2026/01/01",810,"Village Park Apartments","Apartment"
"414","13160 W Outer Dr, Detroit, MI 48223","2026/01/01",745,"1 Bed","Apartment"
"415","13160 W Outer Dr, Detroit, MI 48223","2026/01/01",895,"2 Beds","Apartment"
"416","5777 Southfield Fwy, Detroit, MI 48228","2026/01/01",1440,"Unit 0124 at GoodHomes Detroit","Apartment"
"417","2601 W McNichols Rd, Detroit, MI 48221","2026/01/01",995,"1 Bed","Apartment"
"418","2601 W McNichols Rd, Detroit, MI 48221","2026/01/01",1200,"2 Beds","Apartment"
"419","3843 Puritan St, Detroit, MI 48238","2026/01/01",841,"1 Bed","Apartment"
"420","3843 Puritan St, Detroit, MI 48238","2026/01/01",1004,"2 Beds","Apartment"
"421","18637-18717 James Couzens Fwy, Detroit, MI 48235","2026/01/01",800,"1 Bed","Apartment"
"422","18637-18717 James Couzens Fwy, Detroit, MI 48235","2026/01/01",975,"2 Beds","Apartment"
"423","691 Seward St, Detroit, MI 48202","2026/01/01",786,"1 Bed","Apartment"
"424","691 Seward St, Detroit, MI 48202","2026/01/01",954,"2 Beds","Apartment"
"425","19800 Telegraph Rd, Detroit, MI 48219","2026/01/01",834,"1 Bed","Apartment"
"426","19800 Telegraph Rd, Detroit, MI 48219","2026/01/01",972,"2 Beds","Apartment"
"427","3439 Woodward Ave, Detroit, MI 48201","2026/01/01",1475,"Unit 350 at Woodward West","Apartment"
"428","9303 E Jefferson Ave, Detroit, MI 48214","2026/01/01",682,"Studio","Apartment"
"429","9303 E Jefferson Ave, Detroit, MI 48214","2026/01/01",1004,"2 Beds","Apartment"
"430","23740 Fenkell St, Detroit, MI 48223","2026/01/01",645,"Studio","Apartment"
"431","23740 Fenkell St, Detroit, MI 48223","2026/01/01",795,"1 Bed","Apartment"
"432","23740 Fenkell St, Detroit, MI 48223","2026/01/01",895,"2 Beds","Apartment"
"433","20485 Goddard St, Detroit, MI 48234","2026/01/01",720,"Studio","Apartment"
"434","20485 Goddard St, Detroit, MI 48234","2026/01/01",895,"1 Bed","Apartment"
"435","20485 Goddard St, Detroit, MI 48234","2026/01/01",995,"2 Beds","Apartment"
"436","18450 W Chicago St, Detroit, MI 48228","2026/01/01",646,"1 Bed","Apartment"
"437","18450 W Chicago St, Detroit, MI 48228","2026/01/01",743,"2 Beds","Apartment"
"438","91 Harper Ave, Detroit, MI 48202","2026/01/01",971,"2 Beds","Apartment"
"439","91 Harper Ave, Detroit, MI 48202","2026/01/01",1171,"3 Beds","Apartment"
"440","455 W Marshall St, Ferndale, MI 48220","2026/01/01",1450,"The Marshall Place","Apartment"
"441","90 Catherine St, River Rouge, MI 48218","2026/01/01",825,"90 Catherine St","Apartment"
"NA.8",NA,NA,NA,NA,NA
"443","10 Ferris St, Highland Park, MI 48203","2026/01/01",625,"Studio","Apartment"
"444","10 Ferris St, Highland Park, MI 48203","2026/01/01",725,"1 Bed","Apartment"
"445","24106-24276 Ann Arbor Trl, Dearborn Heights, MI 48127","2026/01/01",1145,"24106-24276 Ann Arbor Trl","Apartment"
"446","757 Covington Dr, Highland Park, MI 48203","2026/01/01",800,"1 Bed","Apartment"
"447","757 Covington Dr, Highland Park, MI 48203","2026/01/01",900,"2 Beds","Apartment"
"448","19204-19296 Rockcastle St, Harper Woods, MI 48225","2026/01/01",950,"Pointe Garden Apartments","Apartment"
"449","20 Sears St, Highland Park, MI 48203","2026/01/01",957,"2 Beds","Apartment"
"450","20 Sears St, Highland Park, MI 48203","2026/01/01",1161,"3 Beds","Apartment"
"451","14374 E 9 Mile Rd, Warren, MI 48089","2026/01/01",800,"1 Bed","Apartment"
"452","14374 E 9 Mile Rd, Warren, MI 48089","2026/01/01",1000,"2 Beds","Apartment"
"453","1201 Fort St, Lincoln Park, MI 48146","2026/01/01",675,"1 Bed","Apartment"
"454","1201 Fort St, Lincoln Park, MI 48146","2026/01/01",805,"2 Beds","Apartment"
"455","4900 Heather Dr, Dearborn, MI 48126","2026/01/01",1750,"Unit V211 at Fairlane Meadow Apartments and Townhomes","Apartment"
"456","111 State St, Detroit, MI 48226","2026/01/01",5135,"2 Beds","Apartment"
"457","111 State St, Detroit, MI 48226","2026/01/01",5590,"2 Beds","Apartment"
"458","1220 Griswold St, Detroit, MI 48226","2026/01/01",3865,"2 Beds","Apartment"
"459","702 E Ferry St Unit ID1228684P, Detroit, MI 48202","2026/01/01",1596,"1 Bed | 1 Bath | 710 sq ft","House"
"460","457 E Kirby St Unit ID1228594P, Detroit, MI 48202","2026/01/01",1921,"1 Bed | 1 Bath | 645 sq ft","House"
"461","13914 Outer Dr W, Detroit, MI 48239","2026/01/01",1500,"4 Beds","House"
"462","14975 Hubbell Ave, Detroit, MI 48227","2026/01/01",1150,"3 Beds","House"
"463","4878 Tarnow St, Detroit, MI 48210","2026/01/01",3083,"3 Beds","House"
"464","2009 Sharon St, Detroit, MI 48209","2026/01/01",4856,"3 Beds","House"
"465","1125 Lansing St, Detroit, MI 48209","2026/01/01",2716,"3 Beds","House"
"466","1145 Griswold St, Detroit, MI 48226","2026/01/01",2250,"2 Beds, 2 Baths, 1,179 sq ft","House"
"467","280 Hague St, Detroit, MI 48202","2026/01/01",4879,"6 Beds","House"
"468","5357 Burns Ave, Detroit, MI 48213","2026/01/01",975,"2 Beds","House"
"469","15395 Linwood St, Detroit, MI 48238","2026/01/01",950,"1 Bed","House"
"470","3170 Woods Cir Dr, Detroit, MI 48207","2026/01/01",2000,"4 Beds","House"
"471","19188 Pelkey St, Detroit, MI 48205","2026/01/01",1200,"3 Beds","House"
"472","9555 Montrose St, Detroit, MI 48227","2026/01/01",1275,"3 Beds | 1 Bath | 1,000 sq ft","House"
"473","6474 St Marys St, Detroit, MI 48228","2026/01/01",1350,"3 Beds","House"
"474","20263 Caldwell St, Detroit, MI 48234","2026/01/01",1350,"3 Beds","House"
"475","1xxxx Baylis St Unit 16605, Detroit, MI 48221","2026/01/01",1275,"3 Beds | 1 Bath","House"
"476","1xxxx Baylis St Unit 16603, Detroit, MI 48221","2026/01/01",1275,"3 Beds | 1 Bath","House"
"477","9000 E Jefferson Ave, Detroit, MI 48214","2026/01/01",3019,"3 Beds | 3 Baths | 1,950 sq ft","House"
"478","18025 Teppert St, Detroit, MI 48234","2026/01/01",1200,"3 Beds","House"
"479","310 Gratiot Ave, Detroit, MI 48226","2026/01/01",2274,"1 Bed","House"
"480","310 Gratiot Ave, Detroit, MI 48226","2026/01/01",1734,"Studio","House"
"481","310 Gratiot Ave, Detroit, MI 48226","2026/01/01",1742,"Studio","House"
"482","310 Gratiot Ave, Detroit, MI 48226","2026/01/01",1893,"Studio","House"
"483","1214-1230 Griswold St, Detroit, MI 48226","2026/01/01",1680,"1 Bed, 1 Bath, 623 sq ft","House"
"484","310 Gratiot Ave, Detroit, MI 48226","2026/01/01",1885,"Studio","House"
"486","19510 Stratford Rd, Detroit, MI 48221","2026/01/01",2950,"3 Beds","House"
"487","330 Westminster St, Detroit, MI 48202","2026/01/01",2000,"3 Beds","House"
"488","4811 Cadieux Rd, Detroit, MI 48224","2026/01/01",1200,"2 Beds","House"
"489","76 W Adams Ave, Detroit, MI 48226","2026/01/01",1807,"1 Bed, 1 Bath, 600 sq ft","House"
"490","2509 Gladstone St, Detroit, MI 48206","2026/01/01",2950,"6 Beds","House"
"491","8951 La Salle Blvd, Detroit, MI 48206","2026/01/01",2500,"5 Beds","House"
"492","7635 Evergreen Rd, Detroit, MI 48228","2026/01/01",1350,"3 Beds","House"
"493","17314 Hoover St, Detroit, MI 48205","2026/01/01",1200,"2 Beds","House"
"494","11171 Charlemagne Ave, Detroit, MI 48213","2026/01/01",1200,"3 Beds","House"
"495","1 Lafayette Plaisance St, Detroit, MI 48207","2026/01/01",1507,"1 Bed, 1 Bath, 705 sq ft","House"
"496","3960 3 Mile Dr, Detroit, MI 48224","2026/01/01",900,"1 Bed","House"
"498","1400 Seward Ave, Detroit, MI 48206","2026/01/01",1398,"3 Beds","House"
"499","18411 Meyers Rd, Detroit, MI 48235","2026/01/01",995,"1 Bed | 1 Bath | 1,706 sq ft","Apartment"
"500","9429 Brush St, Detroit, MI 48202","2026/01/01",1095,"2 Beds","Apartment"
"501","9353 Kentucky St, Detroit, MI 48204","2026/01/01",1099,"2 Beds","Apartment"
"502","4400 Buckingham Unit Upper, Detroit, MI 48224","2026/01/01",1050,"2 Beds | 1 Bath","Apartment"
"503","11350 Stockwell St, Detroit, MI 48224","2026/01/01",1350,"3 Beds | 1.5 Baths","Apartment"
"504","14732 Woodmont Ave, Detroit, MI 48227","2026/01/01",1400,"3 Beds | 1 Bath","Apartment"
"505","1920 Atkinson St, Detroit, MI 48206","2026/01/01",1195,"1 Bed","Apartment"
"506","1117 Griswold St, Detroit, MI 48226","2026/01/01",2770,"2 Beds, 2 Baths, 1,100 sq ft","Apartment"
"507","63 E Palmer St, Detroit, MI 48202","2026/01/01",1733,"4 Beds","Apartment"
"508","18667 Algonac St, Detroit, MI 48234","2026/01/01",1999,"1 Bed","Apartment"
"509","18667 Algonac St, Detroit, MI 48234","2026/01/01",1100,"19309 Avon Ave, Detroit, MI 48219","Apartment"
"510","5054 Linsdale St, Detroit, MI 48204","2026/01/01",825,"1 Bed","Apartment"
"511","3734 Atkinson St, Detroit, MI 48206","2026/01/01",1150,"2 Beds","Apartment"
"512","17150 Santa Rosa Dr, Detroit, MI 48221","2026/01/01",1150,"1 Bed","Apartment"
"513","2484 Woodmere St, Detroit, MI 48209","2026/01/01",1300,"3 Beds","Apartment"
"514","2710 Wreford St, Detroit, MI 48208","2026/01/01",1650,"2 Beds | 1 Bath | 1,225 sq ft","Apartment"
"515","275 E Palmer St, Detroit, MI 48202","2026/01/01",2950,"3 Beds | 3 Baths | 1,458 sq ft","Apartment"
"516","4316 Lakewood St, Detroit, MI 48215","2026/01/01",1650,"3 Beds | 1 Bath | 2,409 sq ft","Apartment"
"517","313 Park Ave, Detroit, MI 48226","2026/01/01",2195,"2 Beds | 2 Baths | 960 sq ft","Apartment"
"518","298 Josephine St, Detroit, MI 48202","2026/01/01",3400,"4 Beds","Apartment"
"519","15872 Fairmount Dr, Detroit, MI 48205","2026/01/01",1100,"3 Beds","Apartment"
"520","16582 Santa Rosa Dr, Detroit, MI 48221","2026/01/01",1519,"3 Beds","Apartment"
"521","6130 Beniteau St, Detroit, MI 48213","2026/01/01",1344,"3 Beds","Apartment"
"522","13514 Stahelin Rd, Detroit, MI 48223","2026/01/01",1374,"3 Beds","Apartment"
"523","4830 Cass Ave, Detroit, MI 48201","2026/01/01",950,"3 Beds, 3 Baths, 1,275 sq ft","Apartment"
"524","15355 Plainview Ave, Detroit, MI 48223","2026/01/01",1399,"3 Beds","Apartment"
"525","18437 Trinity St, Detroit, MI 48219","2026/01/01",1364,"3 Beds","Apartment"
"526","15909 Maddelein St, Detroit, MI 48205","2026/01/01",1266,"3 Beds","Apartment"
"527","13538 Rosemont Ave, Detroit, MI 48223","2026/01/01",1446,"3 Beds","Apartment"
"528","17144 Heyden St, Detroit, MI 48219","2026/01/01",1244,"3 Beds","Apartment"
"529","8100-8106 E Jefferson Ave, Detroit, MI 48214","2026/01/01",1340,"2 Beds, 2 Baths, 1,030 sq ft","Apartment"
"530","15532 Baylis St, Detroit, MI 48238","2026/01/01",1237,"3 Beds","Apartment"
"531","15519 Plainview Ave, Detroit, MI 48223","2026/01/01",1396,"3 Beds","Apartment"
"532","9142 Isham Ave, Detroit, MI 48213","2026/01/01",1344,"3 Beds","Apartment"
"533","8193 Traverse St, Detroit, MI 48213","2026/01/01",1382,"3 Beds","Apartment"
"534","3475 Crane St, Detroit, MI 48214","2026/01/01",1484,"3 Beds","Apartment"
"535","3500 E Jefferson Ave, Detroit, MI 48207","2026/01/01",2545,"2 Beds, 2 Baths, 1,175 sq ft","Apartment"
"536","18525 McCormick St, Detroit, MI 48224","2026/01/01",1374,"3 Beds","Apartment"
"537","9354 Bessemore St, Detroit, MI 48213","2026/01/01",1294,"3 Beds","Apartment"
"538","14919 Lesure St, Detroit, MI 48227","2026/01/01",1337,"3 Beds","Apartment"
"539","21440 Bennett St, Detroit, MI 48219","2026/01/01",1394,"3 Beds","House"
"540","15811 Trinity St, Detroit, MI 48223","2026/01/01",1268,"2 Beds","House"
"541","3150 Woodward Ave, Detroit, MI 48201","2026/01/01",2565,"1 Bed, 2 Baths, 927 sq ft","House"
"542","8606 Cloverlawn Ave, Detroit, MI 48204","2026/01/01",1275,"3 Beds","House"
"543","9376 Otsego St, Detroit, MI 48204","2026/01/01",1396,"3 Beds","House"
"544","16720 Rockdale St, Detroit, MI 48219","2026/01/01",1015,"3 Beds","House"
"545","17125 Greenlawn St, Detroit, MI 48221","2026/01/01",1000,"2 Beds","House"
"546","15812 Kentucky St, Detroit, MI 48238","2026/01/01",925,"2 Beds","House"
"548","3498 Haverhill St, Detroit, MI 48224","2026/01/01",945,"3 Beds","House"
"549","4837 Cadieux Rd, Detroit, MI 48224","2026/01/01",1200,"2 Beds","House"
"550","4014 Somerset Ave, Detroit, MI 48224","2026/01/01",1225,"3 Beds","House"
"551","4014 Somerset Ave, Detroit, MI 48224","2026/01/01",1400,"7419 Asbury Park, Detroit, MI 48228","House"
"552","200 Mt Elliott St, Detroit, MI 48207","2026/01/01",2000,"1 Bed","House"
"553","6073 Linwood St, Detroit, MI 48208","2026/01/01",1145,"2 Beds","House"
"554","16145 Baylis St, Detroit, MI 48221","2026/01/01",1300,"2 Beds | 1 Bath | 946 sq ft","House"
"555","7010 Thatcher St, Detroit, MI 48221","2026/01/01",1200,"2 Beds | 1 Bath | 2,125 sq ft","House"
"556","8900 E Jefferson Ave Unit 624, Detroit, MI 48214","2026/01/01",1000,"Studio | 1 Bath | 425 sq ft","House"
"557","3716 Lincoln St Unit 5, Detroit, MI 48208","2026/01/01",1600,"1 Bed | 1 Bath | 5,954 sq ft","House"
"558","310 Gratiot Ave, Detroit, MI 48226","2026/01/01",1815,"2 Beds | 2 Baths | 1,059 sq ft","House"
"559","4488 Maryland St, Detroit, MI 48224","2026/01/01",1095,"3 Beds","House"
"560","15914 Dacosta St, Detroit, MI 48223","2026/01/01",1300,"3 Beds | 1 Bath | 874 sq ft","House"
"561","2028 Pine St, Detroit, MI 48216","2026/01/01",2400,"3 Beds","House"
"562","2506 W Euclid St, Detroit, MI 48206","2026/01/01",1675,"3 Beds","House"
"563","5766 3 Mile Dr, Detroit, MI 48224","2026/01/01",1447,"4 Beds","House"
"565","5535 Devonshire Rd, Detroit, MI 48224","2026/01/01",1754,"4 Beds","House"
"566","12400 Duchess St, Detroit, MI 48224","2026/01/01",1122,"3 Beds","House"
"567","76 W Bethune St, Detroit, MI 48202","2026/01/01",2200,"3 Beds | 2 Baths | 1,254 sq ft","House"
"568","15906 Alden St, Detroit, MI 48238","2026/01/01",1300,"3 Beds | 1 Bath | 1,030 sq ft","House"
"569","4840 St Clair St, Detroit, MI 48214","2026/01/01",994,"2 Beds","House"
"570","12078 N Martindale St, Detroit, MI 48204","2026/01/01",1100,"3 Beds","House"
"571","14118 Evergreen Rd, Detroit, MI 48223","2026/01/01",994,"2 Beds","House"
"572","18499 Vaughan St, Detroit, MI 48219","2026/01/01",1299,"3 Beds","House"
"573","15910 Saratoga Ave, Detroit, MI 48205","2026/01/01",1394,"3 Beds","House"
"574","19373 St Marys St, Detroit, MI 48235","2026/01/01",1374,"3 Beds","House"
"575","13500 Penrod St, Detroit, MI 48223","2026/01/01",1400,"2 Beds","House"
"576","6177 Hereford St, Detroit, MI 48224","2026/01/01",1100,"3 Beds","House"
"577","14613 Coyle St, Detroit, MI 48227","2026/01/01",1300,"3 Beds","House"
"578","9264 Ward Ave, Detroit, MI 48228","2026/01/01",1200,"2 Beds","House"
"579","4837 Cadieux Rd, Detroit, MI 48224","2026/01/01",1200,"2 Beds","Apartment"
"580","1535 Sixth St Unit 5, Detroit, MI 48226","2026/01/01",6000,"3 Beds | 3 Baths | 5,600 sq ft","Apartment"
"581","4055 Puritan Ave, Detroit, MI 48238","2026/01/01",1250,"2 Beds","Apartment"
"582","6015 Garland St, Detroit, MI 48213","2026/01/01",1400,"3 Beds","Apartment"
"583","4865 Cadieux Rd, Detroit, MI 48224","2026/01/01",1200,"2 Beds","Apartment"
"584","3353 Fullerton Ave, Detroit, MI 48238","2026/01/01",1300,"3 Beds","Apartment"
"585","18935 Indiana St, Detroit, MI 48221","2026/01/01",1399,"3 Beds","Apartment"
"586","450 Amsterdam St, Detroit, MI 48202","2026/01/01",1750,"1 Bed, 1 Bath, 600 sq ft","Apartment"
"587","15625 Bringard Dr, Detroit, MI 48205","2026/01/01",1325,"3 Beds","Apartment"
"588","11466 Somerset Ave, Detroit, MI 48224","2026/01/01",1150,"2 Beds","Apartment"
"589","1731 Parker St, Detroit, MI 48214","2026/01/01",2995,"3 Beds","Apartment"
"590","1731 Parker St, Detroit, MI 48214","2026/01/01",1150,"11466 Somerset Ave, Detroit, MI 48224","Apartment"
"591","1731 Parker St, Detroit, MI 48214","2026/01/01",1325,"15625 Bringard Dr, Detroit, MI 48205","Apartment"
"592","3740 2nd Ave, Detroit, MI 48201","2026/01/01",1315,"Studio | 1 Bath | 370 sq ft","Apartment"
"593","20144 Stoepel St, Detroit, MI 48221","2026/01/01",1300,"2 Beds","Apartment"
"594","20185 Indiana St, Detroit, MI 48221","2026/01/01",1250,"2 Beds | 1 Bath | 996 sq ft","Apartment"
"595","19657 Caldwell St, Detroit, MI 48234","2026/01/01",1095,"3 Beds | 1 Bath | 1,117 sq ft","Apartment"
"596","18401 Joy Rd, Detroit, MI 48228","2026/01/01",875,"1 Bed","Apartment"
"597","10925 Nottingham Rd, Detroit, MI 48224","2026/01/01",1000,"2 Beds | 1 Bath | 1,100 sq ft","Apartment"
"598","2032 Kendall St, Detroit, MI 48238","2026/01/01",1225,"3 Beds | 1 Bath | 1,300 sq ft","Apartment"
"599","15518 Snowden St, Detroit, MI 48227","2026/01/01",1750,"5 Beds","Apartment"
"600","10860 Duprey St, Detroit, MI 48224","2026/01/01",1400,"4 Beds","Apartment"
"601","19795 Patton St, Detroit, MI 48219","2026/01/01",1250,"3 Beds","Apartment"
"602","9355 Ward Ave, Detroit, MI 48228","2026/01/01",1400,"3 Beds","Apartment"
"603","1431 Washington Blvd, Detroit, MI 48226","2026/01/01",2035,"2 Beds, 2 Baths, 1,000 sq ft","Apartment"
"604","19449 W Chicago, Detroit, MI 48228","2026/01/01",1195,"3 Beds | 1.5 Baths | 950 sq ft","Apartment"
"605","487 Chalmers St, Detroit, MI 48215","2026/01/01",1650,"3 Beds","Apartment"
"606","12635 Outer Dr W, Detroit, MI 48223","2026/01/01",800,"1 Bed","Apartment"
"607","5500 Chalmers St, Detroit, MI 48213","2026/01/01",1300,"2 Beds","Apartment"
