"Address","Date","Rent","Aprt_Type","Building_Type"
"6800 Brendon Way W Dr, Indianapolis, IN 46226","2026/04/01",1099,"1 Bed","Apartment"
"6800 Brendon Way W Dr, Indianapolis, IN 46226","2026/04/01",1195,"2 Beds","Apartment"
"6800 Brendon Way W Dr, Indianapolis, IN 46226","2026/04/01",1475,"3 Beds","Apartment"
"6349 N College Ave, Indianapolis, IN 46220","2026/04/01",1295,"Studio","Apartment"
"6349 N College Ave, Indianapolis, IN 46220","2026/04/01",1495,"1 Bed","Apartment"
"6349 N College Ave, Indianapolis, IN 46220","2026/04/01",2295,"2 Beds","Apartment"
"11335 N Michigan Rd, Zionsville, IN 46077","2026/04/01",1504,"1 Bed","Apartment"
"11335 N Michigan Rd, Zionsville, IN 46077","2026/04/01",1869,"2 Beds","Apartment"
"11335 N Michigan Rd, Zionsville, IN 46077","2026/04/01",2399,"3 Beds","Apartment"
"7601 Carlton Arms Dr, Indianapolis, IN 46256","2026/04/01",1031,"Studio","Apartment"
"7601 Carlton Arms Dr, Indianapolis, IN 46256","2026/04/01",980,"1 Bed","Apartment"
"7601 Carlton Arms Dr, Indianapolis, IN 46256","2026/04/01",1278,"2 Beds","Apartment"
"1717 W 10th St, Indianapolis, IN 46222","2026/04/01",1200,"Studio","Apartment"
"1717 W 10th St, Indianapolis, IN 46222","2026/04/01",1350,"1 Bed","Apartment"
"1717 W 10th St, Indianapolis, IN 46222","2026/04/01",900,"2 Beds+","Apartment"
"915 S Meridian St, Indianapolis, IN 46225","2026/04/01",1261,"Studio","Apartment"
"915 S Meridian St, Indianapolis, IN 46225","2026/04/01",1676,"1 Bed","Apartment"
"915 S Meridian St, Indianapolis, IN 46225","2026/04/01",2044,"2 Beds","Apartment"
"5945 Arlo Dr, Indianapolis, IN 46237","2026/04/01",1340,"Studio","Apartment"
"5945 Arlo Dr, Indianapolis, IN 46237","2026/04/01",1420,"1 Bed","Apartment"
"5945 Arlo Dr, Indianapolis, IN 46237","2026/04/01",1720,"2 Beds+","Apartment"
"7600 Pennsy Pky, Indianapolis, IN 46229","2026/04/01",1225,"1 Bed","Apartment"
"7600 Pennsy Pky, Indianapolis, IN 46229","2026/04/01",1450,"2 Beds","Apartment"
"832 Park Central Ct, Indianapolis, IN 46260","2026/04/01",1379,"2 Beds","Apartment"
"832 Park Central Ct, Indianapolis, IN 46260","2026/04/01",1839,"3 Beds","Apartment"
"2234 Hermitage Way, Indianapolis, IN 46224","2026/04/01",933,"1 Bed","Apartment"
"2234 Hermitage Way, Indianapolis, IN 46224","2026/04/01",1207,"2 Beds","Apartment"
"2234 Hermitage Way, Indianapolis, IN 46224","2026/04/01",1443,"3 Beds","Apartment"
"21-23 W 16th St, Indianapolis, IN 46202","2026/04/01",1750,"3 Beds",NA
"9075 Autumn Woods Dr, Indianapolis, IN 46250","2026/04/01",999,"1 Bed","Apartment"
"9075 Autumn Woods Dr, Indianapolis, IN 46250","2026/04/01",1199,"2 Beds","Apartment"
"7135 Thatcher Dr, Indianapolis, IN 46256","2026/04/01",1145,"1 Bed","Apartment"
