"Address","Date","Rent","Aprt_Type","Building_Type"
"123 W Imperial Ave, Las Vegas, NV 89102","2026/06/02",1500,"Studio","Apartment"
"123 W Imperial Ave, Las Vegas, NV 89102","2026/06/02",1700,"1 Bed","Apartment"
"123 W Imperial Ave, Las Vegas, NV 89102","2026/06/02",2775,"2 Beds+","Apartment"
"277 Promenade Pl, Las Vegas, NV 89106","2026/06/02",1872,"1 Bed","Apartment"
"277 Promenade Pl, Las Vegas, NV 89106","2026/06/02",3133,"2 Beds","Apartment"
"1201 S 3rd St, Las Vegas, NV 89104","2026/06/02",1690,"1 Bed","Apartment"
"1201 S 3rd St, Las Vegas, NV 89104","2026/06/02",2725,"2 Beds","Apartment"
"215-219 S Water St, Henderson, NV 89015","2026/06/02",1310,"Studio","Apartment"
"215-219 S Water St, Henderson, NV 89015","2026/06/02",1430,"1 Bed","Apartment"
"215-219 S Water St, Henderson, NV 89015","2026/06/02",2665,"2 Beds+","Apartment"
"3110 E Flamingo Rd, Las Vegas, NV 89121","2026/06/02",1110,"1 Bed","Apartment"
"3110 E Flamingo Rd, Las Vegas, NV 89121","2026/06/02",1365,"2 Beds","Apartment"
"9745 Grand Teton Dr, Las Vegas, NV 89166","2026/06/02",1360,"1 Bed","Apartment"
"9745 Grand Teton Dr, Las Vegas, NV 89166","2026/06/02",1460,"2 Beds","Apartment"
"9745 Grand Teton Dr, Las Vegas, NV 89166","2026/06/02",1745,"3 Beds","Apartment"
"4250 S Arville St, Las Vegas, NV 89103","2026/06/02",1193,"1 Bed","Apartment"
"4250 S Arville St, Las Vegas, NV 89103","2026/06/02",1333,"2 Beds","Apartment"
"4200 Paradise Rd, Las Vegas, NV 89169","2026/06/02",1199,"1 Bed","Apartment"
"4200 Paradise Rd, Las Vegas, NV 89169","2026/06/02",1495,"2 Beds","Apartment"
"6901 E Lake Mead Blvd, Las Vegas, NV 89156","2026/06/02",1297,"1 Bed","Apartment"
"6901 E Lake Mead Blvd, Las Vegas, NV 89156","2026/06/02",1415,"2 Beds","Apartment"
"6901 E Lake Mead Blvd, Las Vegas, NV 89156","2026/06/02",1834,"3 Beds","Apartment"
"3011 S Arville St, Las Vegas, NV 89102","2026/06/02",990,"2 Beds","Apartment"
"3011 S Arville St, Las Vegas, NV 89102","2026/06/02",1350,"3 Beds","Apartment"
"1500 Karen Ave, Las Vegas, NV 89109","2026/06/02",934,"1 Bed","Apartment"
"1500 Karen Ave, Las Vegas, NV 89109","2026/06/02",1090,"2 Beds","Apartment"
"6930 Paradise Rd, Las Vegas, NV 89119","2026/06/02",1139,"1 Bed","Apartment"
"6930 Paradise Rd, Las Vegas, NV 89119","2026/06/02",1350,"2 Beds","Apartment"
"511 E Sahara Ave, Las Vegas, NV 89104","2026/06/02",1395,"1 Bed","Apartment"
"511 E Sahara Ave, Las Vegas, NV 89104","2026/06/02",1350,"2 Beds","Apartment"
"1330 E Reno Ave, Las Vegas, NV 89119","2026/06/02",1299,"1 Bed","Apartment"
"1330 E Reno Ave, Las Vegas, NV 89119","2026/06/02",1356,"2 Beds","Apartment"
"5711 W Tropicana Ave, Las Vegas, NV 89103","2026/06/02",1387,"1 Bed","Apartment"
"5711 W Tropicana Ave, Las Vegas, NV 89103","2026/06/02",1392,"2 Beds","Apartment"
"5711 W Tropicana Ave, Las Vegas, NV 89103","2026/06/02",1472,"3 Beds","Apartment"
"3200 Mcleod Dr, Las Vegas, NV 89121","2026/06/02",1142,"1 Bed","Apartment"
"3200 Mcleod Dr, Las Vegas, NV 89121","2026/06/02",1418,"2 Beds","Apartment"
"4201 W Rochelle Ave, Las Vegas, NV 89103","2026/06/02",1160,"1 Bed","Apartment"
"4201 W Rochelle Ave, Las Vegas, NV 89103","2026/06/02",1425,"2 Beds","Apartment"
"4650 W Oakey Blvd, Las Vegas, NV 89102","2026/06/02",1064,"1 Bed","Apartment"
"4650 W Oakey Blvd, Las Vegas, NV 89102","2026/06/02",1364,"2 Beds","Apartment"
"3240 Las Vegas Blvd N, Las Vegas, NV 89115","2026/06/02",1226,"1 Bed","Apartment"
"3240 Las Vegas Blvd N, Las Vegas, NV 89115","2026/06/02",1419,"2 Beds","Apartment"
"3240 Las Vegas Blvd N, Las Vegas, NV 89115","2026/06/02",1587,"3 Beds+","Apartment"
"4870 Nellis Oasis Ln, Las Vegas, NV 89115","2026/06/02",985,"1 Bed","Apartment"
"4870 Nellis Oasis Ln, Las Vegas, NV 89115","2026/06/02",1160,"2 Beds","Apartment"
"4870 Nellis Oasis Ln, Las Vegas, NV 89115","2026/06/02",1370,"3 Beds","Apartment"
"12656 Southern Highlands Pky, Las Vegas, NV 89141","2026/06/02",1870,"Studio","Apartment"
"12656 Southern Highlands Pky, Las Vegas, NV 89141","2026/06/02",1965,"1 Bed","Apartment"
"12656 Southern Highlands Pky, Las Vegas, NV 89141","2026/06/02",1995,"2 Beds","Apartment"
"11055 Las Vegas Blvd S, Las Vegas, NV 89183","2026/06/02",1576,"1 Bed","Apartment"
"11055 Las Vegas Blvd S, Las Vegas, NV 89183","2026/06/02",1977,"2 Beds","Apartment"
"11055 Las Vegas Blvd S, Las Vegas, NV 89183","2026/06/02",2800,"3 Beds","Apartment"
"4350 Paradise Rd, Las Vegas, NV 89169","2026/06/02",845,"",NA
"8475 Michael Cherry Ave, Las Vegas, NV 89113","2026/06/02",2115,"Studio","Apartment"
"8475 Michael Cherry Ave, Las Vegas, NV 89113","2026/06/02",2265,"1 Bed","Apartment"
"8475 Michael Cherry Ave, Las Vegas, NV 89113","2026/06/02",2840,"2 Beds+","Apartment"
"8550 W Deer Springs Way, Las Vegas, NV 89149","2026/06/02",1869,"1 Bed","Apartment"
"8550 W Deer Springs Way, Las Vegas, NV 89149","2026/06/02",2179,"2 Beds","Apartment"
"8550 W Deer Springs Way, Las Vegas, NV 89149","2026/06/02",2769,"3 Beds","Apartment"
"5050 W Russell Rd, Las Vegas, NV 89118","2026/06/02",1739,"1 Bed","Apartment"
"5050 W Russell Rd, Las Vegas, NV 89118","2026/06/02",1718,"2 Beds","Apartment"
"8888 N Grand Canyon Dr, Las Vegas, NV 89166","2026/06/02",1555,"Studio","Apartment"
"8888 N Grand Canyon Dr, Las Vegas, NV 89166","2026/06/02",1640,"1 Bed","Apartment"
"8888 N Grand Canyon Dr, Las Vegas, NV 89166","2026/06/02",2099,"2 Beds+","Apartment"
"4000 W Silverado Ranch, Las Vegas, NV 89139","2026/06/02",1555,"1 Bed","Apartment"
"4000 W Silverado Ranch, Las Vegas, NV 89139","2026/06/02",1975,"2 Beds","Apartment"
"4000 W Silverado Ranch, Las Vegas, NV 89139","2026/06/02",2470,"3 Beds","Apartment"
"6650 S Sandhill Rd, Las Vegas, NV 89120","2026/06/02",1330,"1 Bed","Apartment"
"6650 S Sandhill Rd, Las Vegas, NV 89120","2026/06/02",1500,"2 Beds","Apartment"
"5800 W Charleston Blvd, Las Vegas, NV 89146","2026/06/02",1400,"1 Bed","Apartment"
"5800 W Charleston Blvd, Las Vegas, NV 89146","2026/06/02",1600,"2 Beds","Apartment"
"5800 W Charleston Blvd, Las Vegas, NV 89146","2026/06/02",1900,"3 Beds","Apartment"
"7401 W Washington Ave, Las Vegas, NV 89128","2026/06/02",1370,"1 Bed","Apartment"
"7401 W Washington Ave, Las Vegas, NV 89128","2026/06/02",1545,"2 Beds","Apartment"
"7401 W Washington Ave, Las Vegas, NV 89128","2026/06/02",1895,"3 Beds","Apartment"
"360 N Arroyo Grande Blvd, Henderson, NV 89014","2026/06/02",1361,"1 Bed","Apartment"
"360 N Arroyo Grande Blvd, Henderson, NV 89014","2026/06/02",1521,"2 Beds","Apartment"
"360 N Arroyo Grande Blvd, Henderson, NV 89014","2026/06/02",1551,"3 Beds","Apartment"
"2151 N Green Valley Pky, Henderson, NV 89074","2026/06/02",1359,"1 Bed","Apartment"
