"Address","Date","Rent","Aprt_Type","Building_Type"
"24 Oyster Bay Rd, Boston, MA 02125","2026/01/13",2110,"1 Bed","Apartment"
"24 Oyster Bay Rd, Boston, MA 02125","2026/01/13",2661,"2 Beds","Apartment"
"24 Oyster Bay Rd, Boston, MA 02125","2026/01/13",3841,"3 Beds","Apartment"
"201 Sherman Rd, Brookline, MA 02445","2026/01/13",3240,"1 Bed","Apartment"
"201 Sherman Rd, Brookline, MA 02445","2026/01/13",4535,"2 Beds","Apartment"
"201 Sherman Rd, Brookline, MA 02445","2026/01/13",6995,"3 Beds","Apartment"
"1200-1220 Adams St, Dorchester, MA 02124","2026/01/13",2250,"Studio","Apartment"
"1200-1220 Adams St, Dorchester, MA 02124","2026/01/13",2580,"1 Bed","Apartment"
"1200-1220 Adams St, Dorchester, MA 02124","2026/01/13",3425,"2 Beds","Apartment"
"1 Hancock Village Dr, Chestnut Hill, MA 02467","2026/01/13",2970,"1 Bed","Apartment"
"1 Hancock Village Dr, Chestnut Hill, MA 02467","2026/01/13",3375,"2 Beds","Apartment"
"1 Hancock Village Dr, Chestnut Hill, MA 02467","2026/01/13",5195,"3 Beds","Apartment"
"780 Morrissey Blvd, Dorchester, MA 02122","2026/01/13",2125,"Studio","Apartment"
"780 Morrissey Blvd, Dorchester, MA 02122","2026/01/13",2850,"1 Bed","Apartment"
"780 Morrissey Blvd, Dorchester, MA 02122","2026/01/13",3200,"2 Beds","Apartment"
"35-43 Braintree St, Boston, MA 02134","2026/01/13",2795,"Studio","Apartment"
"35-43 Braintree St, Boston, MA 02134","2026/01/13",3275,"1 Bed","Apartment"
"35-43 Braintree St, Boston, MA 02134","2026/01/13",5365,"2 Beds+","Apartment"
"32-32 Garrison St, Boston, MA 02116","2026/01/13",3812,"1 Bed","Apartment"
"32-32 Garrison St, Boston, MA 02116","2026/01/13",4462,"2 Beds","Apartment"
"32-32 Garrison St, Boston, MA 02116","2026/01/13",6906,"3 Beds","Apartment"
"345 Harrison Ave, Boston, MA 02118","2026/01/13",3072,"Studio","Apartment"
"345 Harrison Ave, Boston, MA 02118","2026/01/13",3331,"1 Bed","Apartment"
"345 Harrison Ave, Boston, MA 02118","2026/01/13",4504,"2 Beds+","Apartment"
"401 Mount Vernon St, Boston, MA 02125","2026/01/13",2136,"Studio","Apartment"
"401 Mount Vernon St, Boston, MA 02125","2026/01/13",2510,"1 Bed","Apartment"
"401 Mount Vernon St, Boston, MA 02125","2026/01/13",3123,"2 Beds+","Apartment"
"11 Tetlow St, Boston, MA 02115","2026/01/13",2400,"1 Bed","Apartment"
"11 Tetlow St, Boston, MA 02115","2026/01/13",3500,"3 Beds","Apartment"
"100 Pier 4 Blvd, Boston, MA 02210","2026/01/13",2960,"Studio","Apartment"
"100 Pier 4 Blvd, Boston, MA 02210","2026/01/13",4011,"1 Bed","Apartment"
"100 Pier 4 Blvd, Boston, MA 02210","2026/01/13",4419,"2 Beds","Apartment"
"3200 Washington St, Boston, MA 02130","2026/01/13",3450,"2 Beds","Apartment"
"3200 Washington St, Boston, MA 02130","2026/01/13",4395,"3 Beds","Apartment"
"1970 Dorchester Ave, Boston, MA 02124","2026/01/13",2250,"Studio","Apartment"
"1970 Dorchester Ave, Boston, MA 02124","2026/01/13",2558,"1 Bed","Apartment"
"1260 Boylston St, Boston, MA 02215","2026/01/13",3204,"Studio","Apartment"
"1260 Boylston St, Boston, MA 02215","2026/01/13",4356,"1 Bed","Apartment"
"1260 Boylston St, Boston, MA 02215","2026/01/13",5593,"2 Beds","Apartment"
"180 Central Ave, Chelsea, MA 02150","2026/01/13",2181,"Studio","Apartment"
"180 Central Ave, Chelsea, MA 02150","2026/01/13",2300,"1 Bed","Apartment"
"180 Central Ave, Chelsea, MA 02150","2026/01/13",3037,"2 Beds","Apartment"
NA,NA,NA,NA,NA
"1943 Dorchester Ave, Dorchester, MA 02124","2026/01/13",1995,"Studio","Apartment"
"1943 Dorchester Ave, Dorchester, MA 02124","2026/01/13",2490,"1 Bed","Apartment"
"1943 Dorchester Ave, Dorchester, MA 02124","2026/01/13",3245,"2 Beds","Apartment"
"151 N First St, Cambridge, MA 02141","2026/01/13",2391,"Studio","Apartment"
"151 N First St, Cambridge, MA 02141","2026/01/13",3031,"1 Bed","Apartment"
"151 N First St, Cambridge, MA 02141","2026/01/13",4559,"2 Beds+","Apartment"
"33 Newport Ave, Quincy, MA 02171","2026/01/13",2875,"2 Beds+",NA
"1440 Beacon St, Brookline, MA 02446","2026/01/13",2709,"Studio","Apartment"
"1440 Beacon St, Brookline, MA 02446","2026/01/13",2770,"1 Bed","Apartment"
"1 Newport Ave, Quincy, MA 02171","2026/01/13",2583,"1 Bed",NA
"525 Lincoln St, Allston, MA 02134","2026/01/13",2054,"3 Beds","Apartment"
"525 Lincoln St, Allston, MA 02134","2026/01/13",1550,"4 Beds","Apartment"
"95 St. Alphonsus St, Boston, MA 02120","2026/01/13",3255,"Studio","Apartment"
"95 St. Alphonsus St, Boston, MA 02120","2026/01/13",3540,"1 Bed","Apartment"
"95 St. Alphonsus St, Boston, MA 02120","2026/01/13",4725,"2 Beds","Apartment"
"60 Kilmarnock St, Boston, MA 02215","2026/01/13",3475,"Studio","Apartment"
"60 Kilmarnock St, Boston, MA 02215","2026/01/13",4270,"1 Bed","Apartment"
"60 Kilmarnock St, Boston, MA 02215","2026/01/13",5800,"2 Beds+","Apartment"
"50 Western Ave, Boston, MA 02134","2026/01/13",2731,"Studio","Apartment"
"50 Western Ave, Boston, MA 02134","2026/01/13",3411,"1 Bed","Apartment"
"50 Western Ave, Boston, MA 02134","2026/01/13",4776,"2 Beds","Apartment"
"1335 Boylston St, Boston, MA 02215","2026/01/13",3503,"Studio","Apartment"
"1335 Boylston St, Boston, MA 02215","2026/01/13",4026,"1 Bed","Apartment"
"43 Smith St, Boston, MA 02120","2026/01/13",3404,"2 Beds","Apartment"
"43 Smith St, Boston, MA 02120","2026/01/13",4545,"3 Beds","Apartment"
"200 Brookline Ave, Boston, MA 02215","2026/01/13",3496,"Studio","Apartment"
"200 Brookline Ave, Boston, MA 02215","2026/01/13",4350,"1 Bed","Apartment"
"200 Brookline Ave, Boston, MA 02215","2026/01/13",7161,"2 Beds","Apartment"
"899 Congress St, Boston, MA 02210","2026/01/13",2684,"Studio","Apartment"
"899 Congress St, Boston, MA 02210","2026/01/13",3711,"1 Bed","Apartment"
"899 Congress St, Boston, MA 02210","2026/01/13",5584,"2 Beds","Apartment"
NA,NA,NA,NA,NA
"45 E Newton St, Boston, MA 02118","2026/01/13",3160,"1 Bed","Apartment"
"45 E Newton St, Boston, MA 02118","2026/01/13",4220,"2 Beds","Apartment"
"55 Traveler St, Boston, MA 02118","2026/01/13",2942,"Studio","Apartment"
"55 Traveler St, Boston, MA 02118","2026/01/13",3207,"1 Bed","Apartment"
"55 Traveler St, Boston, MA 02118","2026/01/13",4272,"2 Beds","Apartment"
"411 D St, Boston, MA 02210","2026/01/13",2950,"Studio","Apartment"
"411 D St, Boston, MA 02210","2026/01/13",2707,"1 Bed","Apartment"
"411 D St, Boston, MA 02210","2026/01/13",4411,"2 Beds+","Apartment"
"1350 Boylston St, Boston, MA 02215","2026/01/13",3480,"Studio","Apartment"
"1350 Boylston St, Boston, MA 02215","2026/01/13",4415,"1 Bed","Apartment"
"660 Washington St, Boston, MA 02111","2026/01/13",3118,"Studio","Apartment"
"660 Washington St, Boston, MA 02111","2026/01/13",3618,"1 Bed","Apartment"
"660 Washington St, Boston, MA 02111","2026/01/13",4863,"2 Beds","Apartment"
"180 Brookline Ave, Boston, MA 02215","2026/01/13",3703,"Studio","Apartment"
"180 Brookline Ave, Boston, MA 02215","2026/01/13",3620,"1 Bed","Apartment"
"180 Brookline Ave, Boston, MA 02215","2026/01/13",4939,"2 Beds","Apartment"
"1 Nashua St, Boston, MA 02114","2026/01/13",2850,"Studio","Apartment"
"1 Nashua St, Boston, MA 02114","2026/01/13",3655,"1 Bed","Apartment"
"1 Nashua St, Boston, MA 02114","2026/01/13",4455,"2 Beds+","Apartment"
"75 Saint Alphonsus St, Boston, MA 02120","2026/01/13",2626,"Studio","Apartment"
"75 Saint Alphonsus St, Boston, MA 02120","2026/01/13",2741,"1 Bed","Apartment"
"75 Saint Alphonsus St, Boston, MA 02120","2026/01/13",3052,"2 Beds+","Apartment"
"98-106 Queensberry St, Boston, MA 02215","2026/01/13",2350,"Studio","Apartment"
"98-106 Queensberry St, Boston, MA 02215","2026/01/13",2500,"1 Bed","Apartment"
"98-106 Queensberry St, Boston, MA 02215","2026/01/13",3600,"2 Beds","Apartment"
"235 Old Colony Ave, Boston, MA 02127","2026/01/13",2842,"Studio","Apartment"
"235 Old Colony Ave, Boston, MA 02127","2026/01/13",3648,"1 Bed","Apartment"
"235 Old Colony Ave, Boston, MA 02127","2026/01/13",4697,"2 Beds","Apartment"
"399 Congress St, Boston, MA 02210","2026/01/13",2842,"Studio","Apartment"
"399 Congress St, Boston, MA 02210","2026/01/13",3780,"1 Bed","Apartment"
"399 Congress St, Boston, MA 02210","2026/01/13",5325,"2 Beds+","Apartment"
"89 E Dedham St, Boston, MA 02118","2026/01/13",3267,"Studio","Apartment"
"89 E Dedham St, Boston, MA 02118","2026/01/13",3413,"1 Bed","Apartment"
"89 E Dedham St, Boston, MA 02118","2026/01/13",5695,"2 Beds+","Apartment"
