"","Address","Date","Rent","Aprt_Type","Building_Type"
"280","10350 Sugarberry Ct, Raleigh, NC 27614","2026/01/01",1184,"2 Beds","Apartment"
"281","10350 Sugarberry Ct, Raleigh, NC 27614","2026/01/01",1560,"3 Beds","Apartment"
"282","6820 Woodbend Dr, Raleigh, NC 27615","2026/01/01",830,"1 Bed","Apartment"
"283","6820 Woodbend Dr, Raleigh, NC 27615","2026/01/01",1140,"2 Beds","Apartment"
"284","8531 Summersweet Ln, Raleigh, NC 27612","2026/01/01",1189,"1 Bed","Apartment"
"285","8531 Summersweet Ln, Raleigh, NC 27612","2026/01/01",1450,"2 Beds","Apartment"
"286","8531 Summersweet Ln, Raleigh, NC 27612","2026/01/01",1675,"3 Beds","Apartment"
"287","202 N West St, Raleigh, NC 27603","2026/01/01",1363,"Studio","Apartment"
"288","202 N West St, Raleigh, NC 27603","2026/01/01",1403,"1 Bed","Apartment"
"289","202 N West St, Raleigh, NC 27603","2026/01/01",1898,"2 Beds","Apartment"
"290","5721 Goodstone Dr, Raleigh, NC 27616","2026/01/01",1070,"1 Bed","Apartment"
"291","5721 Goodstone Dr, Raleigh, NC 27616","2026/01/01",1278,"2 Beds","Apartment"
"292","5406 Viewcrest Way, Raleigh, NC 27606","2026/01/01",874,"1 Bed","Apartment"
"293","5406 Viewcrest Way, Raleigh, NC 27606","2026/01/01",1321,"2 Beds","Apartment"
"294","5406 Viewcrest Way, Raleigh, NC 27606","2026/01/01",2006,"3 Beds","Apartment"
"295","600 St. Mary's St, Raleigh, NC 27605","2026/01/01",1055,"Studio","Apartment"
"296","600 St. Mary's St, Raleigh, NC 27605","2026/01/01",1390,"1 Bed","Apartment"
"297","600 St. Mary's St, Raleigh, NC 27605","2026/01/01",1890,"2 Beds+","Apartment"
"298","817 Hillsborough St, Raleigh, NC 27603","2026/01/01",1301,"1 Bed","Apartment"
"299","817 Hillsborough St, Raleigh, NC 27603","2026/01/01",1840,"2 Beds","Apartment"
"300","4700 Riverwood Cir, Raleigh, NC 27612","2026/01/01",1214,"Studio","Apartment"
"301","4700 Riverwood Cir, Raleigh, NC 27612","2026/01/01",1400,"1 Bed","Apartment"
"302","4700 Riverwood Cir, Raleigh, NC 27612","2026/01/01",1668,"2 Beds","Apartment"
"303","408 E Hargett St, Raleigh, NC 27601","2026/01/01",1302,"Studio","Apartment"
"304","408 E Hargett St, Raleigh, NC 27601","2026/01/01",1449,"1 Bed","Apartment"
"305","408 E Hargett St, Raleigh, NC 27601","2026/01/01",1832,"2 Beds","Apartment"
"306","401 W Hargett St, Raleigh, NC 27603","2026/01/01",1290,"Studio","Apartment"
"307","401 W Hargett St, Raleigh, NC 27603","2026/01/01",1595,"1 Bed","Apartment"
"308","401 W Hargett St, Raleigh, NC 27603","2026/01/01",2005,"2 Beds+","Apartment"
"309","314 W Jones St, Raleigh, NC 27603","2026/01/01",1220,"Studio","Apartment"
"310","314 W Jones St, Raleigh, NC 27603","2026/01/01",1680,"1 Bed","Apartment"
"311","314 W Jones St, Raleigh, NC 27603","2026/01/01",2230,"2 Beds","Apartment"
"312","500 Shady Summit Way, Raleigh, NC 27603","2026/01/01",1199,"1 Bed","Apartment"
"313","500 Shady Summit Way, Raleigh, NC 27603","2026/01/01",1562,"2 Beds","Apartment"
"314","500 Shady Summit Way, Raleigh, NC 27603","2026/01/01",1958,"3 Beds","Apartment"
"315","417 W Peace St, Raleigh, NC 27603","2026/01/01",1333,"Studio","Apartment"
"316","417 W Peace St, Raleigh, NC 27603","2026/01/01",1479,"1 Bed","Apartment"
"317","417 W Peace St, Raleigh, NC 27603","2026/01/01",2194,"2 Beds+","Apartment"
"NA",NA,NA,NA,NA,NA
"319","5500 Home Valley Dr, Raleigh, NC 27612","2026/01/01",1258,"2 Beds+",NA
"320","2015 Wave Crest Dr, Raleigh, NC 27610","2026/01/01",1132,"1 Bed","Apartment"
"321","2015 Wave Crest Dr, Raleigh, NC 27610","2026/01/01",1670,"2 Beds","Apartment"
"322","2015 Wave Crest Dr, Raleigh, NC 27610","2026/01/01",1855,"3 Beds","Apartment"
"323","101 Poe Dr, Raleigh, NC 27610","2026/01/01",1265,"Studio","Apartment"
"324","101 Poe Dr, Raleigh, NC 27610","2026/01/01",1350,"1 Bed","Apartment"
"325","101 Poe Dr, Raleigh, NC 27610","2026/01/01",1850,"2 Beds","Apartment"
"326","2840 Ardenview Cir, Raleigh, NC 27606","2026/01/01",1398,"1 Bed","Apartment"
"327","2840 Ardenview Cir, Raleigh, NC 27606","2026/01/01",1690,"2 Beds","Apartment"
"328","6301 Lakecrest Dr, Raleigh, NC 27609","2026/01/01",1459,"1 Bed","Apartment"
"329","6301 Lakecrest Dr, Raleigh, NC 27609","2026/01/01",1859,"2 Beds","Apartment"
"330","6301 Lakecrest Dr, Raleigh, NC 27609","2026/01/01",2029,"3 Beds","Apartment"
"331","2221 Iron Works Dr, Raleigh, NC 27604","2026/01/01",1258,"Studio","Apartment"
"332","2221 Iron Works Dr, Raleigh, NC 27604","2026/01/01",1843,"1 Bed","Apartment"
"333","2221 Iron Works Dr, Raleigh, NC 27604","2026/01/01",2335,"2 Beds","Apartment"
"334","721 Halifax St, Raleigh, NC 27604","2026/01/01",1111,"Studio","Apartment"
"335","721 Halifax St, Raleigh, NC 27604","2026/01/01",1315,"1 Bed","Apartment"
"336","721 Halifax St, Raleigh, NC 27604","2026/01/01",2135,"2 Beds+","Apartment"
"337","930 Vintage Jones Way, Raleigh, NC 27606","2026/01/01",1250,"1 Bed","Apartment"
"338","930 Vintage Jones Way, Raleigh, NC 27606","2026/01/01",1740,"2 Beds","Apartment"
"339","2911 Mid Century Dr, Raleigh, NC 27604","2026/01/01",1238,"Studio","Apartment"
"340","2911 Mid Century Dr, Raleigh, NC 27604","2026/01/01",1176,"1 Bed","Apartment"
"341","2911 Mid Century Dr, Raleigh, NC 27604","2026/01/01",1658,"2 Beds+","Apartment"
"342","7010 Fox Carriage Dr, Raleigh, NC 27616","2026/01/01",1079,"1 Bed","Apartment"
"343","7010 Fox Carriage Dr, Raleigh, NC 27616","2026/01/01",1445,"2 Beds","Apartment"
"344","701 Vickers Way, Raleigh, NC 27603","2026/01/01",1510,"1 Bed","Apartment"
"345","701 Vickers Way, Raleigh, NC 27603","2026/01/01",1845,"2 Beds","Apartment"
"346","701 Vickers Way, Raleigh, NC 27603","2026/01/01",2195,"3 Beds","Apartment"
"347","601 McCaw Bridge St, Raleigh, NC 27606","2026/01/01",1144,"1 Bed","Apartment"
"348","601 McCaw Bridge St, Raleigh, NC 27606","2026/01/01",1741,"2 Beds","Apartment"
"349","601 McCaw Bridge St, Raleigh, NC 27606","2026/01/01",1984,"3 Beds","Apartment"
"350","600 W Cabarrus St, Raleigh, NC 27603","2026/01/01",1245,"Studio","Apartment"
"351","600 W Cabarrus St, Raleigh, NC 27603","2026/01/01",1425,"1 Bed","Apartment"
"352","600 W Cabarrus St, Raleigh, NC 27603","2026/01/01",2175,"2 Beds+","Apartment"
"353","4140 Lassiter Mill Rd, Raleigh, NC 27609","2026/01/01",1475,"Studio","Apartment"
"354","4140 Lassiter Mill Rd, Raleigh, NC 27609","2026/01/01",1940,"1 Bed","Apartment"
"355","4140 Lassiter Mill Rd, Raleigh, NC 27609","2026/01/01",2795,"2 Beds+","Apartment"
"356","5901 Triangle Oaks Dr, Raleigh, NC 27616","2026/01/01",1232,"1 Bed","Apartment"
"357","5901 Triangle Oaks Dr, Raleigh, NC 27616","2026/01/01",1697,"2 Beds","Apartment"
"358","5901 Triangle Oaks Dr, Raleigh, NC 27616","2026/01/01",2156,"3 Beds","Apartment"
"359","3930 Macaw St, Raleigh, NC 27617","2026/01/01",1401,"1 Bed","Apartment"
"360","3930 Macaw St, Raleigh, NC 27617","2026/01/01",1801,"2 Beds","Apartment"
"361","3930 Macaw St, Raleigh, NC 27617","2026/01/01",2277,"3 Beds","Apartment"
"362","901 Saint Albans Dr, Raleigh, NC 27609","2026/01/01",1855,"1 Bed","Apartment"
"363","901 Saint Albans Dr, Raleigh, NC 27609","2026/01/01",2395,"2 Beds","Apartment"
"364","10 W Franklin St, Raleigh, NC 27604","2026/01/01",1314,"Studio","Apartment"
"365","10 W Franklin St, Raleigh, NC 27604","2026/01/01",1473,"1 Bed","Apartment"
"366","10 W Franklin St, Raleigh, NC 27604","2026/01/01",1961,"2 Beds+","Apartment"
"367","1021 S Saunders St, Raleigh, NC 27603","2026/01/01",1220,"Studio","Apartment"
"368","1021 S Saunders St, Raleigh, NC 27603","2026/01/01",1595,"1 Bed","Apartment"
"369","1021 S Saunders St, Raleigh, NC 27603","2026/01/01",2275,"2 Beds+","Apartment"
"370","3431 Olympia Dr, Raleigh, NC 27603","2026/01/01",1199,"Studio","Apartment"
"371","3431 Olympia Dr, Raleigh, NC 27603","2026/01/01",1236,"1 Bed","Apartment"
"372","3431 Olympia Dr, Raleigh, NC 27603","2026/01/01",1599,"2 Beds","Apartment"
"373","7901 Cheaha Dr, Raleigh, NC 27616","2026/01/01",1429,"1 Bed","Apartment"
"374","7901 Cheaha Dr, Raleigh, NC 27616","2026/01/01",1904,"2 Beds","Apartment"
"375","7901 Cheaha Dr, Raleigh, NC 27616","2026/01/01",2573,"3 Beds","Apartment"
"376","9 N Harrington St, Raleigh, NC 27603","2026/01/01",1749,"Studio","Apartment"
"377","9 N Harrington St, Raleigh, NC 27603","2026/01/01",1605,"1 Bed","Apartment"
"378","9 N Harrington St, Raleigh, NC 27603","2026/01/01",2825,"2 Beds","Apartment"
"379","4410 Royal Hill Ct, Raleigh, NC 27612","2026/01/01",1510,"1 Bed","Apartment"
"380","4410 Royal Hill Ct, Raleigh, NC 27612","2026/01/01",1845,"2 Beds","Apartment"
"381","5540 Atlantic Springs Rd, Raleigh, NC 27616","2026/01/01",1299,"1 Bed","Apartment"
"382","5540 Atlantic Springs Rd, Raleigh, NC 27616","2026/01/01",1715,"2 Beds","Apartment"
"383","600 Saint Albans Dr, Raleigh, NC 27609","2026/01/01",1210,"Studio","Apartment"
"384","600 Saint Albans Dr, Raleigh, NC 27609","2026/01/01",1558,"1 Bed","Apartment"
"385","600 Saint Albans Dr, Raleigh, NC 27609","2026/01/01",2047,"2 Beds+","Apartment"
"386","605 Halifax St, Raleigh, NC 27604","2026/01/01",1139,"Studio","Apartment"
"387","605 Halifax St, Raleigh, NC 27604","2026/01/01",1302,"1 Bed","Apartment"
"388","605 Halifax St, Raleigh, NC 27604","2026/01/01",2301,"2 Beds","Apartment"
"389","7100 Homestead Heights Ln, Raleigh, NC 27616","2026/01/01",1250,"1 Bed","Apartment"
"390","7100 Homestead Heights Ln, Raleigh, NC 27616","2026/01/01",1700,"2 Beds","Apartment"
"391","7100 Homestead Heights Ln, Raleigh, NC 27616","2026/01/01",2425,"3 Beds","Apartment"
"392","2720 Bristlecone Trail, Raleigh, NC 27603","2026/01/01",1345,"1 Bed","Apartment"
"393","2720 Bristlecone Trail, Raleigh, NC 27603","2026/01/01",1700,"2 Beds","Apartment"
"394","211 Hammond Dr, Raleigh, NC 27603","2026/01/01",1150,"Studio","Apartment"
"395","211 Hammond Dr, Raleigh, NC 27603","2026/01/01",1235,"1 Bed","Apartment"
"396","211 Hammond Dr, Raleigh, NC 27603","2026/01/01",1595,"2 Beds","Apartment"
"397","222 N West St, Raleigh, NC 27603","2026/01/01",1654,"Studio","Apartment"
"398","222 N West St, Raleigh, NC 27603","2026/01/01",1524,"1 Bed","Apartment"
"399","222 N West St, Raleigh, NC 27603","2026/01/01",1995,"2 Beds","Apartment"
"400","2504 North Carolina 54, Durham, NC 27713","2026/01/01",950,"2 Beds",NA
"401","725 Heather Park Dr, Garner, NC 27529","2026/01/01",1265,"1 Bed","Apartment"
"402","725 Heather Park Dr, Garner, NC 27529","2026/01/01",1365,"2 Beds","Apartment"
"403","725 Heather Park Dr, Garner, NC 27529","2026/01/01",1560,"3 Beds","Apartment"
"404","3001 New Haven Dr, Durham, NC 27703","2026/01/01",1001,"1 Bed","Apartment"
"405","3001 New Haven Dr, Durham, NC 27703","2026/01/01",1437,"2 Beds","Apartment"
"406","1533 Ellis Rd, Durham, NC 27703","2026/01/01",1065,"1 Bed","Apartment"
"407","1533 Ellis Rd, Durham, NC 27703","2026/01/01",1315,"2 Beds","Apartment"
"408","1533 Ellis Rd, Durham, NC 27703","2026/01/01",1445,"3 Beds","Apartment"
"409","2000 Banyon Grove Loop, Cary, NC 27513","2026/01/01",1295,"1 Bed","Apartment"
"410","2000 Banyon Grove Loop, Cary, NC 27513","2026/01/01",1750,"2 Beds","Apartment"
"411","2000 Banyon Grove Loop, Cary, NC 27513","2026/01/01",2050,"3 Beds","Apartment"
"412","900 Waterford Forest Cir, Cary, NC 27513","2026/01/01",1128,"1 Bed","Apartment"
"413","900 Waterford Forest Cir, Cary, NC 27513","2026/01/01",1608,"2 Beds","Apartment"
"414","3207 Stones Throw Ln, Durham, NC 27713","2026/01/01",1286,"1 Bed","Apartment"
"415","3207 Stones Throw Ln, Durham, NC 27713","2026/01/01",1127,"2 Beds","Apartment"
"416","400 Stone Lion Dr, Durham, NC 27703","2026/01/01",1083,"Studio","Apartment"
"417","400 Stone Lion Dr, Durham, NC 27703","2026/01/01",1248,"1 Bed","Apartment"
"418","400 Stone Lion Dr, Durham, NC 27703","2026/01/01",1463,"2 Beds+","Apartment"
"419","300 Woodway Bluff Cir, Cary, NC 27513","2026/01/01",1125,"1 Bed","Apartment"
"420","300 Woodway Bluff Cir, Cary, NC 27513","2026/01/01",1278,"2 Beds","Apartment"
"421","2310 W Cameo Ln, Knightdale, NC 27545","2026/01/01",1200,"1 Bed","Apartment"
"422","2310 W Cameo Ln, Knightdale, NC 27545","2026/01/01",1399,"2 Beds","Apartment"
"423","2310 W Cameo Ln, Knightdale, NC 27545","2026/01/01",1585,"3 Beds","Apartment"
"424","1100 Cameron Chase Dr, Morrisville, NC 27560","2026/01/01",1249,"1 Bed","Apartment"
"425","1100 Cameron Chase Dr, Morrisville, NC 27560","2026/01/01",1362,"2 Beds","Apartment"
"426","1100 Cameron Chase Dr, Morrisville, NC 27560","2026/01/01",1718,"3 Beds","Apartment"
"427","1150 Baxter Ln, Knightdale, NC 27545","2026/01/01",1243,"1 Bed","Apartment"
"428","1150 Baxter Ln, Knightdale, NC 27545","2026/01/01",1336,"2 Beds","Apartment"
"429","1150 Baxter Ln, Knightdale, NC 27545","2026/01/01",1650,"3 Beds","Apartment"
"430","4551 Crown Pky, Morrisville, NC 27560","2026/01/01",1241,"1 Bed","Apartment"
"431","4551 Crown Pky, Morrisville, NC 27560","2026/01/01",1458,"2 Beds","Apartment"
"432","4551 Crown Pky, Morrisville, NC 27560","2026/01/01",1870,"3 Beds","Apartment"
"433","200 Brisbane Woods Way, Cary, NC 27518","2026/01/01",1150,"1 Bed","Apartment"
"434","200 Brisbane Woods Way, Cary, NC 27518","2026/01/01",1334,"2 Beds","Apartment"
"435","200 Brisbane Woods Way, Cary, NC 27518","2026/01/01",1923,"3 Beds","Apartment"
"436","1017 Umstead Hollow Pl, Cary, NC 27513","2026/01/01",1393,"Studio","Apartment"
"437","1017 Umstead Hollow Pl, Cary, NC 27513","2026/01/01",1380,"1 Bed","Apartment"
"438","1017 Umstead Hollow Pl, Cary, NC 27513","2026/01/01",1707,"2 Beds+","Apartment"
"439","200 Wrenn Dr, Cary, NC 27511","2026/01/01",1050,"1 Bed","Apartment"
"440","200 Wrenn Dr, Cary, NC 27511","2026/01/01",1250,"2 Beds","Apartment"
"441","200 Wrenn Dr, Cary, NC 27511","2026/01/01",1425,"3 Beds","Apartment"
"442","2101 Lakeside Lofts Cir, Cary, NC 27513","2026/01/01",1398,"1 Bed","Apartment"
"443","2101 Lakeside Lofts Cir, Cary, NC 27513","2026/01/01",1737,"2 Beds","Apartment"
"444","2101 Lakeside Lofts Cir, Cary, NC 27513","2026/01/01",2262,"3 Beds","Apartment"
"445","1000 Park Place Ave, Morrisville, NC 27560","2026/01/01",1127,"1 Bed","Apartment"
"446","1000 Park Place Ave, Morrisville, NC 27560","2026/01/01",1385,"2 Beds","Apartment"
"447","101 Harlon Dr, Cary, NC 27511","2026/01/01",985,"1 Bed","Apartment"
"448","101 Harlon Dr, Cary, NC 27511","2026/01/01",1235,"2 Beds","Apartment"
"449","400 Advancement Ave, Durham, NC 27703","2026/01/01",1277,"1 Bed","Apartment"
"450","400 Advancement Ave, Durham, NC 27703","2026/01/01",1643,"2 Beds","Apartment"
"451","400 Advancement Ave, Durham, NC 27703","2026/01/01",1899,"3 Beds","Apartment"
"452","1100 Deer Harbor Dr, Garner, NC 27529","2026/01/01",1151,"1 Bed","Apartment"
"453","1100 Deer Harbor Dr, Garner, NC 27529","2026/01/01",1243,"2 Beds","Apartment"
"454","1100 Deer Harbor Dr, Garner, NC 27529","2026/01/01",1599,"3 Beds","Apartment"
"455","4531 Langdon Rd, Morrisville, NC 27560","2026/01/01",1145,"1 Bed","Apartment"
"456","4531 Langdon Rd, Morrisville, NC 27560","2026/01/01",1363,"2 Beds","Apartment"
"457","4531 Langdon Rd, Morrisville, NC 27560","2026/01/01",1805,"3 Beds","Apartment"
"458","2599 Evans Rd, Morrisville, NC 27560","2026/01/01",1325,"1 Bed","Apartment"
"459","2599 Evans Rd, Morrisville, NC 27560","2026/01/01",1885,"2 Beds","Apartment"
"460","2599 Evans Rd, Morrisville, NC 27560","2026/01/01",1945,"3 Beds","Apartment"
"461","3055 Carrington Mill Blvd, Morrisville, NC 27560","2026/01/01",1180,"1 Bed","Apartment"
"462","3055 Carrington Mill Blvd, Morrisville, NC 27560","2026/01/01",1549,"2 Beds","Apartment"
"463","3055 Carrington Mill Blvd, Morrisville, NC 27560","2026/01/01",1985,"3 Beds","Apartment"
"464","1001 Park Commons Dr, Knightdale, NC 27545","2026/01/01",1399,"1 Bed","Apartment"
"465","1001 Park Commons Dr, Knightdale, NC 27545","2026/01/01",1489,"2 Beds","Apartment"
"466","1001 Park Commons Dr, Knightdale, NC 27545","2026/01/01",1705,"3 Beds","Apartment"
"467","1012-1016 Lower Shiloh Way, Morrisville, NC 27560","2026/01/01",1215,"1 Bed","Apartment"
"468","1012-1016 Lower Shiloh Way, Morrisville, NC 27560","2026/01/01",1475,"2 Beds","Apartment"
"469","1012-1016 Lower Shiloh Way, Morrisville, NC 27560","2026/01/01",1835,"3 Beds","Apartment"
"470","3000 Dominion Ridge Cir, Morrisville, NC 27560","2026/01/01",1315,"1 Bed","Apartment"
"471","3000 Dominion Ridge Cir, Morrisville, NC 27560","2026/01/01",1735,"2 Beds","Apartment"
"472","1050 Slater Rd, Durham, NC 27703","2026/01/01",1263,"Studio","Apartment"
"473","1050 Slater Rd, Durham, NC 27703","2026/01/01",1339,"1 Bed","Apartment"
"474","1050 Slater Rd, Durham, NC 27703","2026/01/01",1653,"2 Beds+","Apartment"
"475","2015 Watchorn St, Durham, NC 27703","2026/01/01",1400,"Studio","Apartment"
"476","2015 Watchorn St, Durham, NC 27703","2026/01/01",1499,"1 Bed","Apartment"
"477","2015 Watchorn St, Durham, NC 27703","2026/01/01",2100,"2 Beds+","Apartment"
"478","2611 Moonbow Trl, Wake Forest, NC 27587","2026/01/01",1278,"1 Bed","Apartment"
"479","2611 Moonbow Trl, Wake Forest, NC 27587","2026/01/01",1585,"2 Beds","Apartment"
"480","2611 Moonbow Trl, Wake Forest, NC 27587","2026/01/01",1928,"3 Beds","Apartment"
"481","615 Corbett St, Morrisville, NC 27560","2026/01/01",1364,"Studio","Apartment"
"482","615 Corbett St, Morrisville, NC 27560","2026/01/01",1322,"1 Bed","Apartment"
"483","615 Corbett St, Morrisville, NC 27560","2026/01/01",1663,"2 Beds+","Apartment"
"484","110 Singh Ln, Cary, NC 27513","2026/01/01",2605,"2 Beds","Apartment"
"485","110 Singh Ln, Cary, NC 27513","2026/01/01",2995,"3 Beds","Apartment"
"486","700 Legacy Heritage Ln, Wake Forest, NC 27587","2026/01/01",1465,"1 Bed","Apartment"
"487","700 Legacy Heritage Ln, Wake Forest, NC 27587","2026/01/01",1630,"2 Beds","Apartment"
"488","700 Legacy Heritage Ln, Wake Forest, NC 27587","2026/01/01",2190,"3 Beds","Apartment"
"489","1025 Luxury Ln, Knightdale, NC 27545","2026/01/01",1549,"1 Bed","Apartment"
"490","1025 Luxury Ln, Knightdale, NC 27545","2026/01/01",2009,"2 Beds","Apartment"
"491","1025 Luxury Ln, Knightdale, NC 27545","2026/01/01",2839,"3 Beds","Apartment"
"492","9205 Chapel Hill Rd, Cary, NC 27513","2026/01/01",1547,"1 Bed","Apartment"
"493","9205 Chapel Hill Rd, Cary, NC 27513","2026/01/01",1960,"2 Beds","Apartment"
"494","9205 Chapel Hill Rd, Cary, NC 27513","2026/01/01",2537,"3 Beds","Apartment"
"495","1120 Meridian Branch Dr, Wake Forest, NC 27587","2026/01/01",1299,"1 Bed","Apartment"
"496","1120 Meridian Branch Dr, Wake Forest, NC 27587","2026/01/01",1699,"2 Beds","Apartment"
"497","1120 Meridian Branch Dr, Wake Forest, NC 27587","2026/01/01",2403,"3 Beds","Apartment"
"498","1000 Lakeside Terrace Ct, Wake Forest, NC 27587","2026/01/01",1398,"1 Bed","Apartment"
"499","1000 Lakeside Terrace Ct, Wake Forest, NC 27587","2026/01/01",1551,"2 Beds","Apartment"
"500","1000 Lakeside Terrace Ct, Wake Forest, NC 27587","2026/01/01",1960,"3 Beds","Apartment"
"501","1000 Slater Crossing Cir, Morrisville, NC 27560","2026/01/01",1283,"Studio","Apartment"
"502","1000 Slater Crossing Cir, Morrisville, NC 27560","2026/01/01",1310,"1 Bed","Apartment"
"503","1000 Slater Crossing Cir, Morrisville, NC 27560","2026/01/01",1714,"2 Beds+","Apartment"
"504","352 S Walker St, Cary, NC 27511","2026/01/01",1725,"Studio","Apartment"
"505","352 S Walker St, Cary, NC 27511","2026/01/01",2055,"1 Bed","Apartment"
"506","352 S Walker St, Cary, NC 27511","2026/01/01",2980,"2 Beds+","Apartment"
"507","1950 Grisdale Ln, Cary, NC 27513","2026/01/01",1379,"1 Bed","Apartment"
"508","1950 Grisdale Ln, Cary, NC 27513","2026/01/01",1794,"2 Beds","Apartment"
"509","1950 Grisdale Ln, Cary, NC 27513","2026/01/01",2422,"3 Beds","Apartment"
"510","5510 Primary Dr, Durham, NC 27703","2026/01/01",1177,"Studio","Apartment"
"511","5510 Primary Dr, Durham, NC 27703","2026/01/01",1395,"1 Bed","Apartment"
"512","5510 Primary Dr, Durham, NC 27703","2026/01/01",1640,"2 Beds+","Apartment"
"513","1425 Aversboro Rd, Garner, NC 27529","2026/01/01",1750,"2 Beds","Apartment"
"514","1425 Aversboro Rd, Garner, NC 27529","2026/01/01",1900,"3 Beds","Apartment"
"515","521 Granite Grove Loop, Wake Forest, NC 27587","2026/01/01",1574,"1 Bed","Apartment"
"516","521 Granite Grove Loop, Wake Forest, NC 27587","2026/01/01",1760,"2 Beds","Apartment"
"517","521 Granite Grove Loop, Wake Forest, NC 27587","2026/01/01",2170,"3 Beds","Apartment"
"518","981-1005 Morrisville Pky, Morrisville, NC 27560","2026/01/01",1505,"Studio","Apartment"
"519","981-1005 Morrisville Pky, Morrisville, NC 27560","2026/01/01",1500,"1 Bed","Apartment"
"520","981-1005 Morrisville Pky, Morrisville, NC 27560","2026/01/01",2095,"2 Beds","Apartment"
"521","610 Sugar Pine Way, Wake Forest, NC 27587","2026/01/01",1370,"1 Bed","Apartment"
"522","610 Sugar Pine Way, Wake Forest, NC 27587","2026/01/01",1570,"2 Beds","Apartment"
"523","610 Sugar Pine Way, Wake Forest, NC 27587","2026/01/01",2245,"3 Beds","Apartment"
"524","2421 Sanders Ave, Durham, NC 27703","2026/01/01",1590,"1 Bed","Apartment"
"525","2421 Sanders Ave, Durham, NC 27703","2026/01/01",2050,"2 Beds","Apartment"
"526","2421 Sanders Ave, Durham, NC 27703","2026/01/01",2860,"3 Beds","Apartment"
"527","3500 Louis Stephens Dr, Durham, NC 27713","2026/01/01",1139,"Studio","Apartment"
"528","3500 Louis Stephens Dr, Durham, NC 27713","2026/01/01",1378,"1 Bed","Apartment"
"529","3500 Louis Stephens Dr, Durham, NC 27713","2026/01/01",1888,"2 Beds","Apartment"
"530","8700 Seeing Trail, Wake Forest, NC 27587","2026/01/01",1259,"1 Bed","Apartment"
"531","8700 Seeing Trail, Wake Forest, NC 27587","2026/01/01",1649,"2 Beds","Apartment"
"532","255 E Chatham St, Cary, NC 27511","2026/01/01",1770,"Studio","Apartment"
"533","255 E Chatham St, Cary, NC 27511","2026/01/01",1990,"1 Bed","Apartment"
"534","255 E Chatham St, Cary, NC 27511","2026/01/01",3000,"2 Beds+","Apartment"
"535","2110 Birkhall St, Raleigh, NC 27610","2026/01/01",1420,"Studio","Apartment"
"536","2110 Birkhall St, Raleigh, NC 27610","2026/01/01",1620,"1 Bed","Apartment"
"537","2110 Birkhall St, Raleigh, NC 27610","2026/01/01",1899,"2 Beds","Apartment"
"538","3000 Inland Trl, Raleigh, NC 27613","2026/01/01",1150,"1 Bed","Apartment"
"539","3000 Inland Trl, Raleigh, NC 27613","2026/01/01",1470,"2 Beds","Apartment"
"540","5454 Crossroads Crest Way, Raleigh, NC 27606","2026/01/01",1042,"1 Bed","Apartment"
"541","5454 Crossroads Crest Way, Raleigh, NC 27606","2026/01/01",1463,"2 Beds","Apartment"
"542","5454 Crossroads Crest Way, Raleigh, NC 27606","2026/01/01",1844,"3 Beds","Apartment"
"543","110 Talisman Way, Raleigh, NC 27615","2026/01/01",1320,"1 Bed","Apartment"
"544","110 Talisman Way, Raleigh, NC 27615","2026/01/01",1617,"2 Beds","Apartment"
"545","110 Talisman Way, Raleigh, NC 27615","2026/01/01",2184,"3 Beds","Apartment"
"546","1731 Tupelo Hill Ln, Raleigh, NC 27607","2026/01/01",1362,"1 Bed","Apartment"
"547","1731 Tupelo Hill Ln, Raleigh, NC 27607","2026/01/01",1698,"2 Beds","Apartment"
"548","1731 Tupelo Hill Ln, Raleigh, NC 27607","2026/01/01",2493,"3 Beds","Apartment"
"549","4800 Waterford Point Dr, Raleigh, NC 27612","2026/01/01",999,"1 Bed","Apartment"
"550","4800 Waterford Point Dr, Raleigh, NC 27612","2026/01/01",1329,"2 Beds","Apartment"
"551","5801 Blacksmith Dr, Raleigh, NC 27606","2026/01/01",1361,"1 Bed","Apartment"
"552","5801 Blacksmith Dr, Raleigh, NC 27606","2026/01/01",1236,"2 Beds","Apartment"
"553","4803 N New Hope Rd, Raleigh, NC 27604","2026/01/01",990,"1 Bed","Apartment"
"554","4803 N New Hope Rd, Raleigh, NC 27604","2026/01/01",1199,"2 Beds","Apartment"
"555","4803 N New Hope Rd, Raleigh, NC 27604","2026/01/01",1650,"3 Beds","Apartment"
"556","1040 Wake Towne Dr, Raleigh, NC 27609","2026/01/01",1129,"Studio","Apartment"
"557","1040 Wake Towne Dr, Raleigh, NC 27609","2026/01/01",1466,"1 Bed","Apartment"
"558","1040 Wake Towne Dr, Raleigh, NC 27609","2026/01/01",1548,"2 Beds","Apartment"
"559","4209 Lassiter Mill Rd, Raleigh, NC 27609","2026/01/01",1485,"Studio","Apartment"
"560","4209 Lassiter Mill Rd, Raleigh, NC 27609","2026/01/01",1502,"1 Bed","Apartment"
"561","4209 Lassiter Mill Rd, Raleigh, NC 27609","2026/01/01",2107,"2 Beds","Apartment"
"562","7610 Aura Loop, Raleigh, NC 27617","2026/01/01",1245,"1 Bed","Apartment"
"563","7610 Aura Loop, Raleigh, NC 27617","2026/01/01",1625,"2 Beds","Apartment"
"564","201 Park At North Hills St, Raleigh, NC 27609","2026/01/01",1465,"Studio","Apartment"
