"Address","Date","Rent","Aprt_Type","Building_Type"
"13100 Margie Ln, Raleigh, NC 27603","2026/03/02",1223,"1 Bed","Apartment"
"13100 Margie Ln, Raleigh, NC 27603","2026/03/02",1417,"2 Beds","Apartment"
"13100 Margie Ln, Raleigh, NC 27603","2026/03/02",1650,"3 Beds","Apartment"
"11100 Madison Elm Ln, Raleigh, NC 27614","2026/03/02",1201,"1 Bed","Apartment"
"11100 Madison Elm Ln, Raleigh, NC 27614","2026/03/02",1506,"2 Beds","Apartment"
"15101 Royal Creek Dr, Raleigh, NC 27603","2026/03/02",1348,"1 Bed","Apartment"
"15101 Royal Creek Dr, Raleigh, NC 27603","2026/03/02",1678,"2 Beds","Apartment"
"15101 Royal Creek Dr, Raleigh, NC 27603","2026/03/02",2130,"3 Beds","Apartment"
"11201 Tidewater Ln, Raleigh, NC 27614","2026/03/02",1100,"1 Bed","Apartment"
"11201 Tidewater Ln, Raleigh, NC 27614","2026/03/02",1775,"2 Beds","Apartment"
"1250 Hitchings Way, Durham, NC 27713","2026/03/02",1438,"Studio","Apartment"
"1250 Hitchings Way, Durham, NC 27713","2026/03/02",1523,"1 Bed","Apartment"
"1250 Hitchings Way, Durham, NC 27713","2026/03/02",1793,"2 Beds","Apartment"
"108 S Main St, Rolesville, NC 27571","2026/03/02",1280,"1 Bed","Apartment"
"108 S Main St, Rolesville, NC 27571","2026/03/02",1790,"2 Beds","Apartment"
"108 S Main St, Rolesville, NC 27571","2026/03/02",2310,"3 Beds","Apartment"
"621 Glen Manor Trl, Knightdale, NC 27545","2026/03/02",1290,"1 Bed","Apartment"
"621 Glen Manor Trl, Knightdale, NC 27545","2026/03/02",1614,"2 Beds","Apartment"
"621 Glen Manor Trl, Knightdale, NC 27545","2026/03/02",2010,"3 Beds","Apartment"
"7303 Bryn Athyn Way, Raleigh, NC 27615","2026/03/02",1283,"1 Bed","Apartment"
"7303 Bryn Athyn Way, Raleigh, NC 27615","2026/03/02",1588,"2 Beds","Apartment"
"3520 Pinetree Grove Ln, Raleigh, NC 27604","2026/03/02",1417,"1 Bed","Apartment"
"3520 Pinetree Grove Ln, Raleigh, NC 27604","2026/03/02",1647,"2 Beds","Apartment"
"319 W Lenoir St, Raleigh, NC 27601","2026/03/02",1860,"Studio","Apartment"
"319 W Lenoir St, Raleigh, NC 27601","2026/03/02",1874,"1 Bed","Apartment"
"319 W Lenoir St, Raleigh, NC 27601","2026/03/02",2988,"2 Beds+","Apartment"
"6601 Roxboro St, Raleigh, NC 27616","2026/03/02",1301,"Studio","Apartment"
"6601 Roxboro St, Raleigh, NC 27616","2026/03/02",1385,"1 Bed","Apartment"
"6601 Roxboro St, Raleigh, NC 27616","2026/03/02",1586,"2 Beds+","Apartment"
"121 Kindley St, Raleigh, NC 27601","2026/03/02",1296,"Studio","Apartment"
"121 Kindley St, Raleigh, NC 27601","2026/03/02",1688,"1 Bed","Apartment"
"121 Kindley St, Raleigh, NC 27601","2026/03/02",2104,"2 Beds","Apartment"
"2500 Red Bartlett Way, Raleigh, NC 27616","2026/03/02",1389,"1 Bed","Apartment"
"2500 Red Bartlett Way, Raleigh, NC 27616","2026/03/02",1799,"2 Beds","Apartment"
"2500 Red Bartlett Way, Raleigh, NC 27616","2026/03/02",2462,"3 Beds","Apartment"
"500 E Hargett St, Raleigh, NC 27601","2026/03/02",949,"3 Beds",NA
"1160 Auston Grove Dr, Raleigh, NC 27610","2026/03/02",1168,"1 Bed","Apartment"
"1160 Auston Grove Dr, Raleigh, NC 27610","2026/03/02",1379,"2 Beds","Apartment"
"1160 Auston Grove Dr, Raleigh, NC 27610","2026/03/02",1725,"3 Beds","Apartment"
"12203 Strickland Rd, Raleigh, NC 27613","2026/03/02",1290,"1 Bed","Apartment"
"12203 Strickland Rd, Raleigh, NC 27613","2026/03/02",1585,"2 Beds","Apartment"
"12203 Strickland Rd, Raleigh, NC 27613","2026/03/02",1975,"3 Beds","Apartment"
"3235 Trimblestone Ln, Raleigh, NC 27616","2026/03/02",1062,"1 Bed","Apartment"
"3235 Trimblestone Ln, Raleigh, NC 27616","2026/03/02",1455,"2 Beds","Apartment"
"2105 Ravenglass Pl, Raleigh, NC 27612","2026/03/02",1010,"1 Bed","Apartment"
