"Address","Date","Rent","Aprt_Type","Building_Type"
"2650 Woodley Rd NW, Washington, DC 20008","2026/07/07",3967,"1 Bed","Apartment"
"2650 Woodley Rd NW, Washington, DC 20008","2026/07/07",5167,"2 Beds","Apartment"
"2650 Woodley Rd NW, Washington, DC 20008","2026/07/07",7662,"3 Beds","Apartment"
"800 Kenilworth Ave NE, Washington, DC 20019","2026/07/07",2130,"3 Beds",NA
"2323 Pennsylvania Ave SE, Washington, DC 20020","2026/07/07",1781,"3 Beds",NA
"1777 Columbia Rd NW, Washington, DC 20009","2026/07/07",1985,"Studio","Apartment"
"1777 Columbia Rd NW, Washington, DC 20009","2026/07/07",2396,"1 Bed","Apartment"
"2228 Martin Luther King Jr Ave SE, Washington, DC 20020","2026/07/07",1784,"1 Bed",NA
"8750 Georgia Ave, Silver Spring, MD 20910","2026/07/07",1250,"Studio","Apartment"
"8750 Georgia Ave, Silver Spring, MD 20910","2026/07/07",1650,"1 Bed","Apartment"
"8750 Georgia Ave, Silver Spring, MD 20910","2026/07/07",2100,"2 Beds","Apartment"
"3636 16th St NW, Washington, DC 20010","2026/07/07",1248,"Studio","Apartment"
"3636 16th St NW, Washington, DC 20010","2026/07/07",1990,"1 Bed","Apartment"
"443 New York Ave NW, Washington, DC 20001","2026/07/07",2127,"Studio","Apartment"
"443 New York Ave NW, Washington, DC 20001","2026/07/07",2325,"1 Bed","Apartment"
"443 New York Ave NW, Washington, DC 20001","2026/07/07",3322,"2 Beds","Apartment"
"44 Banner Ln, Washington, DC 20001","2026/07/07",1708,"Studio","Apartment"
"44 Banner Ln, Washington, DC 20001","2026/07/07",1782,"1 Bed","Apartment"
"44 Banner Ln, Washington, DC 20001","2026/07/07",2611,"2 Beds","Apartment"
"4000 Wisconsin Ave NW, Washington, DC 20016","2026/07/07",2416,"1 Bed","Apartment"
"4000 Wisconsin Ave NW, Washington, DC 20016","2026/07/07",3605,"2 Beds","Apartment"
"4000 Wisconsin Ave NW, Washington, DC 20016","2026/07/07",8995,"3 Beds","Apartment"
"300 12th St SW, Washington, DC 20024","2026/07/07",2031,"Studio","Apartment"
"300 12th St SW, Washington, DC 20024","2026/07/07",2614,"1 Bed","Apartment"
"300 12th St SW, Washington, DC 20024","2026/07/07",4063,"2 Beds+","Apartment"
"7 M St NE, Washington, DC 20002","2026/07/07",1530,"Studio","Apartment"
"7 M St NE, Washington, DC 20002","2026/07/07",1737,"1 Bed","Apartment"
"7 M St NE, Washington, DC 20002","2026/07/07",1909,"2 Beds+","Apartment"
"113 Potomac Ave SW, Washington, DC 20024","2026/07/07",2131,"Studio","Apartment"
"113 Potomac Ave SW, Washington, DC 20024","2026/07/07",2315,"1 Bed","Apartment"
"113 Potomac Ave SW, Washington, DC 20024","2026/07/07",3020,"2 Beds+","Apartment"
"1100 Dahlia St NW, Washington, DC 20012","2026/07/07",1835,"Studio","Apartment"
"1100 Dahlia St NW, Washington, DC 20012","2026/07/07",1868,"1 Bed","Apartment"
"1100 Dahlia St NW, Washington, DC 20012","2026/07/07",2667,"2 Beds","Apartment"
"6830-6896 Laurel St NW, Washington, DC 20012","2026/07/07",1420,"Studio","Apartment"
"6830-6896 Laurel St NW, Washington, DC 20012","2026/07/07",1510,"1 Bed","Apartment"
"6830-6896 Laurel St NW, Washington, DC 20012","2026/07/07",1510,"2 Beds","Apartment"
"600 Howard Rd SE, Washington, DC 20020","2026/07/07",1942,"Studio","Apartment"
"600 Howard Rd SE, Washington, DC 20020","2026/07/07",2480,"1 Bed","Apartment"
"600 Howard Rd SE, Washington, DC 20020","2026/07/07",4214,"2 Beds","Apartment"
"650 Howard Rd SE, Washington, DC 20020","2026/07/07",1838,"Studio","Apartment"
"650 Howard Rd SE, Washington, DC 20020","2026/07/07",2554,"1 Bed","Apartment"
"650 Howard Rd SE, Washington, DC 20020","2026/07/07",4374,"2 Beds","Apartment"
"2601 Calvert St NW, Washington, DC 20008","2026/07/07",2438,"Studio","Apartment"
"2601 Calvert St NW, Washington, DC 20008","2026/07/07",2747,"1 Bed","Apartment"
"2601 Calvert St NW, Washington, DC 20008","2026/07/07",4432,"2 Beds+","Apartment"
"733 15th St NW, Washington, DC 20005","2026/07/07",2560,"Studio","Apartment"
"733 15th St NW, Washington, DC 20005","2026/07/07",2810,"1 Bed","Apartment"
"733 15th St NW, Washington, DC 20005","2026/07/07",4010,"2 Beds","Apartment"
"2730 Wisconsin Ave NW, Washington, DC 20007","2026/07/07",2075,"1 Bed","Apartment"
"2730 Wisconsin Ave NW, Washington, DC 20007","2026/07/07",2700,"2 Beds","Apartment"
"2730 Wisconsin Ave NW, Washington, DC 20007","2026/07/07",4795,"3 Beds","Apartment"
"4000 Massachusetts Ave NW, Washington, DC 20016","2026/07/07",1400,"Studio","Apartment"
"4000 Massachusetts Ave NW, Washington, DC 20016","2026/07/07",1700,"1 Bed","Apartment"
"4000 Massachusetts Ave NW, Washington, DC 20016","2026/07/07",2350,"2 Beds","Apartment"
NA,NA,NA,NA,NA
"2400 14th St NW, Washington, DC 20009","2026/07/07",2162,"Studio","Apartment"
"2400 14th St NW, Washington, DC 20009","2026/07/07",2433,"1 Bed","Apartment"
"2400 14th St NW, Washington, DC 20009","2026/07/07",3998,"2 Beds","Apartment"
"1445 P St NW, Washington, DC 20005","2026/07/07",2290,"Studio","Apartment"
"1445 P St NW, Washington, DC 20005","2026/07/07",4200,"2 Beds","Apartment"
"2300 Marion Barry Ave SE, Washington, DC 20020","2026/07/07",950,"1 Bed","Apartment"
"2300 Marion Barry Ave SE, Washington, DC 20020","2026/07/07",1320,"2 Beds","Apartment"
"1234 Massachusetts Ave NW, Washington, DC 20005","2026/07/07",1595,"Studio","Apartment"
"1234 Massachusetts Ave NW, Washington, DC 20005","2026/07/07",1900,"1 Bed","Apartment"
"1234 Massachusetts Ave NW, Washington, DC 20005","2026/07/07",3500,"2 Beds","Apartment"
"1 Florida Ave NE, Washington, DC 20002","2026/07/07",1786,"Studio","Apartment"
"1 Florida Ave NE, Washington, DC 20002","2026/07/07",2030,"1 Bed","Apartment"
"1 Florida Ave NE, Washington, DC 20002","2026/07/07",2867,"2 Beds","Apartment"
"1200 14th St NW, Washington, DC 20005","2026/07/07",2082,"Studio","Apartment"
"1200 14th St NW, Washington, DC 20005","2026/07/07",2788,"1 Bed","Apartment"
"1200 14th St NW, Washington, DC 20005","2026/07/07",4895,"2 Beds","Apartment"
"1101 Euclid St NW, Washington, DC 20009","2026/07/07",2800,"1 Bed","Apartment"
"1101 Euclid St NW, Washington, DC 20009","2026/07/07",2675,"2 Beds","Apartment"
"1101 Euclid St NW, Washington, DC 20009","2026/07/07",3375,"3 Beds","Apartment"
"2303 14th St NW, Washington, DC 20009","2026/07/07",1976,"Studio","Apartment"
"2303 14th St NW, Washington, DC 20009","2026/07/07",2154,"1 Bed","Apartment"
"1301 M St NW, Washington, DC 20005","2026/07/07",2885,"1 Bed","Apartment"
"1301 M St NW, Washington, DC 20005","2026/07/07",3920,"2 Beds","Apartment"
"1301 M St NW, Washington, DC 20005","2026/07/07",6020,"3 Beds","Apartment"
"301 M St SW, Washington, DC 20024","2026/07/07",1858,"Studio","Apartment"
"301 M St SW, Washington, DC 20024","2026/07/07",2140,"1 Bed","Apartment"
"301 M St SW, Washington, DC 20024","2026/07/07",2655,"2 Beds","Apartment"
"2800 Quebec St NW, Washington, DC 20008","2026/07/07",1626,"Studio","Apartment"
"2800 Quebec St NW, Washington, DC 20008","2026/07/07",1726,"1 Bed","Apartment"
"1255 25th St NW, Washington, DC 20037","2026/07/07",2460,"Studio","Apartment"
"1255 25th St NW, Washington, DC 20037","2026/07/07",3145,"1 Bed","Apartment"
"1255 25th St NW, Washington, DC 20037","2026/07/07",6089,"2 Beds","Apartment"
"2400 Virginia Ave NW, Washington, DC 20037","2026/07/07",2316,"Studio","Apartment"
"2400 Virginia Ave NW, Washington, DC 20037","2026/07/07",2395,"1 Bed","Apartment"
"2400 Virginia Ave NW, Washington, DC 20037","2026/07/07",4213,"2 Beds","Apartment"
"2 M St NE, Washington, DC 20002","2026/07/07",1600,"Studio","Apartment"
"2 M St NE, Washington, DC 20002","2026/07/07",1899,"1 Bed","Apartment"
"2 M St NE, Washington, DC 20002","2026/07/07",3100,"2 Beds","Apartment"
"907 6th St SW, Washington, DC 20024","2026/07/07",1793,"Studio","Apartment"
"907 6th St SW, Washington, DC 20024","2026/07/07",1847,"1 Bed","Apartment"
"907 6th St SW, Washington, DC 20024","2026/07/07",2543,"2 Beds","Apartment"
"4201 Massachusetts Ave NW, Washington, DC 20016","2026/07/07",1550,"Studio","Apartment"
"4201 Massachusetts Ave NW, Washington, DC 20016","2026/07/07",1840,"1 Bed","Apartment"
"4201 Massachusetts Ave NW, Washington, DC 20016","2026/07/07",3350,"2 Beds+","Apartment"
"1845 Summit Pl NW, Washington, DC 20009","2026/07/07",1588,"Studio","Apartment"
"1845 Summit Pl NW, Washington, DC 20009","2026/07/07",1920,"1 Bed","Apartment"
"1845 Summit Pl NW, Washington, DC 20009","2026/07/07",2760,"2 Beds","Apartment"
"440 Penn St NE, Washington, DC 20002","2026/07/07",2249,"1 Bed","Apartment"
"440 Penn St NE, Washington, DC 20002","2026/07/07",3597,"2 Beds","Apartment"
"440 Penn St NE, Washington, DC 20002","2026/07/07",5784,"3 Beds","Apartment"
"1701 H St NE, Washington, DC 20002","2026/07/07",1599,"Studio","Apartment"
"1701 H St NE, Washington, DC 20002","2026/07/07",1846,"1 Bed","Apartment"
"1701 H St NE, Washington, DC 20002","2026/07/07",3182,"2 Beds","Apartment"
"1700 H St NE, Washington, DC 20002","2026/07/07",1725,"Studio","Apartment"
"1700 H St NE, Washington, DC 20002","2026/07/07",2000,"1 Bed","Apartment"
"1700 H St NE, Washington, DC 20002","2026/07/07",2875,"2 Beds","Apartment"
