"Address","Date","Rent","Aprt_Type","Building_Type"
"2650 Woodley Rd NW, Washington, DC 20008","2026/06/02",3932,"1 Bed","Apartment"
"2650 Woodley Rd NW, Washington, DC 20008","2026/06/02",5102,"2 Beds","Apartment"
"2650 Woodley Rd NW, Washington, DC 20008","2026/06/02",8367,"3 Beds","Apartment"
"2228 Martin Luther King Jr Ave SE, Washington, DC 20020","2026/06/02",1784,"3 Beds",NA
"800 Kenilworth Ave NE, Washington, DC 20019","2026/06/02",1779,"1 Bed","Apartment"
"800 Kenilworth Ave NE, Washington, DC 20019","2026/06/02",1230,"2 Beds","Apartment"
"800 Kenilworth Ave NE, Washington, DC 20019","2026/06/02",2449,"3 Beds","Apartment"
"2323 Pennsylvania Ave SE, Washington, DC 20020","2026/06/02",1781,"3 Beds",NA
"1777 Columbia Rd NW, Washington, DC 20009","2026/06/02",2031,"Studio","Apartment"
"1777 Columbia Rd NW, Washington, DC 20009","2026/06/02",2468,"1 Bed","Apartment"
"8750 Georgia Ave, Silver Spring, MD 20910","2026/06/02",1450,"Studio","Apartment"
"8750 Georgia Ave, Silver Spring, MD 20910","2026/06/02",1575,"1 Bed","Apartment"
"8750 Georgia Ave, Silver Spring, MD 20910","2026/06/02",2000,"2 Beds","Apartment"
"600 Howard Rd SE, Washington, DC 20020","2026/06/02",1947,"Studio","Apartment"
"600 Howard Rd SE, Washington, DC 20020","2026/06/02",2440,"1 Bed","Apartment"
"600 Howard Rd SE, Washington, DC 20020","2026/06/02",4224,"2 Beds","Apartment"
"650 Howard Rd SE, Washington, DC 20020","2026/06/02",1944,"Studio","Apartment"
"650 Howard Rd SE, Washington, DC 20020","2026/06/02",2564,"1 Bed","Apartment"
"650 Howard Rd SE, Washington, DC 20020","2026/06/02",4374,"2 Beds","Apartment"
"2601 Calvert St NW, Washington, DC 20008","2026/06/02",2358,"Studio","Apartment"
"2601 Calvert St NW, Washington, DC 20008","2026/06/02",2853,"1 Bed","Apartment"
"2601 Calvert St NW, Washington, DC 20008","2026/06/02",4857,"2 Beds+","Apartment"
"3636 16th St NW, Washington, DC 20010","2026/06/02",1248,"Studio","Apartment"
"3636 16th St NW, Washington, DC 20010","2026/06/02",1990,"1 Bed","Apartment"
"443 New York Ave NW, Washington, DC 20001","2026/06/02",2011,"Studio","Apartment"
"443 New York Ave NW, Washington, DC 20001","2026/06/02",2235,"1 Bed","Apartment"
"443 New York Ave NW, Washington, DC 20001","2026/06/02",3313,"2 Beds","Apartment"
"1240 3rd St NE, Washington, DC 20002","2026/06/02",1846,"Studio","Apartment"
"1240 3rd St NE, Washington, DC 20002","2026/06/02",2315,"1 Bed","Apartment"
"1240 3rd St NE, Washington, DC 20002","2026/06/02",4306,"2 Beds","Apartment"
"44 Banner Ln, Washington, DC 20001","2026/06/02",1694,"Studio","Apartment"
"44 Banner Ln, Washington, DC 20001","2026/06/02",1738,"1 Bed","Apartment"
"44 Banner Ln, Washington, DC 20001","2026/06/02",2536,"2 Beds","Apartment"
"4000 Wisconsin Ave NW, Washington, DC 20016","2026/06/02",2373,"1 Bed","Apartment"
"4000 Wisconsin Ave NW, Washington, DC 20016","2026/06/02",3619,"2 Beds","Apartment"
"4000 Wisconsin Ave NW, Washington, DC 20016","2026/06/02",9004,"3 Beds","Apartment"
"300 12th St SW, Washington, DC 20024","2026/06/02",2101,"Studio","Apartment"
"300 12th St SW, Washington, DC 20024","2026/06/02",2313,"1 Bed","Apartment"
"300 12th St SW, Washington, DC 20024","2026/06/02",4100,"2 Beds","Apartment"
"7 M St NE, Washington, DC 20002","2026/06/02",1530,"Studio","Apartment"
"7 M St NE, Washington, DC 20002","2026/06/02",1737,"1 Bed","Apartment"
"7 M St NE, Washington, DC 20002","2026/06/02",1909,"2 Beds+","Apartment"
"113 Potomac Ave SW, Washington, DC 20024","2026/06/02",2132,"Studio","Apartment"
"113 Potomac Ave SW, Washington, DC 20024","2026/06/02",2309,"1 Bed","Apartment"
"113 Potomac Ave SW, Washington, DC 20024","2026/06/02",3196,"2 Beds+","Apartment"
"1100 Dahlia St NW, Washington, DC 20012","2026/06/02",1816,"Studio","Apartment"
"1100 Dahlia St NW, Washington, DC 20012","2026/06/02",1823,"1 Bed","Apartment"
"1100 Dahlia St NW, Washington, DC 20012","2026/06/02",2667,"2 Beds","Apartment"
"6830-6896 Laurel St NW, Washington, DC 20012","2026/06/02",1420,"Studio","Apartment"
"6830-6896 Laurel St NW, Washington, DC 20012","2026/06/02",1510,"1 Bed","Apartment"
"6830-6896 Laurel St NW, Washington, DC 20012","2026/06/02",1510,"2 Beds","Apartment"
"150 I St SE, Washington, DC 20003","2026/06/02",1875,"Studio","Apartment"
"150 I St SE, Washington, DC 20003","2026/06/02",2331,"1 Bed","Apartment"
"150 I St SE, Washington, DC 20003","2026/06/02",3051,"2 Beds","Apartment"
"440 Penn St NE, Washington, DC 20002","2026/06/02",2089,"1 Bed","Apartment"
"440 Penn St NE, Washington, DC 20002","2026/06/02",3586,"2 Beds","Apartment"
"440 Penn St NE, Washington, DC 20002","2026/06/02",5471,"3 Beds","Apartment"
"1701 H St NE, Washington, DC 20002","2026/06/02",1595,"Studio","Apartment"
"1701 H St NE, Washington, DC 20002","2026/06/02",1729,"1 Bed","Apartment"
"1701 H St NE, Washington, DC 20002","2026/06/02",3295,"2 Beds","Apartment"
"630 Kenilworth Ter NE, Washington, DC 20019","2026/06/02",1615,"Studio","Apartment"
"630 Kenilworth Ter NE, Washington, DC 20019","2026/06/02",1630,"1 Bed","Apartment"
"630 Kenilworth Ter NE, Washington, DC 20019","2026/06/02",2460,"2 Beds","Apartment"
"1700 H St NE, Washington, DC 20002","2026/06/02",1640,"Studio","Apartment"
"1700 H St NE, Washington, DC 20002","2026/06/02",1945,"1 Bed","Apartment"
"1700 H St NE, Washington, DC 20002","2026/06/02",2325,"2 Beds","Apartment"
"733 15th St NW, Washington, DC 20005","2026/06/02",2580,"Studio","Apartment"
"733 15th St NW, Washington, DC 20005","2026/06/02",3430,"1 Bed","Apartment"
"733 15th St NW, Washington, DC 20005","2026/06/02",4560,"2 Beds","Apartment"
"4000 Massachusetts Ave NW, Washington, DC 20016","2026/06/02",1400,"Studio","Apartment"
"4000 Massachusetts Ave NW, Washington, DC 20016","2026/06/02",1700,"1 Bed","Apartment"
"4000 Massachusetts Ave NW, Washington, DC 20016","2026/06/02",2400,"2 Beds","Apartment"
"713 Lamont St NW, Washington, DC 20010","2026/06/02",1579,"Studio","Apartment"
"713 Lamont St NW, Washington, DC 20010","2026/06/02",1960,"1 Bed","Apartment"
"713 Lamont St NW, Washington, DC 20010","2026/06/02",3167,"2 Beds","Apartment"
"2400 14th St NW, Washington, DC 20009","2026/06/02",2020,"Studio","Apartment"
"2400 14th St NW, Washington, DC 20009","2026/06/02",2494,"1 Bed","Apartment"
