"Address","Date","Rent","Aprt_Type","Building_Type"
"1777 Columbia Rd NW, Washington, DC 20009","2026/05/04",1865,"Studio","Apartment"
"1777 Columbia Rd NW, Washington, DC 20009","2026/05/04",2416,"1 Bed","Apartment"
"800 Kenilworth Ave NE, Washington, DC 20019","2026/05/04",1763,"1 Bed","Apartment"
"800 Kenilworth Ave NE, Washington, DC 20019","2026/05/04",2112,"2 Beds","Apartment"
"800 Kenilworth Ave NE, Washington, DC 20019","2026/05/04",2424,"3 Beds","Apartment"
"2323 Pennsylvania Ave SE, Washington, DC 20020","2026/05/04",1781,"3 Beds",NA
"2228 Martin Luther King Jr Ave SE, Washington, DC 20020","2026/05/04",1784,"1 Bed","Apartment"
"2228 Martin Luther King Jr Ave SE, Washington, DC 20020","2026/05/04",2132,"2 Beds","Apartment"
"2228 Martin Luther King Jr Ave SE, Washington, DC 20020","2026/05/04",2312,"3 Beds","Apartment"
"8750 Georgia Ave, Silver Spring, MD 20910","2026/05/04",1500,"Studio","Apartment"
"8750 Georgia Ave, Silver Spring, MD 20910","2026/05/04",1575,"1 Bed","Apartment"
"8750 Georgia Ave, Silver Spring, MD 20910","2026/05/04",2000,"2 Beds","Apartment"
"443 New York Ave NW, Washington, DC 20001","2026/05/04",2036,"Studio","Apartment"
"443 New York Ave NW, Washington, DC 20001","2026/05/04",2405,"1 Bed","Apartment"
"443 New York Ave NW, Washington, DC 20001","2026/05/04",3362,"2 Beds","Apartment"
"1676 Maryland Ave NE, Washington, DC 20002","2026/05/04",1444,"Studio","Apartment"
"1676 Maryland Ave NE, Washington, DC 20002","2026/05/04",1508,"1 Bed","Apartment"
"1676 Maryland Ave NE, Washington, DC 20002","2026/05/04",1973,"2 Beds","Apartment"
"1240 3rd St NE, Washington, DC 20002","2026/05/04",1653,"Studio","Apartment"
"1240 3rd St NE, Washington, DC 20002","2026/05/04",2079,"1 Bed","Apartment"
"1240 3rd St NE, Washington, DC 20002","2026/05/04",3714,"2 Beds+","Apartment"
"44 Banner Ln, Washington, DC 20001","2026/05/04",1865,"Studio","Apartment"
"44 Banner Ln, Washington, DC 20001","2026/05/04",2000,"1 Bed","Apartment"
"44 Banner Ln, Washington, DC 20001","2026/05/04",2585,"2 Beds","Apartment"
"4000 Wisconsin Ave NW, Washington, DC 20016","2026/05/04",2412,"1 Bed","Apartment"
"4000 Wisconsin Ave NW, Washington, DC 20016","2026/05/04",3669,"2 Beds","Apartment"
"4000 Wisconsin Ave NW, Washington, DC 20016","2026/05/04",9004,"3 Beds","Apartment"
"300 12th St SW, Washington, DC 20024","2026/05/04",1992,"Studio","Apartment"
"300 12th St SW, Washington, DC 20024","2026/05/04",2313,"1 Bed","Apartment"
"300 12th St SW, Washington, DC 20024","2026/05/04",3620,"2 Beds+","Apartment"
"7 M St NE, Washington, DC 20002","2026/05/04",1530,"Studio","Apartment"
"7 M St NE, Washington, DC 20002","2026/05/04",1737,"1 Bed","Apartment"
"7 M St NE, Washington, DC 20002","2026/05/04",1909,"2 Beds+","Apartment"
