"","Address","Date","Rent","Aprt_Type","Building_Type"
"757","400 Taylor St NE, Washington, DC 20017","2026/01/01",1615,"1 Bed","Apartment"
"758","400 Taylor St NE, Washington, DC 20017","2026/01/01",1906,"2 Beds","Apartment"
"759","5508 7th St NW, Washington, DC 20011","2026/01/01",1650,"1 Bed","Apartment"
"760","5508 7th St NW, Washington, DC 20011","2026/01/01",2500,"2 Beds","Apartment"
"761","501 Kennedy St NW, Washington, DC 20011","2026/01/01",1750,"1 Bed","Apartment"
"762","501 Kennedy St NW, Washington, DC 20011","2026/01/01",2750,"2 Beds","Apartment"
"763","915 L St NW, Washington, DC 20001","2026/01/01",2223,"Studio","Apartment"
"764","915 L St NW, Washington, DC 20001","2026/01/01",2258,"1 Bed","Apartment"
"765","915 L St NW, Washington, DC 20001","2026/01/01",3520,"2 Beds","Apartment"
"766","3220 Prospect St NW, Washington, DC 20007","2026/01/01",2700,"Studio","Apartment"
"767","3220 Prospect St NW, Washington, DC 20007","2026/01/01",2700,"1 Bed","Apartment"
"768","22 Kennedy St NW, Washington, DC 20011","2026/01/01",2225,"1 Bed","Apartment"
"769","22 Kennedy St NW, Washington, DC 20011","2026/01/01",2750,"2 Beds","Apartment"
"770","22 Kennedy St NW, Washington, DC 20011","2026/01/01",3125,"3 Beds","Apartment"
"771","2 I St SE, Washington, DC 20003","2026/01/01",2030,"Studio","Apartment"
"772","2 I St SE, Washington, DC 20003","2026/01/01",2160,"1 Bed","Apartment"
"773","2 I St SE, Washington, DC 20003","2026/01/01",2784,"2 Beds+","Apartment"
"774","35 Parker Row SW, Washington, DC 20024","2026/01/01",2439,"1 Bed","Apartment"
"775","35 Parker Row SW, Washington, DC 20024","2026/01/01",3759,"2 Beds","Apartment"
"776","4849 Connecticut Ave NW, Washington, DC 20008","2026/01/01",1614,"Studio","Apartment"
"777","4849 Connecticut Ave NW, Washington, DC 20008","2026/01/01",1838,"1 Bed","Apartment"
"778","4849 Connecticut Ave NW, Washington, DC 20008","2026/01/01",3113,"2 Beds","Apartment"
"779","1301 15th St NW, Washington, DC 20005","2026/01/01",1530,"Studio","Apartment"
"780","1301 15th St NW, Washington, DC 20005","2026/01/01",2403,"1 Bed","Apartment"
"781","218 Cedar St NW, Washington, DC 20012","2026/01/01",2150,"1 Bed","Apartment"
"782","218 Cedar St NW, Washington, DC 20012","2026/01/01",2850,"2 Beds","Apartment"
"783","100 Michigan Ave NE, Washington, DC 20017","2026/01/01",1670,"1 Bed","Apartment"
"784","100 Michigan Ave NE, Washington, DC 20017","2026/01/01",2017,"2 Beds","Apartment"
"785","100 Michigan Ave NE, Washington, DC 20017","2026/01/01",4178,"3 Beds","Apartment"
"786","1500 Massachusetts Ave NW, Washington, DC 20005","2026/01/01",1482,"Studio","Apartment"
"787","1500 Massachusetts Ave NW, Washington, DC 20005","2026/01/01",1822,"1 Bed","Apartment"
"788","1500 Massachusetts Ave NW, Washington, DC 20005","2026/01/01",2770,"2 Beds","Apartment"
"789","2000 N St St NW, Washington, DC 20036","2026/01/01",1708,"Studio","Apartment"
"790","2000 N St St NW, Washington, DC 20036","2026/01/01",2579,"1 Bed","Apartment"
"791","2000 N St St NW, Washington, DC 20036","2026/01/01",3869,"2 Beds","Apartment"
"792","1220 Pennsylvania Ave SE, Washington, DC 20003","2026/01/01",1800,"2 Beds",NA
"793","555 E St SW, Washington, DC 20024","2026/01/01",1246,"Studio","Apartment"
"794","555 E St SW, Washington, DC 20024","2026/01/01",2470,"1 Bed","Apartment"
"795","555 E St SW, Washington, DC 20024","2026/01/01",3070,"2 Beds","Apartment"
"796","1445 Ogden St NW, Washington, DC 20010","2026/01/01",1246,"Studio","Apartment"
"797","1445 Ogden St NW, Washington, DC 20010","2026/01/01",1857,"1 Bed","Apartment"
"798","1445 Ogden St NW, Washington, DC 20010","2026/01/01",2170,"2 Beds","Apartment"
"799","1825 7th St NW, Washington, DC 20001","2026/01/01",1613,"Studio","Apartment"
"800","1825 7th St NW, Washington, DC 20001","2026/01/01",2158,"1 Bed","Apartment"
"801","1825 7th St NW, Washington, DC 20001","2026/01/01",3244,"2 Beds","Apartment"
"802","3003 Van Ness St NW, Washington, DC 20008","2026/01/01",1459,"Studio","Apartment"
"803","3003 Van Ness St NW, Washington, DC 20008","2026/01/01",1659,"1 Bed","Apartment"
"804","3003 Van Ness St NW, Washington, DC 20008","2026/01/01",2544,"2 Beds","Apartment"
"805","5702-5708 Georgia Ave NW, Washington, DC 20011","2026/01/01",2350,"2 Beds",NA
"806","317 Kennedy St NW, Washington, DC 20011","2026/01/01",2250,"2 Beds",NA
"807","4545 Connecticut Ave NW, Washington, DC 20008","2026/01/01",2000,"1 Bed","Apartment"
"808","4545 Connecticut Ave NW, Washington, DC 20008","2026/01/01",2299,"2 Beds","Apartment"
"809","4545 Connecticut Ave NW, Washington, DC 20008","2026/01/01",3800,"3 Beds+","Apartment"
"810","1401 New York Ave NE, Washington, DC 20002","2026/01/01",1486,"Studio","Apartment"
"811","1401 New York Ave NE, Washington, DC 20002","2026/01/01",1036,"1 Bed","Apartment"
"812","1401 New York Ave NE, Washington, DC 20002","2026/01/01",2221,"2 Beds+","Apartment"
"813","3930 Georgia Ave NW, Washington, DC 20011","2026/01/01",1865,"1 Bed","Apartment"
"814","3930 Georgia Ave NW, Washington, DC 20011","2026/01/01",2399,"2 Beds","Apartment"
"815","806 Channing Place NE, Washington, DC 20018","2026/01/01",1491,"Studio","Apartment"
"816","806 Channing Place NE, Washington, DC 20018","2026/01/01",1634,"1 Bed","Apartment"
"817","806 Channing Place NE, Washington, DC 20018","2026/01/01",2121,"2 Beds","Apartment"
"818","323 62nd St NE, Washington, DC 20019","2026/01/01",1543,"1 Bed","Apartment"
"819","323 62nd St NE, Washington, DC 20019","2026/01/01",1881,"2 Beds","Apartment"
"820","323 62nd St NE, Washington, DC 20019","2026/01/01",2435,"3 Beds","Apartment"
"821","151 Q St NE, Washington, DC 20002","2026/01/01",1569,"Studio","Apartment"
"822","151 Q St NE, Washington, DC 20002","2026/01/01",1740,"1 Bed","Apartment"
"823","151 Q St NE, Washington, DC 20002","2026/01/01",2641,"2 Beds","Apartment"
"824","1400 W St NW, Washington, DC 20009","2026/01/01",1494,"Studio","Apartment"
"825","1400 W St NW, Washington, DC 20009","2026/01/01",1881,"1 Bed","Apartment"
"826","1400 W St NW, Washington, DC 20009","2026/01/01",2211,"2 Beds","Apartment"
"827","225 Vine St NW, Washington, DC 20012","2026/01/01",1075,"2 Beds",NA
"828","2333 Skyland Pl SE, Washington, DC 20020","2026/01/01",1145,"1 Bed","Apartment"
"829","2333 Skyland Pl SE, Washington, DC 20020","2026/01/01",1525,"2 Beds","Apartment"
"830","2333 Skyland Pl SE, Washington, DC 20020","2026/01/01",1715,"3 Beds","Apartment"
"831","320 Florida Ave NE, Washington, DC 20002","2026/01/01",905,"2 Beds","Apartment"
"832","320 Florida Ave NE, Washington, DC 20002","2026/01/01",1007,"3 Beds","Apartment"
"833","320 Florida Ave NE, Washington, DC 20002","2026/01/01",839,"4 Beds","Apartment"
"834","3333 Wisconsin Ave NW, Washington, DC 20016","2026/01/01",2099,"Studio","Apartment"
"835","3333 Wisconsin Ave NW, Washington, DC 20016","2026/01/01",2150,"1 Bed","Apartment"
"836","3333 Wisconsin Ave NW, Washington, DC 20016","2026/01/01",3100,"2 Beds","Apartment"
"837","2725 30th St SE, Washington, DC 20020","2026/01/01",1050,"1 Bed","Apartment"
"838","2725 30th St SE, Washington, DC 20020","2026/01/01",1225,"2 Beds","Apartment"
"839","2725 30th St SE, Washington, DC 20020","2026/01/01",1650,"3 Beds","Apartment"
"840","307 Riggs Rd NE, Washington, DC 20011","2026/01/01",744,"Studio","Apartment"
"841","307 Riggs Rd NE, Washington, DC 20011","2026/01/01",1335,"1 Bed","Apartment"
"842","307 Riggs Rd NE, Washington, DC 20011","2026/01/01",1782,"2 Beds","Apartment"
"843","1520-1522 N Capitol St NW, Washington, DC 20002","2026/01/01",720,"Studio","Apartment"
"844","1520-1522 N Capitol St NW, Washington, DC 20002","2026/01/01",1430,"1 Bed","Apartment"
"845","1520-1522 N Capitol St NW, Washington, DC 20002","2026/01/01",1830,"2 Beds+","Apartment"
"846","3598 Hayes St NE, Washington, DC 20019","2026/01/01",900,"1 Bed","Apartment"
"847","3598 Hayes St NE, Washington, DC 20019","2026/01/01",1200,"2 Beds","Apartment"
"848","3598 Hayes St NE, Washington, DC 20019","2026/01/01",1508,"3 Beds+","Apartment"
"849","8708 1st Ave, Silver Spring, MD 20910","2026/01/01",1859,"1 Bed","Apartment"
"850","8708 1st Ave, Silver Spring, MD 20910","2026/01/01",2750,"2 Beds","Apartment"
"851","1260 Spring St, Silver Spring, MD 20910","2026/01/01",2249,"1 Bed","Apartment"
"852","1260 Spring St, Silver Spring, MD 20910","2026/01/01",2795,"2 Beds","Apartment"
"853","8710 Cameron St, Silver Spring, MD 20910","2026/01/01",1561,"Studio","Apartment"
"854","8710 Cameron St, Silver Spring, MD 20910","2026/01/01",2069,"1 Bed","Apartment"
"855","8710 Cameron St, Silver Spring, MD 20910","2026/01/01",2594,"2 Beds","Apartment"
"NA.21",NA,NA,NA,NA,NA
"857","7000 Wisconsin Ave, Bethesda, MD 20815","2026/01/01",2295,"Studio","Apartment"
"858","7000 Wisconsin Ave, Bethesda, MD 20815","2026/01/01",2415,"1 Bed","Apartment"
"859","7000 Wisconsin Ave, Bethesda, MD 20815","2026/01/01",3115,"2 Beds","Apartment"
"NA.22",NA,NA,NA,NA,NA
"861","3601 Gallatin St, Hyattsville, MD 20782","2026/01/01",1540,"",NA
"NA.23",NA,NA,NA,NA,NA
"NA.24",NA,NA,NA,NA,NA
"NA.25",NA,NA,NA,NA,NA
"865","7170 Woodmont Ave, Bethesda, MD 20815","2026/01/01",2752,"1 Bed","Apartment"
"866","7170 Woodmont Ave, Bethesda, MD 20815","2026/01/01",2328,"2 Beds","Apartment"
"867","7170 Woodmont Ave, Bethesda, MD 20815","2026/01/01",5275,"3 Beds","Apartment"
"868","1316 Fenwick Ln, Silver Spring, MD 20910","2026/01/01",1435,"Studio","Apartment"
"869","1316 Fenwick Ln, Silver Spring, MD 20910","2026/01/01",1699,"1 Bed","Apartment"
"870","1316 Fenwick Ln, Silver Spring, MD 20910","2026/01/01",1938,"2 Beds","Apartment"
"871","555 Thayer Ave, Silver Spring, MD 20910","2026/01/01",1299,"Studio","Apartment"
"872","555 Thayer Ave, Silver Spring, MD 20910","2026/01/01",1699,"1 Bed","Apartment"
"873","555 Thayer Ave, Silver Spring, MD 20910","2026/01/01",1799,"2 Beds+","Apartment"
"874","5307 38th Ave, Hyattsville, MD 20781","2026/01/01",1336,"1 Bed","Apartment"
"875","5307 38th Ave, Hyattsville, MD 20781","2026/01/01",1815,"2 Beds","Apartment"
"876","8021 Georgia Ave, Silver Spring, MD 20910","2026/01/01",1670,"Studio","Apartment"
"877","8021 Georgia Ave, Silver Spring, MD 20910","2026/01/01",1900,"1 Bed","Apartment"
"878","8021 Georgia Ave, Silver Spring, MD 20910","2026/01/01",2480,"2 Beds","Apartment"
"879","903 Glen Willow Dr, Seat Pleasant, MD 20743","2026/01/01",1347,"1 Bed","Apartment"
"880","903 Glen Willow Dr, Seat Pleasant, MD 20743","2026/01/01",1582,"2 Beds","Apartment"
"881","903 Glen Willow Dr, Seat Pleasant, MD 20743","2026/01/01",1905,"3 Beds","Apartment"
"882","3801 Kenilworth Ave, Bladensburg, MD 20710","2026/01/01",1418,"1 Bed","Apartment"
"883","3801 Kenilworth Ave, Bladensburg, MD 20710","2026/01/01",1648,"2 Beds","Apartment"
"884","3801 Kenilworth Ave, Bladensburg, MD 20710","2026/01/01",1998,"3 Beds","Apartment"
"NA.26",NA,NA,NA,NA,NA
"886","1970 Rosemary Hills Dr, Silver Spring, MD 20910","2026/01/01",1732,"1 Bed","Apartment"
"887","1970 Rosemary Hills Dr, Silver Spring, MD 20910","2026/01/01",2066,"2 Beds","Apartment"
"888","1970 Rosemary Hills Dr, Silver Spring, MD 20910","2026/01/01",2373,"3 Beds","Apartment"
"889","700 Sligo Ave, Silver Spring, MD 20910","2026/01/01",1713,"1 Bed","Apartment"
"890","700 Sligo Ave, Silver Spring, MD 20910","2026/01/01",1881,"2 Beds","Apartment"
"891","700 Sligo Ave, Silver Spring, MD 20910","2026/01/01",2335,"3 Beds","Apartment"
"892","1507 Ray Rd, Hyattsville, MD 20782","2026/01/01",1515,"1 Bed","Apartment"
"893","1507 Ray Rd, Hyattsville, MD 20782","2026/01/01",1745,"2 Beds","Apartment"
"894","1507 Ray Rd, Hyattsville, MD 20782","2026/01/01",2110,"3 Beds","Apartment"
"895","501 Chillum Rd, Hyattsville, MD 20783","2026/01/01",1398,"1 Bed","Apartment"
"896","501 Chillum Rd, Hyattsville, MD 20783","2026/01/01",1550,"2 Beds","Apartment"
"897","3901 Suitland Rd, Suitland, MD 20746","2026/01/01",1395,"1 Bed","Apartment"
"898","3901 Suitland Rd, Suitland, MD 20746","2026/01/01",1499,"2 Beds","Apartment"
"899","3901 Suitland Rd, Suitland, MD 20746","2026/01/01",1940,"3 Beds","Apartment"
"NA.27",NA,NA,NA,NA,NA
"NA.28",NA,NA,NA,NA,NA
"902","5735 29th Ave, Hyattsville, MD 20782","2026/01/01",1437,"1 Bed","Apartment"
"903","5735 29th Ave, Hyattsville, MD 20782","2026/01/01",1597,"2 Beds","Apartment"
"904","5735 29th Ave, Hyattsville, MD 20782","2026/01/01",2051,"3 Beds","Apartment"
"905","1439 Southern Ave, Oxon Hill, MD 20745","2026/01/01",1399,"1 Bed","Apartment"
"906","1439 Southern Ave, Oxon Hill, MD 20745","2026/01/01",1689,"2 Beds","Apartment"
"907","1315 Apple Ave, Silver Spring, MD 20910","2026/01/01",1736,"2 Beds","Apartment"
"908","1108 Kennebec St, Oxon Hill, MD 20745","2026/01/01",1252,"1 Bed","Apartment"
"909","1108 Kennebec St, Oxon Hill, MD 20745","2026/01/01",1402,"2 Beds","Apartment"
"910","1108 Kennebec St, Oxon Hill, MD 20745","2026/01/01",1985,"3 Beds","Apartment"
"911","2641 Shadyside Ave, Suitland, MD 20746","2026/01/01",1230,"1 Bed","Apartment"
"912","2641 Shadyside Ave, Suitland, MD 20746","2026/01/01",1450,"2 Beds","Apartment"
"913","2641 Shadyside Ave, Suitland, MD 20746","2026/01/01",1785,"3 Beds","Apartment"
"NA.29",NA,NA,NA,NA,NA
"915","2600 Queens Chapel Rd, Hyattsville, MD 20782","2026/01/01",1495,"Studio","Apartment"
"916","2600 Queens Chapel Rd, Hyattsville, MD 20782","2026/01/01",1595,"1 Bed","Apartment"
"917","2600 Queens Chapel Rd, Hyattsville, MD 20782","2026/01/01",1880,"2 Beds+","Apartment"
"918","3907 23rd Pky, Temple Hills, MD 20748","2026/01/01",1148,"Studio","Apartment"
"919","3907 23rd Pky, Temple Hills, MD 20748","2026/01/01",1218,"1 Bed","Apartment"
"920","3907 23rd Pky, Temple Hills, MD 20748","2026/01/01",1358,"2 Beds+","Apartment"
"921","3301 Chillum Rd, Mount Rainier, MD 20712","2026/01/01",1357,"Studio","Apartment"
"922","3301 Chillum Rd, Mount Rainier, MD 20712","2026/01/01",1227,"1 Bed","Apartment"
"923","3301 Chillum Rd, Mount Rainier, MD 20712","2026/01/01",1293,"2 Beds","Apartment"
"924","2731 Nicholson St, Hyattsville, MD 20782","2026/01/01",1268,"Studio","Apartment"
"925","2731 Nicholson St, Hyattsville, MD 20782","2026/01/01",1278,"1 Bed","Apartment"
"926","2731 Nicholson St, Hyattsville, MD 20782","2026/01/01",1468,"2 Beds","Apartment"
"927","4301 23rd Pky, Temple Hills, MD 20748","2026/01/01",1138,"Studio","Apartment"
"928","4301 23rd Pky, Temple Hills, MD 20748","2026/01/01",1368,"1 Bed","Apartment"
"929","4301 23rd Pky, Temple Hills, MD 20748","2026/01/01",1388,"2 Beds+","Apartment"
"930","4110 Suitland Rd, Suitland, MD 20746","2026/01/01",1168,"1 Bed","Apartment"
"931","4110 Suitland Rd, Suitland, MD 20746","2026/01/01",1442,"2 Beds","Apartment"
"932","4110 Suitland Rd, Suitland, MD 20746","2026/01/01",1878,"3 Beds","Apartment"
"933","3200 Curtis Dr, Temple Hills, MD 20748","2026/01/01",1098,"Studio","Apartment"
"934","3200 Curtis Dr, Temple Hills, MD 20748","2026/01/01",1117,"1 Bed","Apartment"
"935","3200 Curtis Dr, Temple Hills, MD 20748","2026/01/01",1598,"2 Beds","Apartment"
"936","5401 Westbard Ave, Bethesda, MD 20816","2026/01/01",1510,"Studio","Apartment"
"937","5401 Westbard Ave, Bethesda, MD 20816","2026/01/01",1665,"1 Bed","Apartment"
"938","5401 Westbard Ave, Bethesda, MD 20816","2026/01/01",2463,"2 Beds+","Apartment"
"939","2316 Brooks Dr, Suitland, MD 20746","2026/01/01",1125,"Studio","Apartment"
"940","2316 Brooks Dr, Suitland, MD 20746","2026/01/01",1365,"1 Bed","Apartment"
"941","2316 Brooks Dr, Suitland, MD 20746","2026/01/01",1794,"2 Beds+","Apartment"
"942","4101 Kaywood Pl, Mount Rainier, MD 20712","2026/01/01",943,"Studio","Apartment"
"943","4101 Kaywood Pl, Mount Rainier, MD 20712","2026/01/01",1198,"1 Bed","Apartment"
"944","4101 Kaywood Pl, Mount Rainier, MD 20712","2026/01/01",1503,"2 Beds","Apartment"
"945","625 Audrey Ln, Oxon Hill, MD 20745","2026/01/01",985,"Studio","Apartment"
"946","625 Audrey Ln, Oxon Hill, MD 20745","2026/01/01",1184,"1 Bed","Apartment"
"947","625 Audrey Ln, Oxon Hill, MD 20745","2026/01/01",1300,"2 Beds+","Apartment"
"948","715 Sligo Ave, Silver Spring, MD 20910","2026/01/01",800,"1 Bed","Apartment"
"949","715 Sligo Ave, Silver Spring, MD 20910","2026/01/01",950,"2 Beds","Apartment"
"950","715 Sligo Ave, Silver Spring, MD 20910","2026/01/01",1000,"3 Beds","Apartment"
"951","615 Swann Ave, Alexandria, VA 22301","2026/01/01",2046,"Studio","Apartment"
"952","615 Swann Ave, Alexandria, VA 22301","2026/01/01",2395,"1 Bed","Apartment"
"953","615 Swann Ave, Alexandria, VA 22301","2026/01/01",3294,"2 Beds","Apartment"
"954","400 Wythe St, Alexandria, VA 22314","2026/01/01",2250,"Studio","Apartment"
"955","400 Wythe St, Alexandria, VA 22314","2026/01/01",2474,"1 Bed","Apartment"
"956","400 Wythe St, Alexandria, VA 22314","2026/01/01",3843,"2 Beds","Apartment"
"957","1301 N Troy St, Arlington, VA 22201","2026/01/01",2706,"1 Bed","Apartment"
"958","1301 N Troy St, Arlington, VA 22201","2026/01/01",3144,"2 Beds","Apartment"
"959","1400 Oronoco St, Alexandria, VA 22314","2026/01/01",2750,"2 Beds","Apartment"
"960","1400 Oronoco St, Alexandria, VA 22314","2026/01/01",3850,"3 Beds","Apartment"
"961","1501-1505 Crystal Dr, Arlington, VA 22202","2026/01/01",2428,"1 Bed","Apartment"
"962","1501-1505 Crystal Dr, Arlington, VA 22202","2026/01/01",3008,"2 Beds","Apartment"
"963","1446 S Grant St, Arlington, VA 22202","2026/01/01",2711,"1 Bed","Apartment"
"964","1446 S Grant St, Arlington, VA 22202","2026/01/01",4705,"2 Beds","Apartment"
"965","1446 S Grant St, Arlington, VA 22202","2026/01/01",6400,"3 Beds","Apartment"
"966","590 S 15th St, Arlington, VA 22202","2026/01/01",2040,"Studio","Apartment"
"967","590 S 15th St, Arlington, VA 22202","2026/01/01",2350,"1 Bed","Apartment"
"968","590 S 15th St, Arlington, VA 22202","2026/01/01",2895,"2 Beds","Apartment"
"969","2250 Clarendon Blvd, Arlington, VA 22201","2026/01/01",2196,"1 Bed","Apartment"
"970","2250 Clarendon Blvd, Arlington, VA 22201","2026/01/01",2877,"2 Beds","Apartment"
"971","710 12th St S, Arlington, VA 22202","2026/01/01",2224,"Studio","Apartment"
"972","710 12th St S, Arlington, VA 22202","2026/01/01",2682,"1 Bed","Apartment"
"973","710 12th St S, Arlington, VA 22202","2026/01/01",4263,"2 Beds","Apartment"
"974","620 Jefferson St, Alexandria, VA 22314","2026/01/01",1459,"Studio","Apartment"
"975","620 Jefferson St, Alexandria, VA 22314","2026/01/01",2164,"1 Bed","Apartment"
"976","620 Jefferson St, Alexandria, VA 22314","2026/01/01",2630,"2 Beds","Apartment"
"977","1111 N Belle Pre Way, Alexandria, VA 22314","2026/01/01",2060,"1 Bed","Apartment"
"978","1111 N Belle Pre Way, Alexandria, VA 22314","2026/01/01",2875,"2 Beds","Apartment"
"979","1221 N Pierce St, Arlington, VA 22209","2026/01/01",2149,"1 Bed","Apartment"
"980","1221 N Pierce St, Arlington, VA 22209","2026/01/01",3049,"2 Beds","Apartment"
"981","1320 N Veitch St, Arlington, VA 22201","2026/01/01",2210,"1 Bed","Apartment"
"982","1320 N Veitch St, Arlington, VA 22201","2026/01/01",3086,"2 Beds","Apartment"
"983","2500 Clarendon Blvd, Arlington, VA 22201","2026/01/01",2375,"Studio","Apartment"
"984","2500 Clarendon Blvd, Arlington, VA 22201","2026/01/01",2290,"1 Bed","Apartment"
"985","2500 Clarendon Blvd, Arlington, VA 22201","2026/01/01",3395,"2 Beds+","Apartment"
"986","2120 N Monroe St, Arlington, VA 22207","2026/01/01",1925,"1 Bed","Apartment"
"987","2120 N Monroe St, Arlington, VA 22207","2026/01/01",2085,"2 Beds","Apartment"
"988","2120 N Monroe St, Arlington, VA 22207","2026/01/01",3045,"3 Beds","Apartment"
"989","701 N Wayne St, Arlington, VA 22201","2026/01/01",1592,"Studio","Apartment"
"990","701 N Wayne St, Arlington, VA 22201","2026/01/01",1835,"1 Bed","Apartment"
"991","701 N Wayne St, Arlington, VA 22201","2026/01/01",2632,"2 Beds","Apartment"
"992","1531 N Pierce St, Arlington, VA 22209","2026/01/01",1652,"Studio","Apartment"
"993","1531 N Pierce St, Arlington, VA 22209","2026/01/01",1752,"1 Bed","Apartment"
"994","1531 N Pierce St, Arlington, VA 22209","2026/01/01",1966,"2 Beds+","Apartment"
"995","1826 Vernon St NW, Washington, DC 20009","2026/01/01",1300,"2 Beds+","Apartment"
"996","1901 Connecticut Ave NW, Washington, DC 20009","2026/01/01",1360,"2 Beds+","Apartment"
"997","1921 8th St NW, Washington, DC 20001","2026/01/01",1290,"2 Beds+","Apartment"
"998","1255 22nd St NW, Washington, DC 20037","2026/01/01",1260,"2 Beds+","Apartment"
"999","1212 4th St SE, Washington, DC 20003","2026/01/01",1310,"2 Beds+","Apartment"
"1000","11 S St NE, Washington, DC 20002","2026/01/01",4695,"2 Beds+","Apartment"
"1001","450 Massachusetts Ave NW, Washington, DC 20001","2026/01/01",1660,"2 Beds+","Apartment"
"1002","2730 Wisconsin Ave NW, Washington, DC 20007","2026/01/01",1870,"Studio","Apartment"
"1003","2730 Wisconsin Ave NW, Washington, DC 20007","2026/01/01",2073,"1 Bed","Apartment"
"1004","2730 Wisconsin Ave NW, Washington, DC 20007","2026/01/01",2845,"2 Beds+","Apartment"
"1005","4500 Connecticut Ave NW, Washington, DC 20008","2026/01/01",1899,"1 Bed","Apartment"
"1006","4500 Connecticut Ave NW, Washington, DC 20008","2026/01/01",2699,"2 Beds","Apartment"
"1007","2702 Wisconsin Ave NW, Washington, DC 20007","2026/01/01",1425,"Studio","Apartment"
"1008","2702 Wisconsin Ave NW, Washington, DC 20007","2026/01/01",1810,"1 Bed","Apartment"
"1009","1701 Mass Ave NW, Washington, DC 20036","2026/01/01",1605,"Studio","Apartment"
"1010","1701 Mass Ave NW, Washington, DC 20036","2026/01/01",2250,"1 Bed","Apartment"
"1011","21 Riggs Rd NE, Washington, DC 20011","2026/01/01",1650,"1 Bed","Apartment"
"1012","21 Riggs Rd NE, Washington, DC 20011","2026/01/01",2300,"2 Beds","Apartment"
"1013","2441 18th St NW, Washington, DC 20009","2026/01/01",2850,"2 Beds","Apartment"
"1014","816 E St NE, Washington, DC 20002","2026/01/01",1750,"Studio","Apartment"
"1015","816 E St NE, Washington, DC 20002","2026/01/01",2200,"1 Bed","Apartment"
"1016","2101 New Hampshire Ave NW, Washington, DC 20009","2026/01/01",1650,"1 Bed","Apartment"
"1017","2727 29th St NW, Washington, DC 20008","2026/01/01",1799,"Studio","Apartment"
"1018","2727 29th St NW, Washington, DC 20008","2026/01/01",2099,"1 Bed","Apartment"
"1019","2727 29th St NW, Washington, DC 20008","2026/01/01",2999,"2 Beds+","Apartment"
"1020","331 15th St NE, Washington, DC 20002","2026/01/01",1150,"2 Beds+","Apartment"
"1021","3725 Macomb St NW, Washington, DC 20016","2026/01/01",1740,"Studio","Apartment"
"1022","3725 Macomb St NW, Washington, DC 20016","2026/01/01",2020,"1 Bed","Apartment"
"1023","3725 Macomb St NW, Washington, DC 20016","2026/01/01",3130,"2 Beds","Apartment"
"1024","2134 Wisconsin Ave NW, Washington, DC 20007","2026/01/01",2500,"1 Bed","Apartment"
"1025","2134 Wisconsin Ave NW, Washington, DC 20007","2026/01/01",4200,"2 Beds","Apartment"
"1026","3431 13th St NW, Washington, DC 20010","2026/01/01",1150,"2 Beds","Apartment"
"1027","1036 Newton St NE, Washington, DC 20017","2026/01/01",1175,"2 Beds","Apartment"
"1028","6101 16th St NW, Washington, DC 20011","2026/01/01",1999,"2 Beds","Apartment"
"1029","1101 New Hampshire Ave NW, Washington, DC 20037","2026/01/01",2225,"Studio","Apartment"
"1030","1101 New Hampshire Ave NW, Washington, DC 20037","2026/01/01",2520,"1 Bed","Apartment"
"1031","1101 New Hampshire Ave NW, Washington, DC 20037","2026/01/01",4650,"2 Beds","Apartment"
"1032","2601 Woodley Pl NW, Washington, DC 20008","2026/01/01",2041,"Studio","Apartment"
"1033","2601 Woodley Pl NW, Washington, DC 20008","2026/01/01",2493,"1 Bed","Apartment"
"1034","2601 Woodley Pl NW, Washington, DC 20008","2026/01/01",3684,"2 Beds+","Apartment"
"1035","1530 16th St NW, Washington, DC 20036","2026/01/01",1700,"Studio","Apartment"
"1036","1530 16th St NW, Washington, DC 20036","2026/01/01",2175,"1 Bed","Apartment"
"1037","1845 Summit Pl NW, Washington, DC 20009","2026/01/01",1612,"Studio","Apartment"
"1038","1845 Summit Pl NW, Washington, DC 20009","2026/01/01",1798,"1 Bed","Apartment"
"1039","1845 Summit Pl NW, Washington, DC 20009","2026/01/01",2698,"2 Beds","Apartment"
"1040","801 3rd St NW, Washington, DC 20001","2026/01/01",2245,"Studio","Apartment"
"1041","801 3rd St NW, Washington, DC 20001","2026/01/01",2615,"1 Bed","Apartment"
"1042","801 3rd St NW, Washington, DC 20001","2026/01/01",3638,"2 Beds","Apartment"
"1043","1501 Benning Rd NE, Washington, DC 20002","2026/01/01",1464,"1 Bed","Apartment"
"1044","1501 Benning Rd NE, Washington, DC 20002","2026/01/01",1550,"2 Beds","Apartment"
"1045","1501 Benning Rd NE, Washington, DC 20002","2026/01/01",2275,"3 Beds","Apartment"
"1046","1720 Trenton Pl SE, Washington, DC 20020","2026/01/01",1335,"3 Beds","Apartment"
"1047","2321 4th St NE, Washington, DC 20002","2026/01/01",1545,"1 Bed","Apartment"
"1048","2321 4th St NE, Washington, DC 20002","2026/01/01",1833,"2 Beds","Apartment"
"1049","2407 15th St NW, Washington, DC 20009","2026/01/01",1875,"Studio","Apartment"
"1050","2407 15th St NW, Washington, DC 20009","2026/01/01",2250,"1 Bed","Apartment"
"1051","4607 Connecticut Ave NW, Washington, DC 20008","2026/01/01",1500,"Studio","Apartment"
"1052","4607 Connecticut Ave NW, Washington, DC 20008","2026/01/01",1916,"1 Bed","Apartment"
"1053","2900 Adams Mill Rd NW, Washington, DC 20009","2026/01/01",2299,"1 Bed","Apartment"
