"Address","Date","Rent","Aprt_Type","Building_Type"
"710 NE 1st Ave, Miami, FL 33132","2026/06/02",2530,"Studio","Apartment"
"710 NE 1st Ave, Miami, FL 33132","2026/06/02",3310,"1 Bed","Apartment"
"710 NE 1st Ave, Miami, FL 33132","2026/06/02",5340,"2 Beds","Apartment"
"1501 SW 37th Ave, Miami, FL 33145","2026/06/02",3200,"Studio","Apartment"
"1501 SW 37th Ave, Miami, FL 33145","2026/06/02",2800,"1 Bed","Apartment"
"1501 SW 37th Ave, Miami, FL 33145","2026/06/02",3500,"2 Beds","Apartment"
"9600 S Dixie Hwy, Miami, FL 33156","2026/06/02",2773,"Studio","Apartment"
"9600 S Dixie Hwy, Miami, FL 33156","2026/06/02",2363,"1 Bed","Apartment"
"9600 S Dixie Hwy, Miami, FL 33156","2026/06/02",3356,"2 Beds+","Apartment"
"61 NW 37th Ave, Miami, FL 33125","2026/06/02",1950,"Studio","Apartment"
"61 NW 37th Ave, Miami, FL 33125","2026/06/02",2350,"1 Bed","Apartment"
"61 NW 37th Ave, Miami, FL 33125","2026/06/02",2700,"2 Beds","Apartment"
"55 NE 2nd St, Miami, FL 33132","2026/06/02",2107,"Studio","Apartment"
"55 NE 2nd St, Miami, FL 33132","2026/06/02",2500,"1 Bed","Apartment"
"55 NE 2nd St, Miami, FL 33132","2026/06/02",4433,"2 Beds","Apartment"
"5700 Biscayne Blvd, Miami, FL 33137","2026/06/02",2380,"Studio","Apartment"
"5700 Biscayne Blvd, Miami, FL 33137","2026/06/02",2972,"1 Bed","Apartment"
"5700 Biscayne Blvd, Miami, FL 33137","2026/06/02",3703,"2 Beds","Apartment"
"330 Catalonia Ave, Coral Gables, FL 33134","2026/06/02",3475,"1 Bed","Apartment"
"330 Catalonia Ave, Coral Gables, FL 33134","2026/06/02",5138,"2 Beds","Apartment"
"330 Catalonia Ave, Coral Gables, FL 33134","2026/06/02",6793,"3 Beds","Apartment"
"1650 NE 124th St, North Miami, FL 33181","2026/06/02",2700,"Studio","Apartment"
"1650 NE 124th St, North Miami, FL 33181","2026/06/02",2910,"1 Bed","Apartment"
"1650 NE 124th St, North Miami, FL 33181","2026/06/02",3566,"2 Beds+","Apartment"
"9030 SW 158th Ave, Miami, FL 33196","2026/06/02",2425,"1 Bed","Apartment"
"9030 SW 158th Ave, Miami, FL 33196","2026/06/02",2795,"2 Beds","Apartment"
"9030 SW 158th Ave, Miami, FL 33196","2026/06/02",3575,"3 Beds","Apartment"
"15955 NW 6th Ave, Miami, FL 33169","2026/06/02",2247,"1 Bed","Apartment"
"15955 NW 6th Ave, Miami, FL 33169","2026/06/02",2657,"2 Beds","Apartment"
"15955 NW 6th Ave, Miami, FL 33169","2026/06/02",3295,"3 Beds","Apartment"
"2901 SW 69th Ct, Miami, FL 33155","2026/06/02",2470,"Studio","Apartment"
"2901 SW 69th Ct, Miami, FL 33155","2026/06/02",2647,"1 Bed","Apartment"
"2901 SW 69th Ct, Miami, FL 33155","2026/06/02",3275,"2 Beds+","Apartment"
"3830 NW 11th St, Miami, FL 33126","2026/06/02",2416,"Studio","Apartment"
"3830 NW 11th St, Miami, FL 33126","2026/06/02",2776,"1 Bed","Apartment"
"3830 NW 11th St, Miami, FL 33126","2026/06/02",3136,"2 Beds","Apartment"
"1569 NW 17th Ave, Miami, FL 33125","2026/06/02",2294,"1 Bed","Apartment"
"1569 NW 17th Ave, Miami, FL 33125","2026/06/02",2611,"2 Beds","Apartment"
"12950 SW 127th Ave, Miami, FL 33186","2026/06/02",2250,"1 Bed","Apartment"
"12950 SW 127th Ave, Miami, FL 33186","2026/06/02",3106,"3 Beds","Apartment"
"1150 SW 70th Ave, Miami, FL 33144","2026/06/02",2190,"1 Bed","Apartment"
"1150 SW 70th Ave, Miami, FL 33144","2026/06/02",2590,"2 Beds","Apartment"
