"Address","Date","Rent","Aprt_Type","Building_Type"
"1985-1988 NW Savier St, Portland, OR 97209","2026/02/02",1304,"Studio","Apartment"
"1985-1988 NW Savier St, Portland, OR 97209","2026/02/02",1710,"1 Bed","Apartment"
"1985-1988 NW Savier St, Portland, OR 97209","2026/02/02",3010,"2 Beds","Apartment"
"2050 Northeast Pacific Street, Portland, OR 97232","2026/02/02",1370,"Studio","Apartment"
"2050 Northeast Pacific Street, Portland, OR 97232","2026/02/02",1299,"1 Bed","Apartment"
"2050 Northeast Pacific Street, Portland, OR 97232","2026/02/02",2425,"2 Beds","Apartment"
"110 N Tomahawk Island Dr, Portland, OR 97217","2026/02/02",1327,"1 Bed","Apartment"
"110 N Tomahawk Island Dr, Portland, OR 97217","2026/02/02",1675,"2 Beds","Apartment"
"3260 SE Milwaukie Ave, Portland, OR 97202","2026/02/02",1355,"Studio","Apartment"
"3260 SE Milwaukie Ave, Portland, OR 97202","2026/02/02",1594,"1 Bed","Apartment"
"3260 SE Milwaukie Ave, Portland, OR 97202","2026/02/02",1593,"2 Beds+","Apartment"
"1640 SW Yamhill St, Portland, OR 97205","2026/02/02",1645,"Studio","Apartment"
"1640 SW Yamhill St, Portland, OR 97205","2026/02/02",1840,"1 Bed","Apartment"
"1640 SW Yamhill St, Portland, OR 97205","2026/02/02",3455,"2 Beds","Apartment"
"5460 N Interstate Ave, Portland, OR 97217","2026/02/02",1000,"Studio","Apartment"
"5460 N Interstate Ave, Portland, OR 97217","2026/02/02",1206,"1 Bed","Apartment"
"5460 N Interstate Ave, Portland, OR 97217","2026/02/02",1600,"2 Beds","Apartment"
"900 NW Lovejoy St, Portland, OR 97209","2026/02/02",1740,"1 Bed","Apartment"
"900 NW Lovejoy St, Portland, OR 97209","2026/02/02",2700,"2 Beds","Apartment"
"304 NE Multnomah St, Portland, OR 97232","2026/02/02",1350,"1 Bed","Apartment"
"304 NE Multnomah St, Portland, OR 97232","2026/02/02",2125,"2 Beds","Apartment"
"750 SW 9th Ave, Portland, OR 97205","2026/02/02",1550,"Studio","Apartment"
"750 SW 9th Ave, Portland, OR 97205","2026/02/02",1713,"1 Bed","Apartment"
"750 SW 9th Ave, Portland, OR 97205","2026/02/02",2481,"2 Beds","Apartment"
"22 NE 2nd Ave, Portland, OR 97232","2026/02/02",1551,"Studio","Apartment"
"22 NE 2nd Ave, Portland, OR 97232","2026/02/02",1661,"1 Bed","Apartment"
"22 NE 2nd Ave, Portland, OR 97232","2026/02/02",2465,"2 Beds","Apartment"
"6015 N Interstate Ave, Portland, OR 97217","2026/02/02",1186,"Studio","Apartment"
"6015 N Interstate Ave, Portland, OR 97217","2026/02/02",1509,"1 Bed","Apartment"
"2070 NW Quimby St, Portland, OR 97209","2026/02/02",1290,"Studio","Apartment"
"2070 NW Quimby St, Portland, OR 97209","2026/02/02",1721,"1 Bed","Apartment"
"2070 NW Quimby St, Portland, OR 97209","2026/02/02",2059,"2 Beds","Apartment"
"3650 SE 29th Ave, Portland, OR 97202","2026/02/02",1140,"Studio","Apartment"
"3650 SE 29th Ave, Portland, OR 97202","2026/02/02",1480,"1 Bed","Apartment"
"3650 SE 29th Ave, Portland, OR 97202","2026/02/02",1840,"2 Beds+","Apartment"
"5620 N Interstate Ave, Portland, OR 97217","2026/02/02",1050,"Studio","Apartment"
"5620 N Interstate Ave, Portland, OR 97217","2026/02/02",1725,"2 Beds","Apartment"
"2180 NE 47th Ave, Portland, OR 97213","2026/02/02",999,"Studio","Apartment"
"2180 NE 47th Ave, Portland, OR 97213","2026/02/02",1558,"1 Bed","Apartment"
"1784 NW Northrup St, Portland, OR 97209","2026/02/02",1435,"Studio","Apartment"
"1784 NW Northrup St, Portland, OR 97209","2026/02/02",1895,"1 Bed","Apartment"
"1784 NW Northrup St, Portland, OR 97209","2026/02/02",2935,"2 Beds","Apartment"
"7007 SW Hampton St, Tigard, OR 97223","2026/02/02",1749,"Studio","Apartment"
"7007 SW Hampton St, Tigard, OR 97223","2026/02/02",1774,"1 Bed","Apartment"
"8376 SW Pfaffle St, Tigard, OR 97223","2026/02/02",1300,"1 Bed","Apartment"
"8376 SW Pfaffle St, Tigard, OR 97223","2026/02/02",1880,"2 Beds","Apartment"
"1111 W Columbia Way, Vancouver, WA 98660","2026/02/02",2200,"Studio","Apartment"
"1111 W Columbia Way, Vancouver, WA 98660","2026/02/02",1799,"1 Bed","Apartment"
"1111 W Columbia Way, Vancouver, WA 98660","2026/02/02",3325,"2 Beds","Apartment"
"10999 SE 37th Ave, Milwaukie, OR 97222","2026/02/02",1510,"Studio","Apartment"
