"","Address","Date","Rent","Aprt_Type","Building_Type"
"296","1030-1030 SW Jefferson St, Portland, OR 97201","2026/01/01",1338,"1 Bed","Apartment"
"297","1030-1030 SW Jefferson St, Portland, OR 97201","2026/01/01",1991,"2 Beds","Apartment"
"298","10934 NE Wygant St, Portland, OR 97220","2026/01/01",1595,"2 Beds",NA
"299","1575 N Willis Blvd, Portland, OR 97217","2026/01/01",1185,"Studio","Apartment"
"300","1575 N Willis Blvd, Portland, OR 97217","2026/01/01",1760,"3 Beds","Apartment"
"301","7227 N Philadelphia Ave, Portland, OR 97203","2026/01/01",1293,"Studio","Apartment"
"302","7227 N Philadelphia Ave, Portland, OR 97203","2026/01/01",1292,"1 Bed","Apartment"
"303","7227 N Philadelphia Ave, Portland, OR 97203","2026/01/01",1699,"2 Beds","Apartment"
"304","2050 NE Hoyt St, Portland, OR 97232","2026/01/01",1293,"Studio","Apartment"
"305","2050 NE Hoyt St, Portland, OR 97232","2026/01/01",1534,"1 Bed","Apartment"
"306","4030 N Williams Ave, Portland, OR 97227","2026/01/01",1225,"Studio","Apartment"
"307","4030 N Williams Ave, Portland, OR 97227","2026/01/01",1199,"1 Bed","Apartment"
"308","4030 N Williams Ave, Portland, OR 97227","2026/01/01",1649,"2 Beds","Apartment"
"309","3035 NE Martin Luther King Jr. Blvd, Portland, OR 97212","2026/01/01",1099,"Studio","Apartment"
"310","3035 NE Martin Luther King Jr. Blvd, Portland, OR 97212","2026/01/01",1315,"1 Bed","Apartment"
"311","1910 NW Pettygrove St, Portland, OR 97209","2026/01/01",1159,"Studio","Apartment"
"312","1910 NW Pettygrove St, Portland, OR 97209","2026/01/01",1450,"1 Bed","Apartment"
"313","4301-4495 NE 133rd Ave, Portland, OR 97230","2026/01/01",1325,"1 Bed",NA
"314","2059 SW Park Ave, Portland, OR 97201","2026/01/01",999,"1 Bed",NA
"315","3320 SE 90th Pl, Portland, OR 97266","2026/01/01",1245,"1 Bed",NA
"316","3601 NE 162nd Ave, Portland, OR 97230","2026/01/01",1395,"1 Bed","Apartment"
"317","3601 NE 162nd Ave, Portland, OR 97230","2026/01/01",1625,"2 Beds","Apartment"
"318","3601 NE 162nd Ave, Portland, OR 97230","2026/01/01",1925,"3 Beds","Apartment"
"319","6855 N Burlington Ave, Portland, OR 97203","2026/01/01",1205,"3 Beds",NA
"320","1625 SW Alder St, Portland, OR 97205","2026/01/01",1260,"Studio","Apartment"
"321","1625 SW Alder St, Portland, OR 97205","2026/01/01",1441,"1 Bed","Apartment"
"322","1625 SW Alder St, Portland, OR 97205","2026/01/01",2058,"2 Beds","Apartment"
"323","3440 SW US Veterans Hospital Rd, Portland, OR 97239","2026/01/01",1300,"2 Beds",NA
"324","1850 NW Front Ave, Portland, OR 97209","2026/01/01",1145,"Studio","Apartment"
"325","1850 NW Front Ave, Portland, OR 97209","2026/01/01",1325,"1 Bed","Apartment"
"326","1850 NW Front Ave, Portland, OR 97209","2026/01/01",1995,"2 Beds","Apartment"
"327","620 NE 20th Ave, Portland, OR 97232","2026/01/01",1125,"Studio","Apartment"
"328","620 NE 20th Ave, Portland, OR 97232","2026/01/01",1325,"1 Bed","Apartment"
"329","224 SE 188th Ave, Portland, OR 97233","2026/01/01",1088,"1 Bed","Apartment"
"330","224 SE 188th Ave, Portland, OR 97233","2026/01/01",1296,"2 Beds","Apartment"
"331","224 SE 188th Ave, Portland, OR 97233","2026/01/01",1800,"3 Beds","Apartment"
"332","1000 SW Vista Ave, Portland, OR 97205","2026/01/01",1043,"Studio","Apartment"
"333","1000 SW Vista Ave, Portland, OR 97205","2026/01/01",1260,"1 Bed","Apartment"
"334","1000 SW Vista Ave, Portland, OR 97205","2026/01/01",1520,"2 Beds","Apartment"
"335","1435 NE 62nd Ave, Portland, OR 97213","2026/01/01",750,"2 Beds",NA
"336","2615 S Water Ave, Portland, OR 97201","2026/01/01",1005,"Studio","Apartment"
"337","2615 S Water Ave, Portland, OR 97201","2026/01/01",1264,"2 Beds","Apartment"
"338","850 NE 81st Ave, Portland, OR 97213","2026/01/01",630,"2 Beds",NA
"339","11110 SE Powell Blvd, Portland, OR 97266","2026/01/01",1066,"1 Bed","Apartment"
"340","11110 SE Powell Blvd, Portland, OR 97266","2026/01/01",1276,"2 Beds","Apartment"
"341","11110 SE Powell Blvd, Portland, OR 97266","2026/01/01",1471,"3 Beds","Apartment"
"342","97 Kingsgate Rd, Lake Oswego, OR 97035","2026/01/01",1895,"3 Beds",NA
"343","130 A Ave, Lake Oswego, OR 97034","2026/01/01",1940,"1 Bed","Apartment"
"344","130 A Ave, Lake Oswego, OR 97034","2026/01/01",3435,"2 Beds","Apartment"
"345","130 A Ave, Lake Oswego, OR 97034","2026/01/01",6005,"3 Beds","Apartment"
"346","7915 SE King Rd, Milwaukie, OR 97222","2026/01/01",1695,"3 Beds",NA
"347","7582 SW Hunziker St, Tigard, OR 97223","2026/01/01",1450,"3 Beds",NA
"348","2700 W Powell Blvd, Gresham, OR 97030","2026/01/01",1345,"1 Bed","Apartment"
"349","2700 W Powell Blvd, Gresham, OR 97030","2026/01/01",1656,"2 Beds","Apartment"
"350","2700 W Powell Blvd, Gresham, OR 97030","2026/01/01",1966,"3 Beds","Apartment"
"351","16320 NW Canton St, Portland, OR 97229","2026/01/01",1560,"1 Bed","Apartment"
"352","16320 NW Canton St, Portland, OR 97229","2026/01/01",2349,"3 Beds","Apartment"
"353","3155 S Moody Ave, Portland, OR 97239","2026/01/01",1299,"Studio","Apartment"
"354","3155 S Moody Ave, Portland, OR 97239","2026/01/01",1375,"1 Bed","Apartment"
"355","12425 NW Barnes Rd, Portland, OR 97229","2026/01/01",1415,"1 Bed","Apartment"
"356","12425 NW Barnes Rd, Portland, OR 97229","2026/01/01",1600,"2 Beds","Apartment"
"357","1920 NW 26th Ave, Portland, OR 97210","2026/01/01",1195,"2 Beds",NA
"358","1207 SW Broadway, Portland, OR 97205","2026/01/01",1300,"2 Beds",NA
"359","14615 NE Rose Pky, Portland, OR 97230","2026/01/01",1950,"2 Beds",NA
"360","4981 SE Woodstock Blvd, Portland, OR 97206","2026/01/01",1325,"Studio","Apartment"
"361","4981 SE Woodstock Blvd, Portland, OR 97206","2026/01/01",2445,"2 Beds","Apartment"
"362","4835 SW Oleson Rd, Portland, OR 97225","2026/01/01",1549,"1 Bed","Apartment"
"363","4835 SW Oleson Rd, Portland, OR 97225","2026/01/01",1615,"2 Beds","Apartment"
"364","1313 E Burnside St, Portland, OR 97232","2026/01/01",1286,"Studio","Apartment"
"365","1313 E Burnside St, Portland, OR 97232","2026/01/01",1574,"1 Bed","Apartment"
"366","1313 E Burnside St, Portland, OR 97232","2026/01/01",1994,"2 Beds","Apartment"
"367","9550 SW Washington Dr, Portland, OR 97223","2026/01/01",1495,"2 Beds",NA
"368","21187 NW Galice Ln, Portland, OR 97229","2026/01/01",1650,"2 Beds","Apartment"
"369","21187 NW Galice Ln, Portland, OR 97229","2026/01/01",2200,"3 Beds","Apartment"
"370","2112 NW Irving St, Portland, OR 97210","2026/01/01",1480,"Studio","Apartment"
"371","2112 NW Irving St, Portland, OR 97210","2026/01/01",2538,"2 Beds","Apartment"
"372","10600 SW Taylor St, Portland, OR 97225","2026/01/01",1533,"1 Bed","Apartment"
"373","10600 SW Taylor St, Portland, OR 97225","2026/01/01",1745,"2 Beds","Apartment"
"374","10600 SW Taylor St, Portland, OR 97225","2026/01/01",2302,"3 Beds+","Apartment"
"375","385 NW Lost Springs Ter, Portland, OR 97229","2026/01/01",1600,"1 Bed","Apartment"
"376","385 NW Lost Springs Ter, Portland, OR 97229","2026/01/01",1750,"2 Beds","Apartment"
"377","385 NW Lost Springs Ter, Portland, OR 97229","2026/01/01",2200,"3 Beds","Apartment"
"378","5325 N Interstate Ave, Portland, OR 97217","2026/01/01",1440,"Studio","Apartment"
"379","5325 N Interstate Ave, Portland, OR 97217","2026/01/01",1516,"1 Bed","Apartment"
"380","473 SE 169th Ave, Portland, OR 97233","2026/01/01",1400,"1 Bed","Apartment"
"381","473 SE 169th Ave, Portland, OR 97233","2026/01/01",1595,"2 Beds","Apartment"
"382","473 SE 169th Ave, Portland, OR 97233","2026/01/01",1940,"3 Beds","Apartment"
"383","1177 SW Market St, Portland, OR 97201","2026/01/01",1339,"Studio","Apartment"
"384","1177 SW Market St, Portland, OR 97201","2026/01/01",1461,"1 Bed","Apartment"
"385","3450 N Williams Ave, Portland, OR 97227","2026/01/01",1725,"1 Bed","Apartment"
"386","3450 N Williams Ave, Portland, OR 97227","2026/01/01",2344,"2 Beds","Apartment"
"387","430 SW 13th Ave, Portland, OR 97205","2026/01/01",1519,"Studio","Apartment"
"388","430 SW 13th Ave, Portland, OR 97205","2026/01/01",1658,"1 Bed","Apartment"
"389","430 SW 13th Ave, Portland, OR 97205","2026/01/01",2492,"2 Beds+","Apartment"
"390","975 SE 11th Ave, Portland, OR 97214","2026/01/01",1275,"Studio","Apartment"
"391","975 SE 11th Ave, Portland, OR 97214","2026/01/01",1349,"1 Bed","Apartment"
"392","975 SE 11th Ave, Portland, OR 97214","2026/01/01",2827,"2 Beds","Apartment"
"393","2631-2651 NW Upshur St, Portland, OR 97210","2026/01/01",1225,"2 Beds",NA
"394","11700 SW Butner Rd, Portland, OR 97225","2026/01/01",1474,"1 Bed","Apartment"
"395","11700 SW Butner Rd, Portland, OR 97225","2026/01/01",1549,"2 Beds","Apartment"
"396","8340 SW Apple Way, Portland, OR 97225","2026/01/01",1550,"1 Bed","Apartment"
"397","8340 SW Apple Way, Portland, OR 97225","2026/01/01",1925,"2 Beds","Apartment"
"398","8340 SW Apple Way, Portland, OR 97225","2026/01/01",2170,"3 Beds","Apartment"
"399","6120 SW 18th Dr, Portland, OR 97239","2026/01/01",1500,"1 Bed","Apartment"
"400","6120 SW 18th Dr, Portland, OR 97239","2026/01/01",1725,"2 Beds","Apartment"
"401","1010 NW 17th Ave, Portland, OR 97209","2026/01/01",1048,"Studio","Apartment"
"402","1010 NW 17th Ave, Portland, OR 97209","2026/01/01",1350,"1 Bed","Apartment"
"403","16107 NW Brugger Rd, Portland, OR 97229","2026/01/01",1649,"1 Bed","Apartment"
"404","16107 NW Brugger Rd, Portland, OR 97229","2026/01/01",1925,"2 Beds","Apartment"
"405","16107 NW Brugger Rd, Portland, OR 97229","2026/01/01",2495,"3 Beds","Apartment"
"406","2050 NW Raleigh St, Portland, OR 97209","2026/01/01",1604,"Studio","Apartment"
"407","2050 NW Raleigh St, Portland, OR 97209","2026/01/01",1883,"1 Bed","Apartment"
"408","2050 NW Raleigh St, Portland, OR 97209","2026/01/01",3104,"2 Beds+","Apartment"
"409","1700 NE 162nd Ave, Portland, OR 97230","2026/01/01",1625,"2 Beds+",NA
"410","2240-2250 NW Lovejoy St, Portland, OR 97210","2026/01/01",1448,"Studio","Apartment"
"411","2240-2250 NW Lovejoy St, Portland, OR 97210","2026/01/01",1586,"1 Bed","Apartment"
"412","2240-2250 NW Lovejoy St, Portland, OR 97210","2026/01/01",3100,"2 Beds","Apartment"
"413","1222 NW 18th Ave, Portland, OR 97209","2026/01/01",1082,"Studio","Apartment"
"414","1222 NW 18th Ave, Portland, OR 97209","2026/01/01",1514,"1 Bed","Apartment"
"415","1222 NW 18th Ave, Portland, OR 97209","2026/01/01",1910,"2 Beds","Apartment"
"416","77 NE Grand Ave, Portland, OR 97232","2026/01/01",1195,"Studio","Apartment"
"417","77 NE Grand Ave, Portland, OR 97232","2026/01/01",1395,"1 Bed","Apartment"
"418","77 NE Grand Ave, Portland, OR 97232","2026/01/01",2595,"2 Beds","Apartment"
"419","10480 SW Eastridge St, Portland, OR 97225","2026/01/01",1450,"1 Bed","Apartment"
"420","10480 SW Eastridge St, Portland, OR 97225","2026/01/01",1650,"2 Beds","Apartment"
"421","301 SW Lincoln St, Portland, OR 97201","2026/01/01",1320,"1 Bed","Apartment"
"422","301 SW Lincoln St, Portland, OR 97201","2026/01/01",1855,"2 Beds","Apartment"
"423","16533 NE Halsey St, Portland, OR 97230","2026/01/01",1550,"1 Bed","Apartment"
"424","16533 NE Halsey St, Portland, OR 97230","2026/01/01",1795,"2 Beds","Apartment"
"425","2004 SW Jefferson St, Portland, OR 97201","2026/01/01",1330,"Studio","Apartment"
"426","2004 SW Jefferson St, Portland, OR 97201","2026/01/01",1345,"1 Bed","Apartment"
"427","2004 SW Jefferson St, Portland, OR 97201","2026/01/01",2410,"2 Beds","Apartment"
"428","1630 SE Rural St, Portland, OR 97202","2026/01/01",1361,"Studio","Apartment"
"429","1630 SE Rural St, Portland, OR 97202","2026/01/01",1680,"1 Bed","Apartment"
"430","1630 SE Rural St, Portland, OR 97202","2026/01/01",2658,"2 Beds","Apartment"
"431","1010 SE Ash St, Portland, OR 97232","2026/01/01",1495,"Studio","Apartment"
"432","1010 SE Ash St, Portland, OR 97232","2026/01/01",1575,"1 Bed","Apartment"
"433","1010 SE Ash St, Portland, OR 97232","2026/01/01",2750,"2 Beds","Apartment"
"434","677 S Lowell St, Portland, OR 97239","2026/01/01",1265,"Studio","Apartment"
"435","677 S Lowell St, Portland, OR 97239","2026/01/01",1355,"1 Bed","Apartment"
"436","677 S Lowell St, Portland, OR 97239","2026/01/01",2325,"2 Beds","Apartment"
"437","1250 E Burnside St, Portland, OR 97214","2026/01/01",1442,"1 Bed","Apartment"
"438","1250 E Burnside St, Portland, OR 97214","2026/01/01",2308,"2 Beds","Apartment"
"439","2655 SE 50th Ave, Portland, OR 97206","2026/01/01",1355,"2 Beds",NA
"440","1161 NW Overton St, Portland, OR 97209","2026/01/01",1634,"1 Bed","Apartment"
"441","1161 NW Overton St, Portland, OR 97209","2026/01/01",2589,"2 Beds","Apartment"
"442","1221 SW 11th Ave, Portland, OR 97205","2026/01/01",1328,"Studio","Apartment"
"443","1221 SW 11th Ave, Portland, OR 97205","2026/01/01",1395,"1 Bed","Apartment"
"444","1221 SW 11th Ave, Portland, OR 97205","2026/01/01",2115,"2 Beds","Apartment"
"445","2020 NE Multnomah St, Portland, OR 97232","2026/01/01",1365,"Studio","Apartment"
"446","2020 NE Multnomah St, Portland, OR 97232","2026/01/01",1511,"1 Bed","Apartment"
"447","2020 NE Multnomah St, Portland, OR 97232","2026/01/01",2331,"2 Beds","Apartment"
"448","1425 NE 7th Ave, Portland, OR 97232","2026/01/01",1490,"Studio","Apartment"
"449","1425 NE 7th Ave, Portland, OR 97232","2026/01/01",1450,"1 Bed","Apartment"
"450","1425 NE 7th Ave, Portland, OR 97232","2026/01/01",1900,"2 Beds","Apartment"
"451","8130 SE Mill St, Portland, OR 97215","2026/01/01",1175,"1 Bed","Apartment"
"452","8130 SE Mill St, Portland, OR 97215","2026/01/01",1225,"2 Beds","Apartment"
"453","2837-2847 SE Colt Dr, Portland, OR 97202","2026/01/01",1020,"Studio","Apartment"
"454","2837-2847 SE Colt Dr, Portland, OR 97202","2026/01/01",1245,"1 Bed","Apartment"
"455","2837-2847 SE Colt Dr, Portland, OR 97202","2026/01/01",1569,"2 Beds","Apartment"
"456","4225 SE Milwaukie Ave, Portland, OR 97202","2026/01/01",1049,"Studio","Apartment"
"457","4225 SE Milwaukie Ave, Portland, OR 97202","2026/01/01",1435,"1 Bed","Apartment"
"458","4225 SE Milwaukie Ave, Portland, OR 97202","2026/01/01",2100,"2 Beds+","Apartment"
"459","5605 SE Milwaukie Ave, Portland, OR 97202","2026/01/01",995,"2 Beds+","Room"
"460","3612 SE 28th Pl, Portland, OR 97202","2026/01/01",1350,"1 Bed","Apartment"
"461","3612 SE 28th Pl, Portland, OR 97202","2026/01/01",1550,"2 Beds","Apartment"
"462","230 SW Ash St, Portland, OR 97204","2026/01/01",1199,"Studio","Apartment"
"463","230 SW Ash St, Portland, OR 97204","2026/01/01",1549,"1 Bed","Apartment"
"464","18700 Rock Creek Cir, Portland, OR 97229","2026/01/01",1199,"Studio","Apartment"
"465","18700 Rock Creek Cir, Portland, OR 97229","2026/01/01",1218,"1 Bed","Apartment"
"466","18700 Rock Creek Cir, Portland, OR 97229","2026/01/01",1357,"2 Beds+","Apartment"
"467","5990 SE 92nd Ave, Portland, OR 97266","2026/01/01",1361,"1 Bed","Apartment"
"468","5990 SE 92nd Ave, Portland, OR 97266","2026/01/01",1629,"2 Beds","Apartment"
"469","4310 N Maryland Ave, Portland, OR 97217","2026/01/01",1850,"2 Beds","Room"
"470","9701 SE Johnson Creek Blvd, Portland, OR 97086","2026/01/01",1481,"1 Bed","Apartment"
"471","9701 SE Johnson Creek Blvd, Portland, OR 97086","2026/01/01",1854,"2 Beds","Apartment"
"472","8435 SE Insley St, Portland, OR 97266","2026/01/01",1445,"1 Bed","Apartment"
"473","8435 SE Insley St, Portland, OR 97266","2026/01/01",1650,"2 Beds","Apartment"
"474","1022 NE 181st Ave, Portland, OR 97230","2026/01/01",1395,"2 Beds","Room"
"475","505-577 NE Dekum St, Portland, OR 97211","2026/01/01",1199,"Studio","Apartment"
"476","505-577 NE Dekum St, Portland, OR 97211","2026/01/01",1479,"1 Bed","Apartment"
"477","505-577 NE Dekum St, Portland, OR 97211","2026/01/01",1995,"2 Beds","Apartment"
"478","4255-4545 NE 125th Pl, Portland, OR 97230","2026/01/01",1266,"1 Bed","Apartment"
"479","4255-4545 NE 125th Pl, Portland, OR 97230","2026/01/01",1435,"2 Beds","Apartment"
"480","17366 NE Halsey St, Portland, OR 97230","2026/01/01",1895,"2 Beds","Room"
"481","1969 SW Park Ave, Portland, OR 97201","2026/01/01",1168,"Studio","Apartment"
"482","1969 SW Park Ave, Portland, OR 97201","2026/01/01",1056,"1 Bed","Apartment"
"483","1969 SW Park Ave, Portland, OR 97201","2026/01/01",1642,"2 Beds","Apartment"
"484","1710 NE Multnomah St, Portland, OR 97232","2026/01/01",1046,"Studio","Apartment"
"485","1710 NE Multnomah St, Portland, OR 97232","2026/01/01",1399,"1 Bed","Apartment"
"486","1710 NE Multnomah St, Portland, OR 97232","2026/01/01",1705,"2 Beds","Apartment"
"487","901 SW King Ave, Portland, OR 97205","2026/01/01",940,"Studio","Apartment"
"488","901 SW King Ave, Portland, OR 97205","2026/01/01",1240,"1 Bed","Apartment"
"489","60 SE 10th Ave, Portland, OR 97214","2026/01/01",1206,"Studio","Apartment"
"490","60 SE 10th Ave, Portland, OR 97214","2026/01/01",1399,"1 Bed","Apartment"
"491","60 SE 10th Ave, Portland, OR 97214","2026/01/01",2178,"2 Beds","Apartment"
"492","10411 SE Cook Ct, Portland, OR 97222","2026/01/01",1595,"1 Bed","Apartment"
"493","10411 SE Cook Ct, Portland, OR 97222","2026/01/01",1470,"2 Beds","Apartment"
"494","10411 SE Cook Ct, Portland, OR 97222","2026/01/01",1945,"3 Beds","Apartment"
"495","665 NE 178th Ave, Portland, OR 97230","2026/01/01",1221,"1 Bed","Apartment"
"496","665 NE 178th Ave, Portland, OR 97230","2026/01/01",1280,"2 Beds","Apartment"
"497","665 NE 178th Ave, Portland, OR 97230","2026/01/01",1845,"3 Beds","Apartment"
"498","859-865 NE 122nd Ave, Portland, OR 97230","2026/01/01",1095,"1 Bed","Apartment"
"499","859-865 NE 122nd Ave, Portland, OR 97230","2026/01/01",1275,"2 Beds","Apartment"
"500","737 SW 17th Ave, Portland, OR 97205","2026/01/01",975,"Studio","Apartment"
"501","737 SW 17th Ave, Portland, OR 97205","2026/01/01",1100,"1 Bed","Apartment"
"502","737 SW 17th Ave, Portland, OR 97205","2026/01/01",1452,"2 Beds","Apartment"
"503","7600 SW Oleson Rd, Portland, OR 97223","2026/01/01",1150,"1 Bed","Apartment"
"504","7600 SW Oleson Rd, Portland, OR 97223","2026/01/01",1220,"2 Beds","Apartment"
"505","333 NW 4th Ave, Portland, OR 97209","2026/01/01",900,"Studio","Apartment"
"506","333 NW 4th Ave, Portland, OR 97209","2026/01/01",955,"1 Bed","Apartment"
"507","333 NW 4th Ave, Portland, OR 97209","2026/01/01",1350,"2 Beds","Apartment"
"508","314 NW 5th Ave, Portland, OR 97209","2026/01/01",795,"Studio","Apartment"
"509","314 NW 5th Ave, Portland, OR 97209","2026/01/01",1100,"1 Bed","Apartment"
"510","15994 E Burnside St, Portland, OR 97233","2026/01/01",1050,"Studio","Apartment"
"511","15994 E Burnside St, Portland, OR 97233","2026/01/01",1195,"1 Bed","Apartment"
"512","15994 E Burnside St, Portland, OR 97233","2026/01/01",1195,"2 Beds+","Apartment"
"513","815 NW Naito Pky, Portland, OR 97209","2026/01/01",799,"Studio","Apartment"
"514","815 NW Naito Pky, Portland, OR 97209","2026/01/01",999,"1 Bed","Apartment"
"515","815 NW Naito Pky, Portland, OR 97209","2026/01/01",1350,"2 Beds","Apartment"
"516","5827 NE Prescott St, Portland, OR 97218","2026/01/01",750,"1 Bed","Apartment"
"517","5827 NE Prescott St, Portland, OR 97218","2026/01/01",668,"2 Beds","Apartment"
"518","5827 NE Prescott St, Portland, OR 97218","2026/01/01",765,"3 Beds","Apartment"
"519","11740 SW 72nd Ave, Tigard, OR 97223","2026/01/01",1495,"Studio","Apartment"
"520","11740 SW 72nd Ave, Tigard, OR 97223","2026/01/01",1895,"1 Bed","Apartment"
"521","2948 W Powell Blvd, Gresham, OR 97030","2026/01/01",1649,"2 Beds","Apartment"
"522","2948 W Powell Blvd, Gresham, OR 97030","2026/01/01",1750,"3 Beds","Apartment"
"523","807 Jefferson St, Vancouver, WA 98660","2026/01/01",1375,"Studio","Apartment"
"524","807 Jefferson St, Vancouver, WA 98660","2026/01/01",1650,"1 Bed","Apartment"
"525","807 Jefferson St, Vancouver, WA 98660","2026/01/01",1795,"2 Beds","Apartment"
"526","9735 SW Hall Blvd, Tigard, OR 97223","2026/01/01",1275,"1 Bed","Apartment"
"527","9735 SW Hall Blvd, Tigard, OR 97223","2026/01/01",1425,"2 Beds","Apartment"
"528","7911 SE King Rd, Milwaukie, OR 97222","2026/01/01",1200,"1 Bed","Apartment"
"529","7911 SE King Rd, Milwaukie, OR 97222","2026/01/01",1595,"2 Beds","Apartment"
"530","3535 N Borthwick Ave, Portland, OR 97227","2026/01/01",680,"2 Beds","Room"
"531","6239 SW Beaverton Hillsdale Hwy, Portland, OR 97221","2026/01/01",1245,"1 Bed","Apartment"
"532","6239 SW Beaverton Hillsdale Hwy, Portland, OR 97221","2026/01/01",1625,"2 Beds","Apartment"
"533","2325-2349 SE 174th Ave, Portland, OR 97233","2026/01/01",1649,"2 Beds","Room"
"534","5817-5845 SW Beaverton-hillsdale Hwy, Portland, OR 97221","2026/01/01",1595,"1 Bed","Apartment"
"535","5817-5845 SW Beaverton-hillsdale Hwy, Portland, OR 97221","2026/01/01",1710,"2 Beds","Apartment"
"536","17010 SE Stark St, Portland, OR 97233","2026/01/01",1399,"2 Beds","Room"
"537","1205 SE Morrison St, Portland, OR 97214","2026/01/01",1751,"2 Beds","Room"
"538","1314 N Skidmore St, Portland, OR 97217","2026/01/01",1249,"Studio","Apartment"
"539","1314 N Skidmore St, Portland, OR 97217","2026/01/01",1562,"1 Bed","Apartment"
"540","1314 N Skidmore St, Portland, OR 97217","2026/01/01",2239,"2 Beds","Apartment"
"541","4929 SW Scholls Ferry Rd, Portland, OR 97225","2026/01/01",1300,"1 Bed","Apartment"
"542","4929 SW Scholls Ferry Rd, Portland, OR 97225","2026/01/01",1600,"2 Beds","Apartment"
"543","7315-7325 SE Mitchell Ct, Portland, OR 97206","2026/01/01",1650,"2 Beds",NA
"544","80 NE 14th Ave, Portland, OR 97232","2026/01/01",1339,"Studio","Apartment"
"545","80 NE 14th Ave, Portland, OR 97232","2026/01/01",1561,"1 Bed","Apartment"
"546","80 NE 14th Ave, Portland, OR 97232","2026/01/01",2699,"2 Beds","Apartment"
"547","6615 SE 52nd Ave, Portland, OR 97206","2026/01/01",1499,"2 Beds",NA
"548","15800 NW West Union Rd, Portland, OR 97229","2026/01/01",1499,"1 Bed","Apartment"
"549","15800 NW West Union Rd, Portland, OR 97229","2026/01/01",1624,"2 Beds","Apartment"
"550","3309 N Mississippi Ave, Portland, OR 97227","2026/01/01",1346,"Studio","Apartment"
"551","3309 N Mississippi Ave, Portland, OR 97227","2026/01/01",1346,"1 Bed","Apartment"
"552","3309 N Mississippi Ave, Portland, OR 97227","2026/01/01",2166,"2 Beds","Apartment"
"553","11612-11622 SE Division St, Portland, OR 97266","2026/01/01",1125,"1 Bed","Apartment"
"554","11612-11622 SE Division St, Portland, OR 97266","2026/01/01",1350,"2 Beds","Apartment"
"555","1617-1625 NE Alberta St, Portland, OR 97211","2026/01/01",1200,"2 Beds",NA
"556","3833 SW Bond Ave, Portland, OR 97239","2026/01/01",1462,"Studio","Apartment"
"557","3833 SW Bond Ave, Portland, OR 97239","2026/01/01",1514,"1 Bed","Apartment"
"558","3833 SW Bond Ave, Portland, OR 97239","2026/01/01",2398,"2 Beds","Apartment"
"559","6006 SE 53rd Ave, Portland, OR 97206","2026/01/01",1695,"2 Beds",NA
"560","16431 NE Glisan St, Portland, OR 97230","2026/01/01",1159,"1 Bed","Apartment"
"561","16431 NE Glisan St, Portland, OR 97230","2026/01/01",1350,"2 Beds","Apartment"
"562","4707 SE Hawthorne Blvd, Portland, OR 97215","2026/01/01",1345,"Studio","Apartment"
"563","4707 SE Hawthorne Blvd, Portland, OR 97215","2026/01/01",1495,"1 Bed","Apartment"
"564","7550 N Lombard St, Portland, OR 97203","2026/01/01",1245,"Studio","Apartment"
"565","7550 N Lombard St, Portland, OR 97203","2026/01/01",1487,"1 Bed","Apartment"
"566","17025-171 SE Powell Blvd, Portland, OR 97236","2026/01/01",1595,"1 Bed",NA
"567","4775 NE 107th Ave, Portland, OR 97220","2026/01/01",1395,"1 Bed","Apartment"
"568","4775 NE 107th Ave, Portland, OR 97220","2026/01/01",1495,"2 Beds","Apartment"
"569","4915 N Vancouver Ave, Portland, OR 97217","2026/01/01",1195,"Studio","Apartment"
"570","4915 N Vancouver Ave, Portland, OR 97217","2026/01/01",1395,"1 Bed","Apartment"
"571","2500 SE 157th Ave, Portland, OR 97236","2026/01/01",1295,"1 Bed","Apartment"
"572","2500 SE 157th Ave, Portland, OR 97236","2026/01/01",1399,"2 Beds","Apartment"
"573","2256 NW Overton St, Portland, OR 97210","2026/01/01",999,"Studio","Apartment"
"574","2256 NW Overton St, Portland, OR 97210","2026/01/01",1850,"2 Beds","Apartment"
"575","1025 SW 11th Ave, Portland, OR 97205","2026/01/01",1050,"2 Beds",NA
"576","1650 SE Tacoma St, Portland, OR 97202","2026/01/01",1184,"Studio","Apartment"
"577","1650 SE Tacoma St, Portland, OR 97202","2026/01/01",1354,"1 Bed","Apartment"
"578","1650 SE Tacoma St, Portland, OR 97202","2026/01/01",2109,"2 Beds","Apartment"
"579","3323 SW Multnomah Blvd, Portland, OR 97219","2026/01/01",1350,"2 Beds","Apartment"
"580","3323 SW Multnomah Blvd, Portland, OR 97219","2026/01/01",1850,"3 Beds","Apartment"
"581","5214 SE 72nd Ave, Portland, OR 97206","2026/01/01",1425,"1 Bed","Apartment"
"582","5214 SE 72nd Ave, Portland, OR 97206","2026/01/01",1695,"2 Beds","Apartment"
"583","1470 NW Overton St, Portland, OR 97209","2026/01/01",1115,"Studio","Apartment"
"584","1470 NW Overton St, Portland, OR 97209","2026/01/01",1515,"1 Bed","Apartment"
"585","1470 NW Overton St, Portland, OR 97209","2026/01/01",2025,"2 Beds","Apartment"
"586","2130 SW Camelot Ct, Portland, OR 97225","2026/01/01",1175,"1 Bed","Apartment"
"587","2130 SW Camelot Ct, Portland, OR 97225","2026/01/01",1595,"2 Beds","Apartment"
"588","670 NW Saltzman Rd, Portland, OR 97229","2026/01/01",1250,"1 Bed","Apartment"
"589","670 NW Saltzman Rd, Portland, OR 97229","2026/01/01",1495,"2 Beds","Apartment"
