"Address","Date","Rent","Aprt_Type","Building_Type"
"1985-1988 NW Savier St, Portland, OR 97209","2026/04/01",1425,"Studio","Apartment"
"1985-1988 NW Savier St, Portland, OR 97209","2026/04/01",1790,"1 Bed","Apartment"
"1985-1988 NW Savier St, Portland, OR 97209","2026/04/01",3090,"2 Beds","Apartment"
"2050 Northeast Pacific Street, Portland, OR 97232","2026/04/01",1472,"Studio","Apartment"
"2050 Northeast Pacific Street, Portland, OR 97232","2026/04/01",1449,"1 Bed","Apartment"
"2050 Northeast Pacific Street, Portland, OR 97232","2026/04/01",2399,"2 Beds","Apartment"
"750 SW 9th Ave, Portland, OR 97205","2026/04/01",1442,"Studio","Apartment"
"750 SW 9th Ave, Portland, OR 97205","2026/04/01",1713,"1 Bed","Apartment"
"750 SW 9th Ave, Portland, OR 97205","2026/04/01",2726,"2 Beds","Apartment"
"22 NE 2nd Ave, Portland, OR 97232","2026/04/01",1232,"Studio","Apartment"
"22 NE 2nd Ave, Portland, OR 97232","2026/04/01",1585,"1 Bed","Apartment"
"22 NE 2nd Ave, Portland, OR 97232","2026/04/01",2315,"2 Beds","Apartment"
"6015 N Interstate Ave, Portland, OR 97217","2026/04/01",1271,"Studio","Apartment"
"6015 N Interstate Ave, Portland, OR 97217","2026/04/01",1699,"1 Bed","Apartment"
"6015 N Interstate Ave, Portland, OR 97217","2026/04/01",2944,"2 Beds","Apartment"
"2070 NW Quimby St, Portland, OR 97209","2026/04/01",1290,"Studio","Apartment"
"2070 NW Quimby St, Portland, OR 97209","2026/04/01",1816,"1 Bed","Apartment"
"2070 NW Quimby St, Portland, OR 97209","2026/04/01",2174,"2 Beds","Apartment"
NA,NA,NA,NA,NA
"3650 SE 29th Ave, Portland, OR 97202","2026/04/01",1335,"Studio","Apartment"
"3650 SE 29th Ave, Portland, OR 97202","2026/04/01",1840,"2 Beds","Apartment"
"3650 SE 29th Ave, Portland, OR 97202","2026/04/01",2369,"3 Beds","Apartment"
"5620 N Interstate Ave, Portland, OR 97217","2026/04/01",995,"Studio","Apartment"
"5620 N Interstate Ave, Portland, OR 97217","2026/04/01",1600,"3 Beds","Apartment"
"2180 NE 47th Ave, Portland, OR 97213","2026/04/01",1035,"Studio","Apartment"
"2180 NE 47th Ave, Portland, OR 97213","2026/04/01",1399,"1 Bed","Apartment"
"1784 NW Northrup St, Portland, OR 97209","2026/04/01",1349,"Studio","Apartment"
"1784 NW Northrup St, Portland, OR 97209","2026/04/01",1599,"1 Bed","Apartment"
"1640 SW Yamhill St, Portland, OR 97205","2026/04/01",1570,"Studio","Apartment"
"1640 SW Yamhill St, Portland, OR 97205","2026/04/01",1815,"1 Bed","Apartment"
"1640 SW Yamhill St, Portland, OR 97205","2026/04/01",3380,"2 Beds","Apartment"
"900 NW Lovejoy St, Portland, OR 97209","2026/04/01",1740,"1 Bed","Apartment"
"900 NW Lovejoy St, Portland, OR 97209","2026/04/01",2600,"2 Beds","Apartment"
"3202 SE 92nd Ave, Portland, OR 97266","2026/04/01",1295,"1 Bed","Apartment"
"3202 SE 92nd Ave, Portland, OR 97266","2026/04/01",1395,"2 Beds","Apartment"
"12345 SE Fuller Rd, Portland, OR 97222","2026/04/01",1395,"2 Beds",NA
"1111 W Columbia Way, Vancouver, WA 98660","2026/04/01",1650,"Studio","Apartment"
"1111 W Columbia Way, Vancouver, WA 98660","2026/04/01",1899,"1 Bed","Apartment"
"1111 W Columbia Way, Vancouver, WA 98660","2026/04/01",3699,"2 Beds","Apartment"
"10999 SE 37th Ave, Milwaukie, OR 97222","2026/04/01",1460,"Studio","Apartment"
"10999 SE 37th Ave, Milwaukie, OR 97222","2026/04/01",1684,"1 Bed","Apartment"
"10999 SE 37th Ave, Milwaukie, OR 97222","2026/04/01",2139,"2 Beds+","Apartment"
"7007 SW Hampton St, Tigard, OR 97223","2026/04/01",1599,"Studio","Apartment"
"7007 SW Hampton St, Tigard, OR 97223","2026/04/01",1749,"1 Bed","Apartment"
"2059 SW Park Ave, Portland, OR 97201","2026/04/01",999,"1 Bed",NA
"1250 E Burnside St, Portland, OR 97214","2026/04/01",1475,"1 Bed","Apartment"
"1250 E Burnside St, Portland, OR 97214","2026/04/01",2100,"2 Beds","Apartment"
