"Address","Date","Rent","Aprt_Type","Building_Type"
"17700 E 56th Ave, Denver, CO 80249","2026/06/02",1527,"1 Bed","Apartment"
"17700 E 56th Ave, Denver, CO 80249","2026/06/02",1959,"2 Beds","Apartment"
"17700 E 56th Ave, Denver, CO 80249","2026/06/02",2791,"3 Beds","Apartment"
"8155 E Fairmount Dr, Denver, CO 80230","2026/06/02",1585,"1 Bed","Apartment"
"8155 E Fairmount Dr, Denver, CO 80230","2026/06/02",1915,"2 Beds","Apartment"
"8155 E Fairmount Dr, Denver, CO 80230","2026/06/02",2565,"3 Beds","Apartment"
"5031 S Ulster St, Denver, CO 80237","2026/06/02",1425,"Studio","Apartment"
"5031 S Ulster St, Denver, CO 80237","2026/06/02",1625,"1 Bed","Apartment"
"5031 S Ulster St, Denver, CO 80237","2026/06/02",2225,"2 Beds","Apartment"
"82 N Uinta Way, Denver, CO 80230","2026/06/02",1519,"Studio","Apartment"
"82 N Uinta Way, Denver, CO 80230","2026/06/02",1819,"1 Bed","Apartment"
"82 N Uinta Way, Denver, CO 80230","2026/06/02",2019,"2 Beds+","Apartment"
"755 S Dexter St, Denver, CO 80246","2026/06/02",1741,"1 Bed","Apartment"
"755 S Dexter St, Denver, CO 80246","2026/06/02",2016,"2 Beds","Apartment"
"225 S Harrison St, Denver, CO 80209","2026/06/02",1709,"1 Bed","Apartment"
"225 S Harrison St, Denver, CO 80209","2026/06/02",2509,"2 Beds","Apartment"
"225 S Harrison St, Denver, CO 80209","2026/06/02",3408,"3 Beds","Apartment"
"3645 S Dallas St, Aurora, CO 80014","2026/06/02",1417,"1 Bed","Apartment"
"3645 S Dallas St, Aurora, CO 80014","2026/06/02",1902,"2 Beds","Apartment"
"3645 S Dallas St, Aurora, CO 80014","2026/06/02",3082,"3 Beds","Apartment"
"8012 W Long Dr, Littleton, CO 80123","2026/06/02",1697,"Studio","Apartment"
"8012 W Long Dr, Littleton, CO 80123","2026/06/02",1997,"1 Bed","Apartment"
"8012 W Long Dr, Littleton, CO 80123","2026/06/02",2597,"2 Beds+","Apartment"
"21775 E 65th Ave, Aurora, CO 80019","2026/06/02",1518,"Studio","Apartment"
"21775 E 65th Ave, Aurora, CO 80019","2026/06/02",1545,"1 Bed","Apartment"
"21775 E 65th Ave, Aurora, CO 80019","2026/06/02",2180,"2 Beds+","Apartment"
"10025 W Dartmouth Ave, Lakewood, CO 80227","2026/06/02",1508,"1 Bed","Apartment"
"10025 W Dartmouth Ave, Lakewood, CO 80227","2026/06/02",2028,"2 Beds","Apartment"
"4201 S Navajo St, Englewood, CO 80110","2026/06/02",1415,"Studio","Apartment"
"4201 S Navajo St, Englewood, CO 80110","2026/06/02",1587,"1 Bed","Apartment"
"4201 S Navajo St, Englewood, CO 80110","2026/06/02",2205,"2 Beds","Apartment"
"1805 S Bannock St, Denver, CO 80223","2026/06/02",1698,"1 Bed","Apartment"
"1805 S Bannock St, Denver, CO 80223","2026/06/02",2134,"2 Beds","Apartment"
"2180 S Colorado Blvd, Denver, CO 80222","2026/06/02",1422,"Studio","Apartment"
